head	tail
痴心妄想	實事求是
痴心妄想	腳踏實地
痴心妄想	務實
老大不小	乳臭未乾
老大不小	年幼
老大不小	稚嫩
評頭論足	不加評論
評頭論足	默不作聲
評頭論足	沉默
不敢苟同	完全贊同
不敢苟同	一致同意
不敢苟同	附和
不辭辛苦	拈輕怕重
不辭辛苦	好逸惡勞
不辭辛苦	偷懶
普天之下	一隅之地
普天之下	局部
普天之下	方寸之地
相生相剋	互不相干
相生相剋	獨立
相生相剋	無關
軟弱無力	堅強有力
軟弱無力	剛強
軟弱無力	有力
闖蕩江湖	安分守己
闖蕩江湖	足不出戶
闖蕩江湖	安居
黃道吉日	凶日
黃道吉日	不祥之日
黃道吉日	忌日
一錘定音	懸而未決
一錘定音	舉棋不定
一錘定音	未定
動人心魄	平淡無奇
名目繁多	名目單一
名目繁多	簡單
名目繁多	寥寥
對立統一	絕對對立
對立統一	水火不容
死於非命	壽終正寢
死於非命	善終
死於非命	安詳離世
百聽不厭	不堪入耳
百聽不厭	厭煩
百聽不厭	不想聽
順藤摸瓜	無跡可尋
順藤摸瓜	無頭無緒
順藤摸瓜	盲人摸象
齜牙咧嘴	笑容滿面
齜牙咧嘴	和顏悅色
齜牙咧嘴	溫柔
事過境遷	依然如故
博覽羣書	不學無術
博覽羣書	孤陋寡聞
博覽羣書	目不識丁
大快朵頤	難以下嚥
大快朵頤	食不下嚥
大快朵頤	難吃
物盡其用	暴殄天物
物盡其用	浪費
物盡其用	閒置
瓢潑大雨	滴雨未下
瓢潑大雨	細雨
瓢潑大雨	晴空萬里
看家本領	一無所長
看家本領	三腳貓
看家本領	外行
自愧不如	自命不凡
自愧不如	自以為是
自愧不如	驕傲
騰雲駕霧	腳踏實地
騰雲駕霧	寸步難行
騰雲駕霧	落地
好景不長	長盛不衰
心馳神往	無動於衷
心馳神往	不屑一顧
心馳神往	漠然
憨態可掬	老謀深算
憨態可掬	城府極深
憨態可掬	精明
比翼雙飛	勞燕分飛
