head	tail
有意無意	一心一意
有意無意	刻意
有意無意	有心
各種各樣	千篇一律
各種各樣	單一
各種各樣	一樣
絕大部分	一小部分
絕大部分	少數
絕大部分	極少數
無時無刻	偶爾
無時無刻	間中
無時無刻	有時
無論如何	看情況
無論如何	酌情
無論如何	視乎情況
一五一十	含糊其辭
一五一十	隱瞞
一五一十	遮遮掩掩
實實在在	虛虛假假
實實在在	虛假
實實在在	空洞
至關重要	無關緊要
至關重要	無足輕重
至關重要	次要
不切實際	實事求是
不切實際	切合實際
不切實際	務實
人來人往	杳無人跡
人來人往	冷清
人來人往	門可羅雀
毫無疑問	疑竇叢生
毫無疑問	存疑
毫無疑問	有疑問
有所不同	如出一轍
有所不同	相同
有所不同	無異
大大小小	一般大小
大大小小	整齊劃一
大大小小	同樣大小
除此之外	包括在內
除此之外	在此之中
方方面面	單一方面
方方面面	局部
方方面面	片面
諸如此類	與眾不同
諸如此類	獨一無二
諸如此類	僅此一例
一天到晚	一時半刻
一天到晚	偶爾
一天到晚	有時
突如其來	意料之中
突如其來	早有準備
突如其來	循序漸進
自然而然	刻意為之
自然而然	強求
自然而然	做作
各式各樣	千篇一律
各式各樣	單一
各式各樣	清一色
一見鍾情	日久生情
一見鍾情	日久見人心
奄奄一息	生龍活虎
奄奄一息	生氣勃勃
奄奄一息	活蹦亂跳
辛辛苦苦	輕而易舉
辛辛苦苦	輕鬆
辛辛苦苦	不費吹灰之力
不顧一切	瞻前顧後
不顧一切	小心翼翼
不顧一切	畏首畏尾
從頭到尾	半途而廢
從頭到尾	中途
從頭到尾	斷斷續續
乾乾淨淨	骯髒不堪
乾乾淨淨	骯髒
乾乾淨淨	污穢
相比之下	孤立來看
相比之下	單獨而言
由此可見	無從判斷
由此可見	難下定論
居高不下	一落千丈
居高不下	直線下降
居高不下	暴跌
時時刻刻	偶爾
時時刻刻	間中
時時刻刻	有時
自由自在	束手束腳
自由自在	拘束
自由自在	不自在
一望無際	一覽無餘
一望無際	咫尺之間
一望無際	狹窄
一絲不掛	衣冠楚楚
一絲不掛	穿戴整齊
問長問短	不聞不問
問長問短	漠不關心
問長問短	冷淡
好聲好氣	惡言惡語
好聲好氣	惡聲惡氣
好聲好氣	破口大罵
拳打腳踢	和顏悅色
拳打腳踢	溫言細語
拳打腳踢	好言相勸
按捺不住	泰然自若
按捺不住	不動聲色
按捺不住	從容
浩浩蕩蕩	稀稀拉拉
浩浩蕩蕩	三三兩兩
浩浩蕩蕩	零零落落
火上加油	息事寧人
火上加油	釜底抽薪
火上加油	雪中送炭
五花八門	千篇一律
五花八門	單調
五花八門	清一色
愈演愈烈	日漸平息
愈演愈烈	緩和
