head	reason	batch_id
一次函數	no_gradable_opposite	len4-b04-20260715
一清二白	no_gradable_opposite	len4-b04-20260715
三岔路口	no_gradable_opposite	len4-b04-20260715
三角戀愛	no_gradable_opposite	len4-b04-20260715
不可知論	no_gradable_opposite	len4-b04-20260715
不知進退	no_gradable_opposite	len4-b04-20260715
主動脈弓	no_gradable_opposite	len4-b04-20260715
主觀主義	no_gradable_opposite	len4-b04-20260715
二十五史	no_gradable_opposite	len4-b04-20260715
亞馬孫河	proper_name_or_deixis	len4-b04-20260715
交換價值	no_gradable_opposite	len4-b04-20260715
交響樂隊	no_gradable_opposite	len4-b04-20260715
代數方程	no_gradable_opposite	len4-b04-20260715
伽馬射線	no_gradable_opposite	len4-b04-20260715
低等動物	no_gradable_opposite	len4-b04-20260715
俄羅斯族	proper_name_or_deixis	len4-b04-20260715
傷殘人員	no_gradable_opposite	len4-b04-20260715
充要條件	no_gradable_opposite	len4-b04-20260715
光導纖維	no_gradable_opposite	len4-b04-20260715
全權代表	no_gradable_opposite	len4-b04-20260715
全能運動	no_gradable_opposite	len4-b04-20260715
八角茴香	no_gradable_opposite	len4-b04-20260715
共同綱領	no_gradable_opposite	len4-b04-20260715
冒險主義	no_gradable_opposite	len4-b04-20260715
初級小學	no_gradable_opposite	len4-b04-20260715
化學肥料	no_gradable_opposite	len4-b04-20260715
北京猿人	proper_name_or_deixis	len4-b04-20260715
印度支那	proper_name_or_deixis	len4-b04-20260715
原生動物	no_gradable_opposite	len4-b04-20260715
反芻動物	no_gradable_opposite	len4-b04-20260715
口頭文學	no_gradable_opposite	len4-b04-20260715
古爾邦節	proper_name_or_deixis	len4-b04-20260715
可比價格	no_gradable_opposite	len4-b04-20260715
合久必分	no_gradable_opposite	len4-b04-20260715
吉卜賽人	proper_name_or_deixis	len4-b04-20260715
和平談判	no_gradable_opposite	len4-b04-20260715
哈薩克語	no_gradable_opposite	len4-b04-20260715
哈雷彗星	proper_name_or_deixis	len4-b04-20260715
嚴以律己	no_gradable_opposite	len4-b04-20260715
四則運算	no_gradable_opposite	len4-b04-20260715
國際公法	no_gradable_opposite	len4-b04-20260715
地下鐵道	no_gradable_opposite	len4-b04-20260715
城市貧民	no_gradable_opposite	len4-b04-20260715
堅壁清野	no_gradable_opposite	len4-b04-20260715
塔塔爾族	proper_name_or_deixis	len4-b04-20260715
大田作物	no_gradable_opposite	len4-b04-20260715
威士忌酒	no_gradable_opposite	len4-b04-20260715
婆羅門教	no_gradable_opposite	len4-b04-20260715
孔孟之道	no_gradable_opposite	len4-b04-20260715
宇宙射線	no_gradable_opposite	len4-b04-20260715
宇宙速度	no_gradable_opposite	len4-b04-20260715
安第斯山	proper_name_or_deixis	len4-b04-20260715
宗派主義	no_gradable_opposite	len4-b04-20260715
客觀主義	no_gradable_opposite	len4-b04-20260715
宮廷政變	no_gradable_opposite	len4-b04-20260715
實際工資	no_gradable_opposite	len4-b04-20260715
寬以待人	no_gradable_opposite	len4-b04-20260715
封山育林	no_gradable_opposite	len4-b04-20260715
對口相聲	no_gradable_opposite	len4-b04-20260715
山頂洞人	no_gradable_opposite	len4-b04-20260715
工農聯盟	no_gradable_opposite	len4-b04-20260715
布朗運動	proper_name_or_deixis	len4-b04-20260715
希臘字母	no_gradable_opposite	len4-b04-20260715
平面幾何	no_gradable_opposite	len4-b04-20260715
張三李四	no_gradable_opposite	len4-b04-20260715
彈撥樂器	no_gradable_opposite	len4-b04-20260715
待價而沽	no_gradable_opposite	len4-b04-20260715
循環小數	no_gradable_opposite	len4-b04-20260715
惺惺作態	no_gradable_opposite	len4-b04-20260715
愛麗捨宮	proper_name_or_deixis	len4-b04-20260715
戰略物資	no_gradable_opposite	len4-b04-20260715
技壓羣雄	no_gradable_opposite	len4-b04-20260715
投降主義	no_gradable_opposite	len4-b04-20260715
折衷主義	no_gradable_opposite	len4-b04-20260715
拉丁字母	no_gradable_opposite	len4-b04-20260715
拼音文字	no_gradable_opposite	len4-b04-20260715
摩天大廈	no_gradable_opposite	len4-b04-20260715
擁軍優屬	no_gradable_opposite	len4-b04-20260715
擺龍門陣	no_gradable_opposite	len4-b04-20260715
改良主義	no_gradable_opposite	len4-b04-20260715
敲敲打打	no_gradable_opposite	len4-b04-20260715
文字改革	no_gradable_opposite	len4-b04-20260715
文學語言	no_gradable_opposite	len4-b04-20260715
斯威士蘭	proper_name_or_deixis	len4-b04-20260715
斷線風箏	no_gradable_opposite	len4-b04-20260715
月下老人	no_gradable_opposite	len4-b04-20260715
有性生殖	no_gradable_opposite	len4-b04-20260715
木管樂器	no_gradable_opposite	len4-b04-20260715
末梢神經	no_gradable_opposite	len4-b04-20260715
本位主義	no_gradable_opposite	len4-b04-20260715
本本主義	no_gradable_opposite	len4-b04-20260715
桃色新聞	no_gradable_opposite	len4-b04-20260715
楔形文字	no_gradable_opposite	len4-b04-20260715
楚漢相爭	no_gradable_opposite	len4-b04-20260715
歐姆定律	no_gradable_opposite	len4-b04-20260715
民族形式	no_gradable_opposite	len4-b04-20260715
民族自決	no_gradable_opposite	len4-b04-20260715
民生主義	no_gradable_opposite	len4-b04-20260715
民脂民膏	no_gradable_opposite	len4-b04-20260715
永久磁鐵	no_gradable_opposite	len4-b04-20260715
法定人數	no_gradable_opposite	len4-b04-20260715
深水炸彈	no_gradable_opposite	len4-b04-20260715
滔天大罪	no_gradable_opposite	len4-b04-20260715
無庸置疑	no_gradable_opposite	len4-b04-20260715
無性生殖	no_gradable_opposite	len4-b04-20260715
無私無畏	no_gradable_opposite	len4-b04-20260715
無軌電車	no_gradable_opposite	len4-b04-20260715
無限公司	no_gradable_opposite	len4-b04-20260715
物理變化	no_gradable_opposite	len4-b04-20260715
狗皮膏藥	no_gradable_opposite	len4-b04-20260715
玉潔冰清	no_gradable_opposite	len4-b04-20260715
生兒育女	no_gradable_opposite	len4-b04-20260715
生態學家	no_gradable_opposite	len4-b04-20260715
生物武器	no_gradable_opposite	len4-b04-20260715
生物電流	no_gradable_opposite	len4-b04-20260715
生理學家	no_gradable_opposite	len4-b04-20260715
甲殼動物	no_gradable_opposite	len4-b04-20260715
相對主義	no_gradable_opposite	len4-b04-20260715
硫化橡膠	no_gradable_opposite	len4-b04-20260715
空空洞洞	no_gradable_opposite	len4-b04-20260715
立克次體	no_gradable_opposite	len4-b04-20260715
立法委員	no_gradable_opposite	len4-b04-20260715
童男童女	no_gradable_opposite	len4-b04-20260715
等差數列	no_gradable_opposite	len4-b04-20260715
等比數列	no_gradable_opposite	len4-b04-20260715
簡化漢字	no_gradable_opposite	len4-b04-20260715
粉飾太平	no_gradable_opposite	len4-b04-20260715
精神衰弱	no_gradable_opposite	len4-b04-20260715
罄竹難書	no_gradable_opposite	len4-b04-20260715
羅馬數字	no_gradable_opposite	len4-b04-20260715
聯合王國	proper_name_or_deixis	len4-b04-20260715
聯繫匯率	no_gradable_opposite	len4-b04-20260715
聰明一世	no_gradable_opposite	len4-b04-20260715
自來水筆	no_gradable_opposite	len4-b04-20260715
自動鉛筆	no_gradable_opposite	len4-b04-20260715
自賣自誇	no_gradable_opposite	len4-b04-20260715
蒼松翠柏	no_gradable_opposite	len4-b04-20260715
蓋世太保	proper_name_or_deixis	len4-b04-20260715
蓋棺論定	no_gradable_opposite	len4-b04-20260715
薩克斯管	no_gradable_opposite	len4-b04-20260715
藤本植物	no_gradable_opposite	len4-b04-20260715
藻類植物	no_gradable_opposite	len4-b04-20260715
螺絲起子	no_gradable_opposite	len4-b04-20260715
裙帶關係	no_gradable_opposite	len4-b04-20260715
言之無物	no_gradable_opposite	len4-b04-20260715
計時工資	no_gradable_opposite	len4-b04-20260715
語氣助詞	no_gradable_opposite	len4-b04-20260715
課外作業	no_gradable_opposite	len4-b04-20260715
路人皆知	no_gradable_opposite	len4-b04-20260715
軍事體育	no_gradable_opposite	len4-b04-20260715
辯證邏輯	no_gradable_opposite	len4-b04-20260715
農民戰爭	no_gradable_opposite	len4-b04-20260715
遺傳學家	no_gradable_opposite	len4-b04-20260715
遺傳工程	no_gradable_opposite	len4-b04-20260715
醋酸纖維	no_gradable_opposite	len4-b04-20260715
野外工作	no_gradable_opposite	len4-b04-20260715
金融寡頭	no_gradable_opposite	len4-b04-20260715
金雞獨立	no_gradable_opposite	len4-b04-20260715
鍵盤樂器	no_gradable_opposite	len4-b04-20260715
鏈式反應	no_gradable_opposite	len4-b04-20260715
鑽木取火	no_gradable_opposite	len4-b04-20260715
陰極射線	no_gradable_opposite	len4-b04-20260715
靜電感應	no_gradable_opposite	len4-b04-20260715
風俗人情	no_gradable_opposite	len4-b04-20260715
飽和溶液	no_gradable_opposite	len4-b04-20260715
高山反應	no_gradable_opposite	len4-b04-20260715
高級小學	no_gradable_opposite	len4-b04-20260715
黃巢起義	proper_name_or_deixis	len4-b04-20260715
黃巾起義	proper_name_or_deixis	len4-b04-20260715
黃袍加身	no_gradable_opposite	len4-b04-20260715
