head	tail	relation_type	batch_id
吹牛	謙虛	ant	post-syn-ant-ring5k10k-b06-20260718
吹牛	務實	ant	post-syn-ant-ring5k10k-b06-20260718
減弱	增強	ant	post-syn-ant-ring5k10k-b06-20260718
減弱	加強	ant	post-syn-ant-ring5k10k-b06-20260718
警示	放任	ant	post-syn-ant-ring5k10k-b06-20260718
預示	回顧	ant	post-syn-ant-ring5k10k-b06-20260718
演練	實戰	ant	post-syn-ant-ring5k10k-b06-20260718
剖析	含糊	ant	post-syn-ant-ring5k10k-b06-20260718
抽查	放任	ant	post-syn-ant-ring5k10k-b06-20260718
問世	絕版	ant	post-syn-ant-ring5k10k-b06-20260718
上當	醒覺	ant	post-syn-ant-ring5k10k-b06-20260718
下載	上傳	ant	post-syn-ant-ring5k10k-b06-20260718
保釋	監禁	ant	post-syn-ant-ring5k10k-b06-20260718
偷窺	正視	ant	post-syn-ant-ring5k10k-b06-20260718
冤枉	公正	ant	post-syn-ant-ring5k10k-b06-20260718
分辨	混淆	ant	post-syn-ant-ring5k10k-b06-20260718
可悲	可喜	ant	post-syn-ant-ring5k10k-b06-20260718
呼喚	沉默	ant	post-syn-ant-ring5k10k-b06-20260718
哽咽	暢談	ant	post-syn-ant-ring5k10k-b06-20260718
嘆息	歡笑	ant	post-syn-ant-ring5k10k-b06-20260718
回望	前瞻	ant	post-syn-ant-ring5k10k-b06-20260718
堅挺	疲軟	ant	post-syn-ant-ring5k10k-b06-20260718
彎腰	挺直	ant	post-syn-ant-ring5k10k-b06-20260718
思索	莽撞	ant	post-syn-ant-ring5k10k-b06-20260718
懂事	幼稚	ant	post-syn-ant-ring5k10k-b06-20260718
手緊	闊綽	ant	post-syn-ant-ring5k10k-b06-20260718
打劫	施捨	ant	post-syn-ant-ring5k10k-b06-20260718
招惹	迴避	ant	post-syn-ant-ring5k10k-b06-20260718
掉轉	直行	ant	post-syn-ant-ring5k10k-b06-20260718
接手	放手	ant	post-syn-ant-ring5k10k-b06-20260718
