head	tail	relation_type	batch_id
一哄而起	一鬨而散	ant	len4-b05-20260715
一心一德	離心離德	ant	len4-b05-20260715
一枕黃粱	清醒	ant	len4-b05-20260715
一枕黃粱	現實	ant	len4-b05-20260715
一枕黃粱	美夢成真	ant	len4-b05-20260715
一表人材	其貌不揚	ant	len4-b05-20260715
一表人材	平庸	ant	len4-b05-20260715
一表人材	醜陋	ant	len4-b05-20260715
一觸即發	風平浪靜	ant	len4-b05-20260715
一身是膽	膽小如鼠	ant	len4-b05-20260715
一馬當先	畏縮不前	ant	len4-b05-20260715
七扭八歪	整齊	ant	len4-b05-20260715
七扭八歪	筆直	ant	len4-b05-20260715
七零八碎	完好無損	ant	len4-b05-20260715
下車伊始	老資格	ant	len4-b05-20260715
下車伊始	輕車熟路	ant	len4-b05-20260715
不平則鳴	忍氣吞聲	ant	len4-b05-20260715
不擇手段	光明正大	ant	len4-b05-20260715
不稂不莠	精華	ant	len4-b05-20260715
不稂不莠	良莠不齊	ant	len4-b05-20260715
不逞之徒	君子	ant	len4-b05-20260715
不逞之徒	正人君子	ant	len4-b05-20260715
不違農時	耽誤	ant	len4-b05-20260715
不避艱險	畏縮	ant	len4-b05-20260715
不避艱險	臨陣脱逃	ant	len4-b05-20260715
不避艱險	貪生怕死	ant	len4-b05-20260715
丟卒保車	全軍覆沒	ant	len4-b05-20260715
丟卒保車	玉石俱焚	ant	len4-b05-20260715
乘其不備	堂堂正正	ant	len4-b05-20260715
五花大綁	自由	ant	len4-b05-20260715
亙古未有	司空見慣	ant	len4-b05-20260715
人地生疏	輕車熟路	ant	len4-b05-20260715
以儆效尤	姑息養奸	ant	len4-b05-20260715
低首下心	不卑不亢	ant	len4-b05-20260715
低首下心	昂首挺胸	ant	len4-b05-20260715
低首下心	高傲	ant	len4-b05-20260715
佛口蛇心	仁慈	ant	len4-b05-20260715
佛口蛇心	菩薩心腸	ant	len4-b05-20260715
來回來去	一去不返	ant	len4-b05-20260715
來回來去	不再	ant	len4-b05-20260715
來回來去	單程	ant	len4-b05-20260715
便宜行事	循規蹈矩	ant	len4-b05-20260715
俯仰之間	漫長	ant	len4-b05-20260715
俯仰之間	經年累月	ant	len4-b05-20260715
俯仰之間	長久	ant	len4-b05-20260715
倒海翻江	風平浪靜	ant	len4-b05-20260715
倔頭倔腦	柔順	ant	len4-b05-20260715
倔頭倔腦	通情達理	ant	len4-b05-20260715
借古諷今	明説	ant	len4-b05-20260715
借古諷今	直截了當	ant	len4-b05-20260715
傷心慘目	喜人	ant	len4-b05-20260715
傷心慘目	好看	ant	len4-b05-20260715
傷心慘目	賞心悦目	ant	len4-b05-20260715
傾心吐膽	守口如瓶	ant	len4-b05-20260715
優勝劣敗	平均主義	ant	len4-b05-20260715
優哉遊哉	疲於奔命	ant	len4-b05-20260715
光前裕後	敗家	ant	len4-b05-20260715
內外夾攻	腹背受敵	ant	len4-b05-20260715
全始全終	虎頭蛇尾	ant	len4-b05-20260715
公之於世	秘而不宣	ant	len4-b05-20260715
六親無靠	高朋滿座	ant	len4-b05-20260715
冥思苦索	不假思索	ant	len4-b05-20260715
冥思苦索	脱口而出	ant	len4-b05-20260715
冥思苦索	靈機一動	ant	len4-b05-20260715
凹凸不平	一馬平川	ant	len4-b05-20260715
凹凸不平	平整	ant	len4-b05-20260715
出將入相	平庸	ant	len4-b05-20260715
刀光血影	和平	ant	len4-b05-20260715
刀光血影	太平盛世	ant	len4-b05-20260715
刀光血影	歌舞昇平	ant	len4-b05-20260715
切齒痛恨	讚不絕口	ant	len4-b05-20260715
判若雲泥	不相上下	ant	len4-b05-20260715
