head	tail	relation_type	batch_id
體內	體外	ant	post-syn-ant-ring5k10k-b01-20260718
唔經唔覺	故意	ant	post-syn-ant-ring5k10k-b01-20260718
唔經唔覺	特登	ant	post-syn-ant-ring5k10k-b01-20260718
做主	聽話	ant	post-syn-ant-ring5k10k-b01-20260718
做主	服從	ant	post-syn-ant-ring5k10k-b01-20260718
出貨	入貨	ant	post-syn-ant-ring5k10k-b01-20260718
出貨	收貨	ant	post-syn-ant-ring5k10k-b01-20260718
這次	上次	ant	post-syn-ant-ring5k10k-b01-20260718
這次	下次	ant	post-syn-ant-ring5k10k-b01-20260718
女主角	男主角	ant	post-syn-ant-ring5k10k-b01-20260718
訂購	退訂	ant	post-syn-ant-ring5k10k-b01-20260718
租賃	購買	ant	post-syn-ant-ring5k10k-b01-20260718
租賃	出售	ant	post-syn-ant-ring5k10k-b01-20260718
陌生人	熟人	ant	post-syn-ant-ring5k10k-b01-20260718
陌生人	朋友	ant	post-syn-ant-ring5k10k-b01-20260718
拷貝	原件	ant	post-syn-ant-ring5k10k-b01-20260718
選購	退貨	ant	post-syn-ant-ring5k10k-b01-20260718
對照	對立	ant	post-syn-ant-ring5k10k-b01-20260718
不經意	故意	ant	post-syn-ant-ring5k10k-b01-20260718
不經意	特登	ant	post-syn-ant-ring5k10k-b01-20260718
不錯	好衰	ant	post-syn-ant-ring5k10k-b01-20260718
入場	離場	ant	post-syn-ant-ring5k10k-b01-20260718
入場	退場	ant	post-syn-ant-ring5k10k-b01-20260718
原先	而家	ant	post-syn-ant-ring5k10k-b01-20260718
原先	後來	ant	post-syn-ant-ring5k10k-b01-20260718
合力	單幹	ant	post-syn-ant-ring5k10k-b01-20260718
合力	各自	ant	post-syn-ant-ring5k10k-b01-20260718
明細	含糊	ant	post-syn-ant-ring5k10k-b01-20260718
不單	只有	ant	post-syn-ant-ring5k10k-b01-20260718
傾向	反對	ant	post-syn-ant-ring5k10k-b01-20260718
小夥子	老人家	ant	post-syn-ant-ring5k10k-b01-20260718
小夥子	老者	ant	post-syn-ant-ring5k10k-b01-20260718
聽取	忽略	ant	post-syn-ant-ring5k10k-b01-20260718
一味	偶爾	ant	post-syn-ant-ring5k10k-b01-20260718
明細	籠統	ant	post-syn-ant-ring5k10k-b01-20260718
北面	南邊	ant	post-syn-ant-ring5k10k-b01-20260718
原先	如今	ant	post-syn-ant-ring5k10k-b01-20260718
入場	出場	ant	post-syn-ant-ring5k10k-b01-20260718
不錯	差勁	ant	post-syn-ant-ring5k10k-b01-20260718
不經意	有意	ant	post-syn-ant-ring5k10k-b01-20260718
陌生人	自己人	ant	post-syn-ant-ring5k10k-b01-20260718
做主	聽命	ant	post-syn-ant-ring5k10k-b01-20260718
唔經唔覺	有意	ant	post-syn-ant-ring5k10k-b01-20260718
