head	reason	batch_id
克什米爾	proper_name_or_deixis	len4-b03-20260715
天府之國	no_gradable_opposite	len4-b03-20260715
封建主義	no_gradable_opposite	len4-b03-20260715
烏茲別克	proper_name_or_deixis	len4-b03-20260715
誓師大會	no_gradable_opposite	len4-b03-20260715
核反應堆	no_gradable_opposite	len4-b03-20260715
燃氣輪機	no_gradable_opposite	len4-b03-20260715
三民主義	no_gradable_opposite	len4-b03-20260715
化學元素	no_gradable_opposite	len4-b03-20260715
享樂主義	no_gradable_opposite	len4-b03-20260715
摩爾多瓦	proper_name_or_deixis	len4-b03-20260715
瑞士法郎	proper_name_or_deixis	len4-b03-20260715
財政年度	no_gradable_opposite	len4-b03-20260715
初等教育	no_gradable_opposite	len4-b03-20260715
化學變化	no_gradable_opposite	len4-b03-20260715
十八羅漢	no_gradable_opposite	len4-b03-20260715
工人運動	no_gradable_opposite	len4-b03-20260715
應用科學	no_gradable_opposite	len4-b03-20260715
武裝部隊	no_gradable_opposite	len4-b03-20260715
生產工具	no_gradable_opposite	len4-b03-20260715
納米比亞	proper_name_or_deixis	len4-b03-20260715
功利主義	no_gradable_opposite	len4-b03-20260715
加拿大人	proper_name_or_deixis	len4-b03-20260715
拜金主義	no_gradable_opposite	len4-b03-20260715
飲食起居	no_gradable_opposite	len4-b03-20260715
定性分析	no_gradable_opposite	len4-b03-20260715
理性認識	no_gradable_opposite	len4-b03-20260715
聯合政府	no_gradable_opposite	len4-b03-20260715
人類學家	no_gradable_opposite	len4-b03-20260715
抽水馬桶	no_gradable_opposite	len4-b03-20260715
管絃樂團	no_gradable_opposite	len4-b03-20260715
伊斯蘭堡	proper_name_or_deixis	len4-b03-20260715
奴隸社會	no_gradable_opposite	len4-b03-20260715
空空導彈	no_gradable_opposite	len4-b03-20260715
解析幾何	no_gradable_opposite	len4-b03-20260715
地質學家	no_gradable_opposite	len4-b03-20260715
打擊樂器	no_gradable_opposite	len4-b03-20260715
衣食父母	no_gradable_opposite	len4-b03-20260715
軍事法庭	no_gradable_opposite	len4-b03-20260715
風流韻事	no_gradable_opposite	len4-b03-20260715
牛鬼蛇神	no_gradable_opposite	len4-b03-20260715
總後勤部	no_gradable_opposite	len4-b03-20260715
剝削階級	no_gradable_opposite	len4-b03-20260715
動物學家	no_gradable_opposite	len4-b03-20260715
半身不遂	no_gradable_opposite	len4-b03-20260715
