head	tail	relation_type	batch_id
停機	開機	ant	post-syn-ant-ring5k10k-b05-20260718
治癒	惡化	ant	post-syn-ant-ring5k10k-b05-20260718
有的是	缺乏	ant	post-syn-ant-ring5k10k-b05-20260718
交錯	整齊	ant	post-syn-ant-ring5k10k-b05-20260718
前者	後者	ant	post-syn-ant-ring5k10k-b05-20260718
勾引	拒絕	ant	post-syn-ant-ring5k10k-b05-20260718
受驚	鎮定	ant	post-syn-ant-ring5k10k-b05-20260718
吞噬	吐出	ant	post-syn-ant-ring5k10k-b05-20260718
奉獻	索取	ant	post-syn-ant-ring5k10k-b05-20260718
威嚴	輕浮	ant	post-syn-ant-ring5k10k-b05-20260718
完事	未完	ant	post-syn-ant-ring5k10k-b05-20260718
對得住	對不起	ant	post-syn-ant-ring5k10k-b05-20260718
差點	穩陣	ant	post-syn-ant-ring5k10k-b05-20260718
怨氣	喜氣	ant	post-syn-ant-ring5k10k-b05-20260718
慰藉	折磨	ant	post-syn-ant-ring5k10k-b05-20260718
應酬	獨處	ant	post-syn-ant-ring5k10k-b05-20260718
拋開	緊握	ant	post-syn-ant-ring5k10k-b05-20260718
指出	隱瞞	ant	post-syn-ant-ring5k10k-b05-20260718
搜尋	放棄	ant	post-syn-ant-ring5k10k-b05-20260718
散步	奔跑	ant	post-syn-ant-ring5k10k-b05-20260718
暗自	公開	ant	post-syn-ant-ring5k10k-b05-20260718
熱身	收工	ant	post-syn-ant-ring5k10k-b05-20260718
痛心	欣慰	ant	post-syn-ant-ring5k10k-b05-20260718
終極	開始	ant	post-syn-ant-ring5k10k-b05-20260718
胡亂	仔細	ant	post-syn-ant-ring5k10k-b05-20260718
要緊	無關	ant	post-syn-ant-ring5k10k-b05-20260718
連同	除外	ant	post-syn-ant-ring5k10k-b05-20260718
鍾情	厭惡	ant	post-syn-ant-ring5k10k-b05-20260718
點火	熄火	ant	post-syn-ant-ring5k10k-b05-20260718
復出	引退	ant	post-syn-ant-ring5k10k-b05-20260718
對接	脱節	ant	post-syn-ant-ring5k10k-b05-20260718
吐血	止血	ant	post-syn-ant-ring5k10k-b05-20260718
返還	扣留	ant	post-syn-ant-ring5k10k-b05-20260718
越發	減少	ant	post-syn-ant-ring5k10k-b05-20260718
從沒	常常	ant	post-syn-ant-ring5k10k-b05-20260718
租用	購買	ant	post-syn-ant-ring5k10k-b05-20260718
