head	tail	relation_type	batch_id
白費力氣	事半功倍	ant	len4-b04-20260715
皮開肉綻	毫髮無傷	ant	len4-b04-20260715
皮開肉綻	完好無損	ant	len4-b04-20260715
皮開肉綻	安然無恙	ant	len4-b04-20260715
盛情難卻	婉拒	ant	len4-b04-20260715
逐字逐句	囫圇吞棗	ant	len4-b04-20260715
逐字逐句	不求甚解	ant	len4-b04-20260715
同工同酬	同工不同酬	ant	len4-b04-20260715
同工同酬	歧視	ant	len4-b04-20260715
惟我獨尊	虛懷若谷	ant	len4-b04-20260715
惟我獨尊	謙遜	ant	len4-b04-20260715
惟我獨尊	平等待人	ant	len4-b04-20260715
經年累月	一時半刻	ant	len4-b04-20260715
經年累月	轉瞬即逝	ant	len4-b04-20260715
經年累月	短暫	ant	len4-b04-20260715
作惡多端	功德無量	ant	len4-b04-20260715
作惡多端	為善	ant	len4-b04-20260715
正氣凜然	猥瑣	ant	len4-b04-20260715
正氣凜然	氣焰囂張	ant	len4-b04-20260715
氣度不凡	小肚雞腸	ant	len4-b04-20260715
氣度不凡	小氣	ant	len4-b04-20260715
甩手掌櫃	親力親為	ant	len4-b04-20260715
甩手掌櫃	事必躬親	ant	len4-b04-20260715
大模大樣	謹小慎微	ant	len4-b04-20260715
大模大樣	畏畏縮縮	ant	len4-b04-20260715
大模大樣	拘謹	ant	len4-b04-20260715
欺世盜名	名副其實	ant	len4-b04-20260715
膽顫心驚	處變不驚	ant	len4-b04-20260715
膽顫心驚	泰然	ant	len4-b04-20260715
遠渡重洋	近在咫尺	ant	len4-b04-20260715
遠渡重洋	足不出户	ant	len4-b04-20260715
遠渡重洋	本地	ant	len4-b04-20260715
一炮打響	出師不利	ant	len4-b04-20260715
嗲聲嗲氣	粗聲粗氣	ant	len4-b04-20260715
嗲聲嗲氣	義正詞嚴	ant	len4-b04-20260715
嗲聲嗲氣	爽朗	ant	len4-b04-20260715
直抒胸臆	拐彎抹角	ant	len4-b04-20260715
耍嘴皮子	身體力行	ant	len4-b04-20260715
觸景傷情	無動於衷	ant	len4-b04-20260715
觸景傷情	心如止水	ant	len4-b04-20260715
觸景傷情	漠然	ant	len4-b04-20260715
言之有物	言之無物	ant	len4-b04-20260715
言之有物	空洞	ant	len4-b04-20260715
龍潭虎穴	安樂窩	ant	len4-b04-20260715
龍潭虎穴	坦途	ant	len4-b04-20260715
借花獻佛	自掏腰包	ant	len4-b04-20260715
