head	tail	relation_type	batch_id
一來二去	一錘定音	ant	len4-b03-20260715
一來二去	忽然	ant	len4-b03-20260715
一哄而上	一鬨而散	ant	len4-b03-20260715
一哄而上	退去	ant	len4-b03-20260715
一唱一和	對立	ant	len4-b03-20260715
一手遮天	天網恢恢	ant	len4-b03-20260715
一手遮天	眾目昭彰	ant	len4-b03-20260715
一星半點	全部	ant	len4-b03-20260715
一星半點	大量	ant	len4-b03-20260715
一星半點	成千上萬	ant	len4-b03-20260715
一望無垠	一覽無餘	ant	len4-b03-20260715
一望無垠	狹小	ant	len4-b03-20260715
一片汪洋	乾旱	ant	len4-b03-20260715
一筆勾銷	耿耿於懷	ant	len4-b03-20260715
一筆帶過	濃墨重彩	ant	len4-b03-20260715
一筆帶過	細説	ant	len4-b03-20260715
一紙空文	有效	ant	len4-b03-20260715
一紙空文	金科玉律	ant	len4-b03-20260715
一錘定音	懸而未決	ant	len4-b03-20260715
一錘定音	未定	ant	len4-b03-20260715
一錘定音	舉棋不定	ant	len4-b03-20260715
一鬨而散	聚集	ant	len4-b03-20260715
一鬨而散	蜂擁而上	ant	len4-b03-20260715
三令五申	不了了之	ant	len4-b03-20260715
三令五申	不管	ant	len4-b03-20260715
三令五申	放任自流	ant	len4-b03-20260715
不三不四	一本正經	ant	len4-b03-20260715
不三不四	正派	ant	len4-b03-20260715
不分彼此	分清	ant	len4-b03-20260715
不分彼此	涇渭分明	ant	len4-b03-20260715
不分彼此	親疏有別	ant	len4-b03-20260715
不可告人	光明正大	ant	len4-b03-20260715
不可告人	坦蕩	ant	len4-b03-20260715
不敢苟同	附和	ant	len4-b03-20260715
不知所終	安然無恙	ant	len4-b03-20260715
不辭辛苦	偷懶	ant	len4-b03-20260715
不辭辛苦	好逸惡勞	ant	len4-b03-20260715
不辭辛苦	拈輕怕重	ant	len4-b03-20260715
久經考驗	初出茅廬	ant	len4-b03-20260715
久經考驗	稚嫩	ant	len4-b03-20260715
乒乒乓乓	安靜	ant	len4-b03-20260715
乒乒乓乓	悄無聲息	ant	len4-b03-20260715
