head	tail	relation_type	batch_id
唔係	係	ant	post-syn-ant-b01-20260718
真係	假	ant	post-syn-ant-b01-20260718
真係	唔係	ant	post-syn-ant-b01-20260718
唔好	好	ant	post-syn-ant-b01-20260718
鍾意	討厭	ant	post-syn-ant-b01-20260718
鍾意	憎	ant	post-syn-ant-b01-20260718
鍾意	厭惡	ant	post-syn-ant-b01-20260718
屋企	外面	ant	post-syn-ant-b01-20260718
女仔	男仔	ant	post-syn-ant-b01-20260718
媽咪	老豆	ant	post-syn-ant-b01-20260718
媽咪	爹地	ant	post-syn-ant-b01-20260718
落去	上去	ant	post-syn-ant-b01-20260718
落去	上嚟	ant	post-syn-ant-b01-20260718
依家	以前	ant	post-syn-ant-b01-20260718
依家	舊時	ant	post-syn-ant-b01-20260718
出嚟	入去	ant	post-syn-ant-b01-20260718
唔同	一樣	ant	post-syn-ant-b01-20260718
唔同	相同	ant	post-syn-ant-b01-20260718
老豆	老母	ant	post-syn-ant-b01-20260718
返去	過嚟	ant	post-syn-ant-b01-20260718
返去	出嚟	ant	post-syn-ant-b01-20260718
污糟	乾淨	ant	post-syn-ant-b01-20260718
污糟	清潔	ant	post-syn-ant-b01-20260718
唔記得	記得	ant	post-syn-ant-b01-20260718
細佬	家姐	ant	post-syn-ant-b01-20260718
細妹	家姐	ant	post-syn-ant-b01-20260718
唔使	要	ant	post-syn-ant-b01-20260718
好彩	倒霉	ant	post-syn-ant-b01-20260718
好彩	不幸	ant	post-syn-ant-b01-20260718
聽日	今日	ant	post-syn-ant-b01-20260718
聽日	琴日	ant	post-syn-ant-b01-20260718
細路	大人	ant	post-syn-ant-b01-20260718
好食	難食	ant	post-syn-ant-b01-20260718
好食	難吃	ant	post-syn-ant-b01-20260718
唔見	見到	ant	post-syn-ant-b01-20260718
食飯	絕食	ant	post-syn-ant-b01-20260718
過嚟	過去	ant	post-syn-ant-b01-20260718
出聲	收聲	ant	post-syn-ant-b01-20260718
出聲	噤聲	ant	post-syn-ant-b01-20260718
諗起	忘記	ant	post-syn-ant-b01-20260718
掛住	忘記	ant	post-syn-ant-b01-20260718
大佬	細佬	ant	post-syn-ant-b01-20260718
冇事	有事	ant	post-syn-ant-b01-20260718
冇事	出事	ant	post-syn-ant-b01-20260718
得閒	忙	ant	post-syn-ant-b01-20260718
返學	放學	ant	post-syn-ant-b01-20260718
返嚟	出去	ant	post-syn-ant-b01-20260718
肚餓	飽	ant	post-syn-ant-b01-20260718
冇錯	錯	ant	post-syn-ant-b01-20260718
講嘢	收聲	ant	post-syn-ant-b01-20260718
好睇	核突	ant	post-syn-ant-b01-20260718
好睇	難看	ant	post-syn-ant-b01-20260718
靚仔	醜	ant	post-syn-ant-b01-20260718
上堂	落堂	ant	post-syn-ant-b01-20260718
放低	執起	ant	post-syn-ant-b01-20260718
唔緊要	緊要	ant	post-syn-ant-b01-20260718
出街	返屋企	ant	post-syn-ant-b01-20260718
依度	嗰度	ant	post-syn-ant-b01-20260718
條女	男仔	ant	post-syn-ant-b01-20260718
拍拖	分手	ant	post-syn-ant-b01-20260718
核突	靚	ant	post-syn-ant-b01-20260718
琴晚	今朝	ant	post-syn-ant-b01-20260718
頭先	之後	ant	post-syn-ant-b01-20260718
頭先	跟住	ant	post-syn-ant-b01-20260718
跟住	之前	ant	post-syn-ant-b01-20260718
兩個	一個	ant	post-syn-ant-b01-20260718
公仔	真人	ant	post-syn-ant-b01-20260718
