head	reason	batch_id
一不小心	no_gradable_opposite	len4-b01-20260715
一舉一動	no_gradable_opposite	len4-b01-20260715
一般而言	no_gradable_opposite	len4-b01-20260715
一見鍾情	no_gradable_opposite	len4-b01-20260715
一言一行	no_gradable_opposite	len4-b01-20260715
不大不小	no_gradable_opposite	len4-b01-20260715
不怎麼樣	no_gradable_opposite	len4-b01-20260715
不思進取	no_gradable_opposite	len4-b01-20260715
不法分子	no_gradable_opposite	len4-b01-20260715
世界大戰	no_gradable_opposite	len4-b01-20260715
中央銀行	no_gradable_opposite	len4-b01-20260715
中樞神經	no_gradable_opposite	len4-b01-20260715
中產階級	no_gradable_opposite	len4-b01-20260715
主治醫師	no_gradable_opposite	len4-b01-20260715
二氧化碳	no_gradable_opposite	len4-b01-20260715
五星紅旗	proper_name_or_deixis	len4-b01-20260715
交通事故	no_gradable_opposite	len4-b01-20260715
交通工具	no_gradable_opposite	len4-b01-20260715
人事部門	no_gradable_opposite	len4-b01-20260715
人工流產	no_gradable_opposite	len4-b01-20260715
人民警察	no_gradable_opposite	len4-b01-20260715
人身自由	no_gradable_opposite	len4-b01-20260715
人道主義	no_gradable_opposite	len4-b01-20260715
伊斯蘭教	proper_name_or_deixis	len4-b01-20260715
使用價值	no_gradable_opposite	len4-b01-20260715
保加利亞	proper_name_or_deixis	len4-b01-20260715
保護主義	no_gradable_opposite	len4-b01-20260715
先決條件	no_gradable_opposite	len4-b01-20260715
光合作用	no_gradable_opposite	len4-b01-20260715
克羅地亞	proper_name_or_deixis	len4-b01-20260715
兒童文學	no_gradable_opposite	len4-b01-20260715
公共汽車	no_gradable_opposite	len4-b01-20260715
公用事業	no_gradable_opposite	len4-b01-20260715
共產主義	no_gradable_opposite	len4-b01-20260715
冬蟲夏草	no_gradable_opposite	len4-b01-20260715
分期付款	no_gradable_opposite	len4-b01-20260715
動脈硬化	no_gradable_opposite	len4-b01-20260715
勞動模範	no_gradable_opposite	len4-b01-20260715
勤工儉學	no_gradable_opposite	len4-b01-20260715
化學反應	no_gradable_opposite	len4-b01-20260715
化學工業	no_gradable_opposite	len4-b01-20260715
十二指腸	no_gradable_opposite	len4-b01-20260715
十二生肖	no_gradable_opposite	len4-b01-20260715
南斯拉夫	proper_name_or_deixis	len4-b01-20260715
印第安人	proper_name_or_deixis	len4-b01-20260715
危言聳聽	no_gradable_opposite	len4-b01-20260715
厄瓜多爾	proper_name_or_deixis	len4-b01-20260715
古典文學	no_gradable_opposite	len4-b01-20260715
古往今來	no_gradable_opposite	len4-b01-20260715
可口可樂	proper_name_or_deixis	len4-b01-20260715
各奔東西	no_gradable_opposite	len4-b01-20260715
各行各業	no_gradable_opposite	len4-b01-20260715
告一段落	no_gradable_opposite	len4-b01-20260715
呼吸系統	no_gradable_opposite	len4-b01-20260715
呼和浩特	proper_name_or_deixis	len4-b01-20260715
哈哈大笑	no_gradable_opposite	len4-b01-20260715
哥倫比亞	proper_name_or_deixis	len4-b01-20260715
哺乳動物	no_gradable_opposite	len4-b01-20260715
商品經濟	no_gradable_opposite	len4-b01-20260715
嘻嘻哈哈	no_gradable_opposite	len4-b01-20260715
固定資產	no_gradable_opposite	len4-b01-20260715
國家機關	no_gradable_opposite	len4-b01-20260715
國計民生	no_gradable_opposite	len4-b01-20260715
國防部長	no_gradable_opposite	len4-b01-20260715
國際象棋	no_gradable_opposite	len4-b01-20260715
城市居民	no_gradable_opposite	len4-b01-20260715
基本建設	no_gradable_opposite	len4-b01-20260715
基礎教育	no_gradable_opposite	len4-b01-20260715
塞爾維亞	proper_name_or_deixis	len4-b01-20260715
外交部長	no_gradable_opposite	len4-b01-20260715
夢寐以求	no_gradable_opposite	len4-b01-20260715
夢想成真	no_gradable_opposite	len4-b01-20260715
大千世界	no_gradable_opposite	len4-b01-20260715
大汗淋漓	no_gradable_opposite	len4-b01-20260715
大江南北	no_gradable_opposite	len4-b01-20260715
大腸桿菌	no_gradable_opposite	len4-b01-20260715
大街小巷	no_gradable_opposite	len4-b01-20260715
大言不慚	no_gradable_opposite	len4-b01-20260715
天文學家	no_gradable_opposite	len4-b01-20260715
天文數字	no_gradable_opposite	len4-b01-20260715
太平天國	proper_name_or_deixis	len4-b01-20260715
太陽眼鏡	no_gradable_opposite	len4-b01-20260715
如此這般	no_gradable_opposite	len4-b01-20260715
委內瑞拉	proper_name_or_deixis	len4-b01-20260715
學前教育	no_gradable_opposite	len4-b01-20260715
官僚主義	no_gradable_opposite	len4-b01-20260715
實用主義	no_gradable_opposite	len4-b01-20260715
封建社會	no_gradable_opposite	len4-b01-20260715
