head	tail
略識之無	博學多才
數米而炊	揮霍無度
數米而炊	大手大腳
數米而炊	闊綽
避坑落井	化險為夷
乞哀告憐	不卑不亢
乞哀告憐	威武不屈
乞哀告憐	強硬
破瓦寒窯	金碧輝煌
破瓦寒窯	華屋
破瓦寒窯	豪宅
圓鑿方枘	嚴絲合縫
花花搭搭	清一色
花花搭搭	整齊劃一
花花搭搭	統一
偷合苟容	特立獨行
偷合苟容	剛正不阿
偷合苟容	寧折不彎
走馬赴任	卸任離職
走馬赴任	告老還鄉
走馬赴任	離職
朽木糞土	可造之材
朽木糞土	璞玉渾金
朽木糞土	良才
哩哩羅羅	乾脆利落
哩哩羅羅	簡潔
哩哩羅羅	清楚
怯聲怯氣	理直氣壯
怯聲怯氣	大聲
怯聲怯氣	果斷
劃一不二	靈活變通
劃一不二	可商量
劃一不二	彈性
懲一警百	法不責眾
懲一警百	放任不管
懲一警百	姑息
撫躬自問	文過飾非
撫躬自問	推諉責任
撫躬自問	死不認錯
一口咬定	含糊其詞
一怒之下	心平氣和
七老八十	青春年少
七老八十	豆蔻年華
七老八十	年幼
不謀而合	意見相左
公諸於世	秘而不宣
冗詞贅句	言簡意賅
冗詞贅句	簡潔
冗詞贅句	精煉
前因後果	無因無果
前因後果	片面
前因後果	割裂
十萬火急	從容不迫
千依百順	桀驁不馴
千依百順	反抗
千依百順	頂撞
圖文並茂	枯燥乏味
圖文並茂	有文無圖
圖文並茂	單調
大錯特錯	千真萬確
引人入勝	索然無味
彼此彼此	天差地別
彼此彼此	大不相同
彼此彼此	懸殊
慕名而來	敗興而歸
慕名而來	失望而來
慕名而來	掃興
接踵而來	杳無人跡
接踵而來	鮮有問津
接踵而來	冷清
整裝待發	偃旗息鼓
整裝待發	解散
整裝待發	休整
暴飲暴食	細嚼慢嚥
暴飲暴食	節制飲食
暴飲暴食	節食
有恃無恐	惶惶不安
果不其然	出乎意料
玩世不恭	一本正經
玩世不恭	嚴肅認真
玩世不恭	莊重
略跡原情	斤斤計較
略跡原情	不依不饒
略跡原情	苛責
窮追猛打	適可而止
遍體鱗傷	毫髮無傷
隨之而來	戛然而止
隨之而來	不再出現
隨之而來	消失
風吹草動	風平浪靜
挑三窩四	安分守己
挑三窩四	不搬弄
挑三窩四	和稀泥
久慕盛名	素昧平生
久慕盛名	從未聽聞
久慕盛名	無名
管窺所及	洞若觀火
管窺所及	全面
管窺所及	明察
輕口薄舌	謹言慎行
輕口薄舌	寡言
輕口薄舌	慎重
步步高昇	步步下滑
步步高昇	每況愈下
步步高昇	降職
一概而論	區別對待
一概而論	具體分析
一概而論	分情況
一鳴驚人	默默無聞
不可理喻	通情達理
人情世故	不通世故
人情世故	天真
人情世故	單純
刻不容緩	從容不迫
待人接物	不通人情
待人接物	孤僻
待人接物	不合群
明文規定	口頭約定
明文規定	不成文
明文規定	默契
明查暗訪	不聞不問
明查暗訪	走馬觀花
明查暗訪	不查
濃眉大眼	細眉小眼
濃眉大眼	其貌不揚
濃眉大眼	平庸
畫龍點睛	畫蛇添足
白色恐怖	太平盛世
白色恐怖	安居樂業
白色恐怖	和平
百萬富翁	一貧如洗
皇親國戚	平民百姓
皇親國戚	布衣
皇親國戚	普通人
眉來眼去	視若無睹
眉來眼去	正襟危坐
眉來眼去	不傳情
真憑實據	空口無憑
眼花繚亂	一目了然
簡而言之	長篇大論
簡而言之	詳盡敘述
簡而言之	細說
自討苦吃	自討便宜
自討苦吃	明哲保身
自討苦吃	省事
萬裏長城	一觸即潰
萬裏長城	不堪一擊
萬裏長城	薄弱
薄利多銷	暴利少銷
薄利多銷	囤積居奇
薄利多銷	高價
衣食住行	一無所有
衣食住行	缺衣少食
衣食住行	匱乏
鑽牛角尖	豁達開朗
鑽牛角尖	想得開
鑽牛角尖	大度
鞠躬盡瘁	敷衍了事
體無完膚	毫髮無傷
危辭聳聽	輕描淡寫
危辭聳聽	輕描
危辭聳聽	淡化
怯頭怯腦	大大方方
怯頭怯腦	落落大方
怯頭怯腦	勇敢
其樂融融	劍拔弩張
小試牛刀	大顯身手
小試牛刀	全力以赴
小試牛刀	重拳
指點迷津	指鹿為馬
指點迷津	誤導
指點迷津	迷惑
有心無力	得心應手
有心無力	力所能及
有心無力	有力
毫無顧忌	瞻前顧後
毫無顧忌	謹小慎微
毫無顧忌	顧忌
生機盎然	死氣沉沉
美若天仙	其貌不揚
美若天仙	醜陋
美若天仙	平庸
茶餘酒後	正事要務
茶餘酒後	工作時間
茶餘酒後	正事
一仍舊貫	改弦易轍
一仍舊貫	推陳出新
一仍舊貫	革新
一吐為快	守口如瓶
一得之愚	真知灼見
一得之愚	高見
一得之愚	卓見
一手一足	人手充足
一手一足	人多勢眾
一手一足	人多
一般來説	特殊情況
一般來説	例外
一般來説	罕見
一般説來	特殊情況
一般説來	例外
一般説來	罕見
一路風塵	安步當車
一路風塵	舒適旅途
一路風塵	安逸
七高八低	平坦整齊
七高八低	平整
七高八低	一馬平川
不為人知	廣為人知
不為人知	家喻户曉
不為人知	知名
不為已甚	趕盡殺絕
不為已甚	過分
不為已甚	過分追究
不識抬舉	受寵若驚
不識抬舉	感恩
不識抬舉	識趣
不負眾望	辜負眾望
不足為怪	咄咄怪事
不足為怪	不可思議
不足為怪	奇怪
不足為憑	真憑實據
不足為憑	可作憑據
不足為憑	有據
不足為訓	可為典範
不足為訓	值得效法
不足為訓	可取
二話不説	討價還價
二話不説	猶豫不決
二話不説	囉嗦
五日京兆	長久任職
五日京兆	久居其位
五日京兆	穩定
亭台樓閣	破瓦寒窯
亭台樓閣	茅屋
亭台樓閣	簡陋
人琴俱亡	人琴尚在
人琴俱亡	健在
人琴俱亡	長存
令人生畏	和藹可親
令人生畏	親切
令人生畏	可親
以人為本	以物為本
以人為本	見物不見人
以人為本	忽視人
以防不測	掉以輕心
以防不測	毫無防備
以防不測	大意
企足而待	不屑一顧
企足而待	置之不理
企足而待	漠視
倒果為因	前因後果
倒果為因	理順因果
倒果為因	正因
借酒消愁	直面困難
借酒消愁	清醒面對
借酒消愁	不逃
假冒偽劣	貨真價實
傻裏傻氣	精明能幹
傻裏傻氣	機靈
傻裏傻氣	聰明
入土為安	暴屍荒野
入土為安	不安
入土為安	遊魂
化為烏有	應運而生
化為烏有	從無到有
化為烏有	實存
化險為夷	雪上加霜
化雨春風	疾風暴雨
化雨春風	暴虐
化雨春風	苛刻
千家萬户	門可羅雀
千家萬户	孤家寡人
千家萬户	冷清
半壁河山	金甌無缺
半壁河山	一統江山
半壁河山	完整
卧薪嚐膽	安於逸樂
即景生情	無動於衷
即景生情	麻木
即景生情	無情
厝火積薪	防患未然
厝火積薪	未雨綢繆
厝火積薪	謹慎
反客為主	客隨主便
反客為主	安分作客
反客為主	本分
吃吃喝喝	節衣縮食
吃吃喝喝	清苦
吃吃喝喝	節儉
吃啞巴虧	討回公道
吃啞巴虧	申冤
吃啞巴虧	不吃虧
吃後悔藥	無怨無悔
吃後悔藥	及時悔改
吃後悔藥	不悔
吃裏爬外	忠心耿耿
吃裏爬外	裏外一致
吃裏爬外	忠誠
吃閉門羹	賓至如歸
吃閉門羹	熱情接待
吃閉門羹	歡迎
吐氣揚眉	垂頭喪氣
哄抬物價	平抑物價
哄抬物價	降價
哄抬物價	穩定物價
唱對台戲	一唱一和
唱對台戲	配合
唱對台戲	唱和
問柳尋花	守身如玉
問柳尋花	專一
問柳尋花	正派
喜結連理	勞燕分飛
單人獨馬	人多勢眾
單人獨馬	成群結隊
單人獨馬	結伴
單門獨户	大雜院
單門獨户	合住
單門獨户	人多
嗚乎哀哉	喜氣洋洋
嗚乎哀哉	歡天喜地
嗚乎哀哉	慶賀
噬臍莫及	及時悔改
噬臍莫及	亡羊補牢
噬臍莫及	來得及
坐卧不寧	坐卧皆安
坐卧不寧	安枕
坐卧不寧	踏實
堅毅不屈	軟弱可欺
堅毅不屈	屈服
堅毅不屈	妥協
大吃一驚	處變不驚
大吃大喝	節衣縮食
大吃大喝	清苦
大吃大喝	節儉
大庭廣眾	私下悄悄
大庭廣眾	無人處
大庭廣眾	暗中
天高氣爽	陰霾滿天
天高氣爽	悶熱潮濕
天高氣爽	惡劣
好説歹説	一言為定
好説歹説	二話不説
好説歹説	果斷
如醉如痴	清醒冷靜
如醉如痴	無動於衷
如醉如痴	漠然
妖言惑眾	以正視聽
妖言惑眾	實事求是
妖言惑眾	澄清
