head	tail	relation_type	batch_id
七七八八	清楚	ant	post-syn-ant-b05-20260718
七七八八	明確	ant	post-syn-ant-b05-20260718
初頭	最後	ant	post-syn-ant-b05-20260718
初頭	結尾	ant	post-syn-ant-b05-20260718
勤力	懶惰	ant	post-syn-ant-b05-20260718
勤力	懶	ant	post-syn-ant-b05-20260718
急不及待	從容	ant	post-syn-ant-b05-20260718
急不及待	不慌不忙	ant	post-syn-ant-b05-20260718
落力	懶散	ant	post-syn-ant-b05-20260718
炒作	冷靜	ant	post-syn-ant-b05-20260718
最愛	討厭	ant	post-syn-ant-b05-20260718
做得	做唔到	ant	post-syn-ant-b05-20260718
做得	唔得	ant	post-syn-ant-b05-20260718
其他人	自己	ant	post-syn-ant-b05-20260718
勾起	忘記	ant	post-syn-ant-b05-20260718
唔覺意	特登	ant	post-syn-ant-b05-20260718
唔覺意	故意	ant	post-syn-ant-b05-20260718
清靜	嘈	ant	post-syn-ant-b05-20260718
清靜	嘈雜	ant	post-syn-ant-b05-20260718
晨早	夜晚	ant	post-syn-ant-b05-20260718
晨早	晚黑	ant	post-syn-ant-b05-20260718
有型	老土	ant	post-syn-ant-b05-20260718
有型	醜	ant	post-syn-ant-b05-20260718
的而且確	未必	ant	post-syn-ant-b05-20260718
