head	tail	relation_type	batch_id
醜怪	靚	ant	post-syn-ant-b04-20260718
醜怪	好睇	ant	post-syn-ant-b04-20260718
離遠	靠近	ant	post-syn-ant-b04-20260718
離遠	埋嚟	ant	post-syn-ant-b04-20260718
晚晚	日日	ant	post-syn-ant-b04-20260718
晚晚	朝朝	ant	post-syn-ant-b04-20260718
講聲	收聲	ant	post-syn-ant-b04-20260718
講聲	噤聲	ant	post-syn-ant-b04-20260718
起嚟	坐低	ant	post-syn-ant-b04-20260718
起嚟	瞓低	ant	post-syn-ant-b04-20260718
重啓	關閉	ant	post-syn-ant-b04-20260718
重啓	熄機	ant	post-syn-ant-b04-20260718
初初	最後	ant	post-syn-ant-b04-20260718
初初	後來	ant	post-syn-ant-b04-20260718
睇見	睇唔見	ant	post-syn-ant-b04-20260718
睇見	盲	ant	post-syn-ant-b04-20260718
一天	半夜	ant	post-syn-ant-b04-20260718
嗰晚	今朝	ant	post-syn-ant-b04-20260718
樣衰	靚	ant	post-syn-ant-b04-20260718
樣衰	好睇	ant	post-syn-ant-b04-20260718
細粒	大粒	ant	post-syn-ant-b04-20260718
細粒	巨大	ant	post-syn-ant-b04-20260718
偷食	絕食	ant	post-syn-ant-b04-20260718
專登	無意	ant	post-syn-ant-b04-20260718
今時今日	舊時	ant	post-syn-ant-b04-20260718
今時今日	以前	ant	post-syn-ant-b04-20260718
包住	打開	ant	post-syn-ant-b04-20260718
包住	拆開	ant	post-syn-ant-b04-20260718
擺明	隱瞞	ant	post-syn-ant-b04-20260718
擺明	暗中	ant	post-syn-ant-b04-20260718
叫停	繼續	ant	post-syn-ant-b04-20260718
叫停	開波	ant	post-syn-ant-b04-20260718
得人驚	安心	ant	post-syn-ant-b04-20260718
打人	救人	ant	post-syn-ant-b04-20260718
攬實	放開	ant	post-syn-ant-b04-20260718
攬實	鬆手	ant	post-syn-ant-b04-20260718
有嘢	冇事	ant	post-syn-ant-b04-20260718
聽晚	聽朝	ant	post-syn-ant-b04-20260718
聽晚	今朝	ant	post-syn-ant-b04-20260718
話唔定	肯定	ant	post-syn-ant-b04-20260718
話唔定	一定	ant	post-syn-ant-b04-20260718
隨心	被迫	ant	post-syn-ant-b04-20260718
夾住	鬆開	ant	post-syn-ant-b04-20260718
好多人	冇人	ant	post-syn-ant-b04-20260718
早知	事後	ant	post-syn-ant-b04-20260718
早知	唔知	ant	post-syn-ant-b04-20260718
構建	拆毀	ant	post-syn-ant-b04-20260718
構建	破壞	ant	post-syn-ant-b04-20260718
好多時	好少	ant	post-syn-ant-b04-20260718
好多時	從不	ant	post-syn-ant-b04-20260718
話事	聽話	ant	post-syn-ant-b04-20260718
話事	跟從	ant	post-syn-ant-b04-20260718
嘈交	和好	ant	post-syn-ant-b04-20260718
嘈交	傾計	ant	post-syn-ant-b04-20260718
因住	大意	ant	post-syn-ant-b04-20260718
因住	唔小心	ant	post-syn-ant-b04-20260718
埋位	離席	ant	post-syn-ant-b04-20260718
埋位	走開	ant	post-syn-ant-b04-20260718
大隻佬	瘦削	ant	post-syn-ant-b04-20260718
醜樣	靚	ant	post-syn-ant-b04-20260718
醜樣	好睇	ant	post-syn-ant-b04-20260718
鬆一口氣	緊張	ant	post-syn-ant-b04-20260718
匿埋	現身	ant	post-syn-ant-b04-20260718
匿埋	出嚟	ant	post-syn-ant-b04-20260718
捉實	放開	ant	post-syn-ant-b04-20260718
捉實	鬆手	ant	post-syn-ant-b04-20260718
直程	間接	ant	post-syn-ant-b04-20260718
相識	陌生	ant	post-syn-ant-b04-20260718
近排	好耐之前	ant	post-syn-ant-b04-20260718
除衫	換衫	ant	post-syn-ant-b04-20260718
點睇	定論	ant	post-syn-ant-b04-20260718
殺人	救人	ant	post-syn-ant-b04-20260718
落街	返屋企	ant	post-syn-ant-b04-20260718
過份	適量	ant	post-syn-ant-b04-20260718
稍等	即刻	ant	post-syn-ant-b04-20260718
稍等	馬上	ant	post-syn-ant-b04-20260718
未夠	夠	ant	post-syn-ant-b04-20260718
未夠	充足	ant	post-syn-ant-b04-20260718
傻佬	精明	ant	post-syn-ant-b04-20260718
冇幾耐	好耐	ant	post-syn-ant-b04-20260718
冇幾耐	成世	ant	post-syn-ant-b04-20260718
呷醋	放心	ant	post-syn-ant-b04-20260718
呷醋	信任	ant	post-syn-ant-b04-20260718
壓住	鬆開	ant	post-syn-ant-b04-20260718
壓住	放開	ant	post-syn-ant-b04-20260718
初初	結局	ant	post-syn-ant-b04-20260718
加埋	扣除	ant	post-syn-ant-b04-20260718
細粒	龐大	ant	post-syn-ant-b04-20260718
包住	暴露	ant	post-syn-ant-b04-20260718
擺明	遮掩	ant	post-syn-ant-b04-20260718
叫停	進行	ant	post-syn-ant-b04-20260718
打人	保護	ant	post-syn-ant-b04-20260718
話唔定	確定	ant	post-syn-ant-b04-20260718
隨心	受制	ant	post-syn-ant-b04-20260718
夾住	放開	ant	post-syn-ant-b04-20260718
好多人	無人	ant	post-syn-ant-b04-20260718
構建	摧毀	ant	post-syn-ant-b04-20260718
話事	服從	ant	post-syn-ant-b04-20260718
陪住	拋低	ant	post-syn-ant-b04-20260718
埋位	離場	ant	post-syn-ant-b04-20260718
鬆一口氣	擔心	ant	post-syn-ant-b04-20260718
匿埋	曝光	ant	post-syn-ant-b04-20260718
直程	轉彎	ant	post-syn-ant-b04-20260718
近排	舊年	ant	post-syn-ant-b04-20260718
點睇	定案	ant	post-syn-ant-b04-20260718
過份	適度	ant	post-syn-ant-b04-20260718
未夠	足夠	ant	post-syn-ant-b04-20260718
傻佬	精仔	ant	post-syn-ant-b04-20260718
壓住	鬆手	ant	post-syn-ant-b04-20260718
