head	reason	batch_id
一筆抹殺	no_gradable_opposite	len4-b05-20260715
七十二行	no_gradable_opposite	len4-b05-20260715
上方寶劍	no_gradable_opposite	len4-b05-20260715
不咎既往	no_gradable_opposite	len4-b05-20260715
不完全葉	no_gradable_opposite	len4-b05-20260715
不成文法	no_gradable_opposite	len4-b05-20260715
不碎玻璃	no_gradable_opposite	len4-b05-20260715
不變價格	no_gradable_opposite	len4-b05-20260715
不變資本	no_gradable_opposite	len4-b05-20260715
不隨意肌	no_gradable_opposite	len4-b05-20260715
中立主義	no_gradable_opposite	len4-b05-20260715
事務主義	no_gradable_opposite	len4-b05-20260715
五卅運動	proper_name_or_deixis	len4-b05-20260715
五色繽紛	no_gradable_opposite	len4-b05-20260715
人亡物在	no_gradable_opposite	len4-b05-20260715
人身事故	no_gradable_opposite	len4-b05-20260715
仁人君子	no_gradable_opposite	len4-b05-20260715
仙山瓊閣	no_gradable_opposite	len4-b05-20260715
保留劇目	no_gradable_opposite	len4-b05-20260715
倫琴射線	no_gradable_opposite	len4-b05-20260715
備而不用	no_gradable_opposite	len4-b05-20260715
傳出神經	no_gradable_opposite	len4-b05-20260715
傳真電報	no_gradable_opposite	len4-b05-20260715
價值形式	no_gradable_opposite	len4-b05-20260715
元元本本	no_gradable_opposite	len4-b05-20260715
元謀猿人	proper_name_or_deixis	len4-b05-20260715
光化作用	no_gradable_opposite	len4-b05-20260715
兩性生殖	no_gradable_opposite	len4-b05-20260715
具體勞動	no_gradable_opposite	len4-b05-20260715
加里波第	proper_name_or_deixis	len4-b05-20260715
動眼神經	no_gradable_opposite	len4-b05-20260715
升堂入室	no_gradable_opposite	len4-b05-20260715
半勞動力	no_gradable_opposite	len4-b05-20260715
半自耕農	no_gradable_opposite	len4-b05-20260715
南箕北斗	no_gradable_opposite	len4-b05-20260715
原子武器	no_gradable_opposite	len4-b05-20260715
合成石油	no_gradable_opposite	len4-b05-20260715
名義工資	no_gradable_opposite	len4-b05-20260715
固定資金	no_gradable_opposite	len4-b05-20260715
在所難免	no_gradable_opposite	len4-b05-20260715
地區差價	no_gradable_opposite	len4-b05-20260715
地方主義	no_gradable_opposite	len4-b05-20260715
外交特權	no_gradable_opposite	len4-b05-20260715
外展神經	no_gradable_opposite	len4-b05-20260715
大吹大擂	no_gradable_opposite	len4-b05-20260715
大麻哈魚	no_gradable_opposite	len4-b05-20260715
威信掃地	no_gradable_opposite	len4-b05-20260715
娑羅雙樹	no_gradable_opposite	len4-b05-20260715
