literal	freq	pos	family	voice	note
重見天日	573	v	idiom		
雷霆萬鈞	573	a	idiom		
面不改色	573	a,v	idiom		
飲食男女	573	n	idiom		
一掃而光	572	v	idiom		
一相情願	572	a	idiom		
不可侵犯	572	a			
五年計劃	572	n			
人去樓空	572	a,v	idiom		
人生如夢	572	a	idiom		
你來我往	572	a,v	idiom		
化學纖維	572	n			
咬緊牙關	572	v	idiom		
天賜良緣	572	n	idiom		
察言觀色	572	v	idiom		
巡迴演出	572	n,v			
懸崖峭壁	572	n			
數值分析	572	n			
文革時期	572	n			
樂極生悲	572	v	idiom		
水路運輸	572	n			
疲於奔命	572	a,v	idiom		
知識青年	572	n			
積壓物資	572	n			
箭在弦上	572	a	idiom		
翻山越嶺	572	v	idiom		
路由協議	572	n			
辨證論治	572	n,v			
過關斬將	572	v	idiom		
電磁感應	572	n			
音容笑貌	572	n	idiom		
高不可攀	572	a	idiom		
公共行政	571	n			
出生缺陷	571	n			
到此一遊	571	v,x	idiom		
口乾舌燥	571	a	idiom		
各懷鬼胎	571	v	idiom		
回眸一笑	571	v	idiom		
外交關係	571	n			
將心比心	571	v	idiom		
小題大做	571	v	idiom		
文房四寶	571	n	idiom		
枯燥無味	571	a	idiom		
生龍活虎	571	a	idiom		
羅曼蒂克	571	a,n			
艱難險阻	571	n	idiom		
金童玉女	571	n	idiom		
陰晴不定	571	a	idiom		
電子文件	571	n			
電子警察	571	n			
革命委員	571	n			
高人一等	571	a	idiom		
齊頭並進	571	v	idiom		
不成文	570	a			
光明磊落	570	a	idiom		
別有洞天	570	a,n	idiom		
刻苦學習	570	v			
危在旦夕	570	a	idiom		
反目成仇	570	v	idiom		
堆積如山	570	a,v	idiom		
大飽眼福	570	v	idiom		
嬌弱	570	a			
子宮頸癌	570	n			
巧奪天工	570	a	idiom		
復課	570	n,v			
擦亮眼睛	570	v			
最後通牒	570	n			
消氣	570	v			
物質財富	570	n			
疑難解答	570	n			
皰疹病毒	570	n			
窮追不捨	570	v	idiom		
紋絲不動	570	a,v	idiom		
結業證書	570	n			
美容手術	570	n			
習慣用語	570	n			
老生常談	570	n	idiom		
萬丈深淵	570	n	idiom		
語音識別	570	n			
豐功偉績	570	n	idiom		
閒言碎語	570	n	idiom		
高枕無憂	570	a,v	idiom		
一年到頭	569	r	idiom		
一掃而空	569	v	idiom		
三心二意	569	a	idiom		
久別重逢	569	n,v	idiom		
久負盛名	569	a	idiom		
人傑地靈	569	a	idiom		
人體器官	569	n			
出爾反爾	569	v	idiom		
升官發財	569	v	idiom		
反覆無常	569	a	idiom		
喜極而泣	569	v	idiom		
國有化	569	n,v			
投懷送抱	569	v	idiom		
故地重遊	569	v	idiom		
文藝作品	569	n			
殺人滅口	569	v	idiom		
油鹽醬醋	569	n	idiom		
牽線搭橋	569	v	idiom		
王母娘娘	569	n			
穿着打扮	569	n,v			
第三人稱	569	n			
精神飽滿	569	a	idiom		
約定俗成	569	a,v	idiom		
總參謀長	569	n			
總指揮部	569	n			
草莽	569	n			
鋒芒畢露	569	a,v	idiom		
電視廣播	569	n			
驚鴻一瞥	569	n,v	idiom		
不可逾越	568	a			
中英對照	568	a,n			
事不關己	568	a	idiom		
供過於求	568	a,v			
依山傍水	568	a,v	idiom		
唾手可得	568	a	idiom		
地緣政治	568	n			
大量生產	568	n,v			
天地萬物	568	n	idiom		
如履薄冰	568	a,v	idiom		
孤軍奮戰	568	v	idiom		
廢寢忘食	568	a,v	idiom		
得力助手	568	n			
救死扶傷	568	v	idiom		
時過境遷	568	v	idiom		
權利要求	568	n			
歌舞昇平	568	a,n	idiom		
歷史版本	568	n			
洪水猛獸	568	n	idiom		
流於形式	568	a,v			
男兒本色	568	n	idiom		
神通廣大	568	a	idiom		
稱臣	568	v			
精力旺盛	568	a			
紀念郵票	568	n			
義士	568	n			
色情片	568	n			
適者生存	568	n,v	idiom		
首席代表	568	n			
點石成金	568	v	idiom		
不可救藥	567	a	idiom		
公共秩序	567	n			
國際音標	567	n			
土地改革	567	n			
在劫難逃	567	a,v	idiom		
堂吉訶德	567	n			
壯志凌雲	567	a	idiom		
居安思危	567	v	idiom		
心如刀割	567	a	idiom		
扭捏	567	a,v			
數學物理	567	n			
殘缺不全	567	a	idiom		
滿漢全席	567	n			
熱情奔放	567	a			
生辰八字	567	n			
神出鬼沒	567	a,v	idiom		
秀色可餐	567	a	idiom		
私產	567	n			
結算方式	567	n			
自由落體	567	n			
虛位以待	567	v	idiom		
親眼所見	567	n			
費盡心機	567	v	idiom		
轟動一時	567	a	idiom		
運行方式	567	n			
銘記在心	567	v	idiom		
長治久安	567	a,n	idiom		
風水師	567	n			
不藥而癒	566	v	idiom		
以貌取人	566	v	idiom		
出水芙蓉	566	n	idiom		
南轅北轍	566	a	idiom		
博茨瓦納	566	n			
各司其職	566	v	idiom		
堅不可摧	566	a	idiom		
多管齊下	566	v	idiom		
威逼利誘	566	v	idiom		
孤家寡人	566	n	idiom		
屋頂花園	566	n			
心裏有數	566	a,v	idiom		
必死無疑	566	a,r			
志在必得	566	a	idiom		
情何以堪	566	a,x	idiom		
煞有介事	566	a	idiom		
爭強好勝	566	a,v	idiom		
白裏透紅	566	a			
第一產業	566	n			
終身大事	566	n	idiom		
經歷風雨	566	v			
耳濡目染	566	v	idiom		
良心發現	566	n,v			
變化無常	566	a	idiom		
閉目養神	566	v	idiom		
闊綽	566	a			
面帶笑容	566	a,v			
風靡一時	566	a,v	idiom		
高速緩存	566	n			
三國鼎立	565	n,v			
不可戰勝	565	a			
不知死活	565	a	idiom		
危地馬拉	565	n			
另眼相看	565	v	idiom		
吊兒郎當	565	a	idiom		
囊中羞澀	565	a	idiom		
四大美女	565	n			
天主教堂	565	n			
天崩地裂	565	a,v	idiom		
平心靜氣	565	a,r	idiom		
情投意合	565	a	idiom		
氣定神閒	565	a	idiom		
親生父母	565	n			
識時務	565	v			
財源滾滾	565	a	idiom		
長命百歲	565	a,x	idiom		
隨地吐痰	565	v			
前列腺素	564	n			
勞動教養	564	n			
幸福家庭	564	n			
感性認識	564	n			
按兵不動	564	v	idiom		
旅順口區	564	n			
槍林彈雨	564	n	idiom		
沉默是金	564	a,n	idiom		
爭論不休	564	a,v			
真知灼見	564	n	idiom		
稱兄道弟	564	v	idiom		
自掏腰包	564	v	idiom		
虛張聲勢	564	v	idiom		
行動不便	564	a			
輕車熟路	564	a,n	idiom		
連綿不絕	564	a	idiom		
隨時歡迎	564	a,v			
非比尋常	564	a	idiom		
高潮迭起	564	a,v	idiom		
龍飛鳳舞	564	a	idiom		
三更半夜	563	n,r	idiom		
名利雙收	563	v	idiom		
喜笑顏開	563	a	idiom		
平分秋色	563	v	idiom		
滾動軸承	563	n			
物理性質	563	n			
網絡設計	563	n			
總領事館	563	n			
蕾絲花邊	563	n			
蚊蟲叮咬	563	n,v			
跟從	563	v			
身經百戰	563	a,v	idiom		
韜光養晦	563	v	idiom		
體格檢查	563	n			
亂成一團	562	a,v			
付諸實施	562	v			
便利商店	562	n			
公司會議	562	n			
其貌不揚	562	a	idiom		
冬暖夏涼	562	a			
北愛爾蘭	562	n			
半死不活	562	a	idiom		
嚴正聲明	562	n,v			
小幅度	562	a,n			
崢嶸歲月	562	n	idiom		
心肝寶貝	562	n	idiom		
忌日	562	n			
成語接龍	562	n			
敗將	562	n			
昂首挺胸	562	v	idiom		
時光飛逝	562	v			
杯水車薪	562	a,n	idiom		
欲購從速	562	v,x			
相夫教子	562	v	idiom		
秦始皇陵	562	n			
纏綿悱惻	562	a	idiom		
言簡意賅	562	a	idiom		
赴湯蹈火	562	v	idiom		
開閉幕式	562	n			
革命先烈	562	n			
骨瘦如柴	562	a	idiom		
不修邊幅	561	a	idiom		
事出有因	561	a	idiom		
周遊世界	561	v			
基本國策	561	n			
好事者	561	n			
如沐春風	561	a	idiom		
妖冶	561	a			
官商勾結	561	n,v			
客觀世界	561	n			
怯場	561	a,v			
戰火紛飛	561	a	idiom		
拾金不昧	561	a,v	idiom		
有容乃大	561	a	idiom		
每週一次	561	a,r			
波多黎各	561	n			
無法替代	561	a			
生物防治	561	n			
精神領袖	561	n			
總參謀部	561	n			
臨牀實驗	561	n			
