literal	freq	pos	family	voice	note
乾瞪眼	532	v	idiom		成語；乾瞪眼
各領風騷	532	v	idiom		成語；各領風騷
因小失大	532	v	idiom		成語；因小失大
圖書館員	532	n			
大惑不解	532	a	idiom		成語；大惑不解
大難臨頭	532	a,v	idiom		成語；大難臨頭
安享晚年	532	v	idiom		成語式；安享晚年
心胸開闊	532	a			
性格不合	532	a			
殘垣斷壁	532	n	idiom		成語；殘垣斷壁
河北日報	532	n			報紙專名
混水摸魚	532	v	idiom		成語；混水摸魚
無線電波	532	n			
物質獎勵	532	n			
璀璨奪目	532	a	idiom		成語；璀璨奪目
環氧乙烷	532	n			化學名
當頭棒喝	532	n,v	idiom		成語；當頭棒喝
病從口入	532	v	idiom		成語；病從口入
盲目崇拜	532	n,v			
表裏如一	532	a	idiom		成語；表裏如一
豆蔻年華	532	n	idiom		成語；豆蔻年華
遠洋運輸	532	n			
飽經滄桑	532	a,v	idiom		成語；飽經滄桑
一以貫之	531	v	idiom		成語；一以貫之
一次方程	531	n			
一葉知秋	531	v	idiom		成語；一葉知秋
人定勝天	531	a,v	idiom		成語；人定勝天
仁人志士	531	n	idiom		成語；仁人志士
付諸東流	531	v	idiom		成語；付諸東流
光陰似箭	531	a	idiom		成語；光陰似箭
博學多才	531	a	idiom		成語；博學多才
及時行樂	531	v	idiom		成語；及時行樂
君主立憲	531	n			
吞雲吐霧	531	v	idiom		成語；吞雲吐霧
和盤托出	531	v	idiom		成語；和盤托出
嚴於律己	531	a,v	idiom		成語；嚴於律己
地主階級	531	n			
太僕寺旗	531	n			地名／旗
寬衣解帶	531	v	idiom		成語；寬衣解帶
封建思想	531	n			
就地取材	531	v	idiom		成語；就地取材
心驚膽顫	531	a	idiom		成語；心驚膽顫
悠哉遊哉	531	a,r	idiom		成語；悠哉遊哉
抽象思維	531	n			
旗開得勝	531	v	idiom		成語；旗開得勝
望其項背	531	v	idiom		成語；望其項背
滿城風雨	531	n	idiom		成語；滿城風雨
燙手山芋	531	n	idiom		成語；燙手山芋
爭權奪利	531	v	idiom		成語；爭權奪利
狗急跳牆	531	v	idiom		成語；狗急跳牆
獨家新聞	531	n			
玉石俱焚	531	v	idiom		成語；玉石俱焚
百年樹人	531	n,v	idiom		成語截；十年樹木百年樹人
賢達	531	n			
辦公時間	531	n			
重操舊業	531	v	idiom		成語；重操舊業
金科玉律	531	n	idiom		成語；金科玉律
長足進步	531	n			
雌性激素	531	n			
高等代數	531	n			
一飽眼福	530	v	idiom		成語；一飽眼福
三輪車夫	530	n			
兼而有之	530	v	idiom		成語；兼而有之
勿忘國恥	530	v			口號／固定語
固執己見	530	a,v	idiom		成語；固執己見
基尼係數	530	n			
如意郎君	530	n			
忠貞不渝	530	a	idiom		成語；忠貞不渝
投石問路	530	v	idiom		成語；投石問路
拉幫結派	530	v	idiom		成語；拉幫結派
正反兩面	530	n			
正態分佈	530	n			
步調一致	530	a			
歷盡艱辛	530	v	idiom		成語式；歷盡艱辛
清心寡慾	530	a,v	idiom		成語；清心寡慾
班門弄斧	530	v	idiom		成語；班門弄斧
精神健康	530	n			
紅顏薄命	530	a,n	idiom		成語；紅顏薄命
與世長辭	530	v	idiom		成語；與世長辭
蜂擁而上	530	v	idiom		成語；蜂擁而上
行俠仗義	530	v	idiom		成語；行俠仗義
趨利避害	530	v	idiom		成語；趨利避害
速溶咖啡	530	n			
高音喇叭	530	n			
一眼望去	529	r,v			一眼望去
五味雜陳	529	a	idiom		成語；五味雜陳
人小鬼大	529	a	idiom		成語；人小鬼大
作梗	529	v			
兩個文明	529	n			物質／精神文明
公犬	529	n			
共處一室	529	v			
只爭朝夕	529	v	idiom		成語；只爭朝夕
唯物史觀	529	n			
塞拉利昂	529	n			國名
大雜院	529	n			
學齡兒童	529	n			
恍若隔世	529	a	idiom		成語；恍若隔世
拼音字母	529	n			
永無休止	529	a			
江郎才盡	529	a,v	idiom		成語；江郎才盡
活字印刷	529	n			
混世魔王	529	n			
照單全收	529	v	idiom		成語；照單全收
珠聯璧合	529	a,v	idiom		成語；珠聯璧合
疏忽大意	529	a,n			
縮成一團	529	v			
老有所養	529	a,v	idiom		成語式；老有所養
膠原纖維	529	n			
自負盈虧	529	v	idiom		成語；自負盈虧
草木皆兵	529	a,v	idiom		成語；草木皆兵
見招拆招	529	v	idiom		成語；見招拆招
言而無信	529	a,v	idiom		成語；言而無信
趁虛而入	529	v	idiom		成語；趁虛而入
逆水行舟	529	v	idiom		成語；逆水行舟
遊人如織	529	a	idiom		成語；遊人如織
金玉良言	529	n	idiom		成語；金玉良言
面試工作	529	n			
魚目混珠	529	v	idiom		成語；魚目混珠
一筆帶過	528	v	idiom		成語；一筆帶過
三峽水庫	528	n			專名
並行計算	528	n			
以點帶面	528	v			
信仰自由	528	n			
傷風感冒	528	n,v			
價值標準	528	n			
光芒萬丈	528	a	idiom		成語；光芒萬丈
刨根問底	528	v	idiom		成語；刨根問底
前程似錦	528	a	idiom		成語；前程似錦
功敗垂成	528	v	idiom		成語；功敗垂成
加減乘除	528	n,v			四則運算
司法部長	528	n			
善後事宜	528	n			
囂張氣焰	528	n			
四肢無力	528	a			
四腳朝天	528	a,r	idiom		成語；四腳朝天
學無止境	528	a	idiom		成語；學無止境
招財進寶	528	v	idiom		成語；招財進寶
文武百官	528	n			
本性難移	528	a	idiom		成語；本性難移
氣宇軒昂	528	a	idiom		成語；氣宇軒昂
海水養殖	528	n			
測量工具	528	n			
社會正義	528	n			
社會青年	528	n			
窮鄉僻壤	528	n	idiom		成語；窮鄉僻壤
能量代謝	528	n			
荷槍實彈	528	a,v	idiom		成語；荷槍實彈
表露無遺	528	a,v			
貌美如花	528	a			
開足馬力	528	v	idiom		成語；開足馬力
風水先生	528	n			
世界屋脊	527	n			
世風日下	527	a	idiom		成語；世風日下
來日方長	527	a	idiom		成語；來日方長
六十四卦	527	n			
凱旋歸來	527	v			
功率輸出	527	n			
勢在必得	527	a			
反式脂肪	527	n			
司法獨立	527	n			
和風細雨	527	a,n	idiom		成語；和風細雨
單刀直入	527	a,v	idiom		成語；單刀直入
天體物理	527	n			
如期完成	527	v			
容量分析	527	n			
小肚雞腸	527	a	idiom		成語；小肚雞腸
平均速度	527	n			
往事如風	527	a,n			
怠工	527	n,v			
恩將仇報	527	v	idiom		成語；恩將仇報
所向無敵	527	a	idiom		成語；所向無敵
星火燎原	527	a,v	idiom		成語；星火燎原
東方文明	527	n			
水生動物	527	n			
滿口答應	527	v			
牛肉拉麪	527	n			
眼疾手快	527	a	idiom		成語；眼疾手快
竹籃打水	527	v	idiom		成語截；竹籃打水一場空
精雕細刻	527	a,v	idiom		成語；精雕細刻
縱橫捭闔	527	a,v	idiom		成語；縱橫捭闔
老氣橫秋	527	a	idiom		成語；老氣橫秋
虛擬環境	527	n			
血跡斑斑	527	a			
行萬里路	527	v			讀萬卷書行萬里路
衣衫不整	527	a			
表面文章	527	n			
親戚關係	527	n			
通信線路	527	n			
鑑賞能力	527	n			
長孫無忌	527	n			歷史專名
開張大吉	527	a,v	idiom		成語式；開張大吉
雙重人格	527	n			
頤指氣使	527	a,v	idiom		成語；頤指氣使
一柱擎天	526	a,v	idiom		成語；一柱擎天
一語中的	526	v	idiom		成語；一語中的
上半部分	526	n			
交叉學科	526	n			
人生意義	526	n			
健步如飛	526	a,v	idiom		成語；健步如飛
兩袖清風	526	a,n	idiom		成語；兩袖清風
公私合營	526	n,v			
十字街頭	526	n			
十項全能	526	n			
合乎邏輯	526	a			
呲牙咧嘴	526	a,v			
國家銀行	526	n			
大展宏圖	526	v	idiom		成語；大展宏圖
大駕光臨	526	v	idiom		成語；大駕光臨
字母順序	526	n			
寶刀未老	526	a	idiom		成語；寶刀未老
左思右想	526	v	idiom		成語；左思右想
想得開	526	a,v			
技術科學	526	n			
挑三揀四	526	v	idiom		成語；挑三揀四
揮金如土	526	v	idiom		成語；揮金如土
操作環境	526	n			
教學相長	526	a,v	idiom		成語；教學相長
明辨是非	526	v	idiom		成語；明辨是非
普通教育	526	n			
標準尺寸	526	n			
武裝鬥爭	526	n			
歪曲事實	526	v			
毫髮無損	526	a			
滾瓜爛熟	526	a	idiom		成語；滾瓜爛熟
無一倖免	526	a,v			
無字天書	526	n	idiom		成語；無字天書
無所遁形	526	a,v	idiom		成語；無所遁形
狗血淋頭	526	a,v	idiom		成語；狗血淋頭
禍從口出	526	v	idiom		成語；禍從口出
臨危不亂	526	a	idiom		成語；臨危不亂
自尋死路	526	v	idiom		成語；自尋死路
語音信箱	526	n			
貶損	526	n,v			
賬房	526	n			
追根溯源	526	v	idiom		成語；追根溯源
遺傳物質	526	n			
一夫當關	525	v	idiom		成語截；一夫當關萬夫莫開
