literal	freq	pos	family	voice	note
護	1690	v			
貫穿	1690	v			
貼上	1690	v			
質量	1690	n			
走火	1690	n,v			
軍校	1690	n			
近況	1690	n			
通頂	1690	a			
逝	1690	v			
過問	1690	v			
遠遠	1690	r			
里	1690	n			
金黃	1690	a			
銀紙	1690	n			
開出	1690	v			
關斗	1690	u			罕／不明
關門	1690	v			
附和	1690	v			
雅	1690	a			
雙臂	1690	n			
靈機	1690	n			
鞘	1690	n			
韓國	1690	n			
音響	1690	n			
頸巾	1690	n			
鬼咁	1690	r			
麻麻地	1690	a			
黑絲	1690	n			
鼻水	1690	n			
檢察院	1689	n			
茂	1689	a			
包月	1687	n,v			
極具	1687	v			
買不起	1687	v			
影音	1683	n			
科室	1683	n			
協	1682	v			
致富	1682	v			
瓊	1681	n			
看樣子	1681	r			
看成	1679	v			
不可避免	1678	a			
涵蓋	1678	v			
直觀	1678	a,n			
改制	1677	n,v			
身體健康	1677	a			
本着	1676	v			
焊接	1675	n,v			
不服	1674	v			
專職	1674	a,n			
第一名	1674	n			
發售	1673	v			
走去	1673	v			
百分點	1672	n			
長假	1672	n			
表彰	1671	v			
陞	1671	v			
种	1669	n,v			簡體種
便捷	1668	a			
搞到	1668	v			
編製	1668	n,v			
配送	1667	v			
做客	1666	v			
噻	1665	x			
三峽	1661	n			
中標	1661	v			
磊	1661	n			
勢必	1660	r			
昨	1660	n			
新房	1659	n			
買單	1659	v			
裏頭	1658	n			
商用	1657	a			
選取	1657	v			
開辦	1657	v			
市中心	1654	n			
熬夜	1654	v			
下樓	1651	v			
國債	1651	n			
儘早	1650	r			
路段	1650	n			
叫人	1648	v			
替補	1647	n,v			
上臺	1645	v			
充電器	1645	n			
彆扭	1642	a			
汕頭	1639	n			
上個月	1638	n			
完蛋	1638	v			
寄託	1638	n,v			
均線	1637	n			
頒佈	1637	v			
中小學	1633	n			
方便麪	1630	n			
商貿	1629	n			
杜絕	1627	v			
豐厚	1627	a			
華盛頓	1626	n			
大三	1624	n			
看不起	1618	v			
貪官	1617	n			
編輯器	1616	n			
開採	1614	v			
博弈	1613	n,v			
獻給	1613	v			
浮躁	1612	a			
長虹	1611	n			
回升	1610	v			
國防	1610	n			
器件	1609	n			
室友	1609	n			
常務	1609	n			
無不	1609	r			
差價	1608	n			
餓死	1608	v			
不含	1607	v			
不由	1606	r			
龔	1606	n			
水稻	1604	n			
生於	1602	v			
一無所知	1601	v	idiom		
一連串	1601	x			
三位	1601	x			
上班	1601	v			
不一	1601	a			
不成	1601	v,x			
事到如今	1601	r	idiom		
京	1601	n			
仔仔	1601	n			
佳	1601	a			
側身	1601	n,v			
傀儡	1601	n			
全面	1601	a,r			
兩份	1601	x			
兩者	1601	n			
冰山	1601	n			
冷血	1601	a			
冷酷	1601	a			
刪	1601	v			
功	1601	n			
勇者	1601	n			
卡通	1601	n			
呈	1601	v			
呢類	1601	x			
唔見得	1601	r			
喻	1601	v			
嘈吵	1601	a			
器材	1601	n			
嚟喇	1601	v			
回程	1601	n			
坐車	1601	v			
天父	1601	n			
女家	1601	n			
始	1601	v			
姑姐	1601	n			
字型	1601	n			
完人	1601	n			
專門	1601	a,r			
就讀	1601	v			
嵌	1601	v			
庫	1601	n			
廿幾歲	1601	n			
心水	1601	a,n			
忠義	1601	a,n			
恕	1601	v			
慳返	1601	v			
成真	1601	v			
所知	1601	n			
所見	1601	n			
手巾	1601	n			
打起	1601	v			
拐杖	1601	n			
搞法	1601	n			
撞車	1601	v			
擂台	1601	n			
智能	1601	a,n			
暗中	1601	r			
暗地	1601	r			
果斷	1601	a			
概況	1601	n			
歉	1601	n			
歎	1601	v			
水泡	1601	n			
沉船	1601	n,v			
沉醉	1601	v			
法文	1601	n			
淆底	1601	v			
淫娃	1601	n			
減低	1601	v			
渴求	1601	v			
滿分	1601	n			
漫長	1601	a			
無恥	1601	a			
照常	1601	r			
熱辣辣	1601	a			
燒賣	1601	n			
爾	1601	x			
獄	1601	n			
疑似	1601	a,v			
發問	1601	v			
白光	1601	n			
白費	1601	v			
盪	1601	v			
真摯	1601	a			
確	1601	a,r			
稱得上	1601	v			
紅衫	1601	n			
純情	1601	a,n			
終	1601	r,v			
