rank	head	essay_frequency	direct_syn_tails
3108	以理服人	495	1
3109	加大油門	495	0
3110	十三太保	495	0
3111	反咬一口	495	1
3112	和而不同	495	0
3113	嘻皮笑臉	495	0
3114	家庭地址	495	0
3115	小亞細亞	495	0
3116	小恩小惠	495	1
3117	心醉神迷	495	0
3118	懊悔不已	495	0
3119	打成平手	495	0
3120	數量分析	495	0
3121	晚期癌症	495	0
3122	格殺勿論	495	0
3123	桃紅柳綠	495	0
3124	民粹主義	495	0
3125	烽火連天	495	0
3126	無性繁殖	495	0
3127	無福消受	495	0
3128	煞有其事	495	0
3129	狗頭軍師	495	0
3130	直搗黃龍	495	0
3131	眉宇之間	495	0
3132	示例代碼	495	0
3133	積分方程	495	0
3134	自選動作	495	0
3135	萬分感激	495	0
3136	貫徹始終	495	0
3137	超前消費	495	0
3138	跪地求饒	495	0
3139	通俗讀物	495	0
3140	通商口岸	495	0
3141	難逃一死	495	0
3142	頭暈腦脹	495	0
3143	一語雙關	494	0
3144	世界大同	494	0
3145	並肩而行	494	0
3146	事到臨頭	494	0
3147	二級士官	494	0
3148	倒打一耙	494	1
3149	傻瓜相機	494	0
3150	尊姓大名	494	0
3151	尋死覓活	494	0
3152	從中作梗	494	0
3153	忽上忽下	494	0
3154	政黨政治	494	0
3155	教會學校	494	0
3156	活力充沛	494	0
3157	片言隻語	494	1
3158	菲律賓人	494	0
3159	警備司令	494	0
3160	順水人情	494	0
3161	骨牌效應	494	0
3162	一切就緒	493	0
3163	不法份子	493	0
3164	事隔多年	493	0
3165	人浮於事	493	0
3166	取得一致	493	0
3167	唱獨角戲	493	0
3168	域名搶注	493	0
3169	大展鴻圖	493	0
3170	奧匈帝國	493	0
3171	強加於人	493	0
3172	形跡可疑	493	0
3173	復活節島	493	0
3174	德智體美	493	0
3175	忍飢挨餓	493	0
3176	振振有辭	493	0
3177	殺人案件	493	0
3178	活血止痛	493	0
3179	瀟灑自如	493	0
3180	焚書坑儒	493	0
3181	牙科醫生	493	0
3182	生於憂患	493	0
3183	碩大無比	493	0
3184	緊密相聯	493	0
3185	羊入虎口	493	0
3186	自求多福	493	0
3187	財團法人	493	0
3188	起承轉合	493	0
3189	輸入系統	493	0
3190	魚香茄子	493	0
3191	一語成讖	492	0
3192	七分之一	492	0
3193	不識好歹	492	0
3194	人心不古	492	1
3195	內分泌腺	492	0
3196	公共道德	492	0
3197	動態更新	492	0
3198	后羿射日	492	0
3199	和平談判	492	1
3200	唏哩嘩啦	492	0
3201	啦啦隊長	492	0
3202	多重人格	492	0
3203	天地良心	492	0
3204	太陽能板	492	0
3205	小蘿蔔頭	492	0
3206	心腹大患	492	0
3207	恢復常態	492	0
3208	手寫識別	492	0
3209	技術援助	492	0
3210	提綱挈領	492	0
3211	收發短信	492	0
3212	望女成鳳	492	0
3213	構造運動	492	0
3214	橢圓曲線	492	0
3215	死到臨頭	492	0
3216	由表及裏	492	0
3217	疾馳而過	492	0
3218	真槍實彈	492	0
3219	稱霸世界	492	0
3220	突圍而出	492	0
3221	競爭產品	492	0
3222	第一世界	492	0
3223	萬丈光芒	492	0
3224	落地簽證	492	0
3225	血清蛋白	492	0
3226	身兼數職	492	0
3227	進退自如	492	0
3228	長平之戰	492	0
3229	開山鼻祖	492	0
3230	高等動物	492	0
3231	鳩佔鵲巢	492	0
3232	三岔路口	491	1
3233	不破不立	491	0
3234	事已至此	491	0
3235	人神共憤	491	0
3236	以卵擊石	491	0
3237	作風正派	491	0
3238	傷及無辜	491	0
3239	名門閨秀	491	0
3240	地方武裝	491	0
3241	外界影響	491	0
3242	多功能表	491	0
3243	多國部隊	491	0
3244	庭外和解	491	0
3245	心胸狹隘	491	0
3246	桌椅板凳	491	0
3247	熟門熟路	491	0
3248	狗血噴頭	491	0
3249	百萬雄師	491	0
3250	破敗不堪	491	0
3251	神經膠質	491	0
3252	紅色高棉	491	0
3253	肛門直腸	491	0
3254	證券經營	491	0
3255	不加掩飾	490	0
3256	二硫化碳	490	0
3257	人各有志	490	0
3258	以太網絡	490	0
3259	全球暖化	490	0
3260	圓錐曲線	490	0
3261	執政方式	490	0
3262	太陽活動	490	0
3263	專業組織	490	0
3264	怪石嶙峋	490	0
3265	戰術導彈	490	0
3266	扎魯特旗	490	0
3267	故作深沉	490	0
3268	故技重施	490	0
3269	有名有姓	490	0
3270	東巴文化	490	0
3271	次級貸款	490	0
3272	爭名奪利	490	1
3273	碧海青天	490	0
3274	稍遜一籌	490	0
3275	繡花枕頭	490	1
3276	落葉喬木	490	0
3277	蘇打餅乾	490	0
3278	血債血償	490	0
3279	親自掛帥	490	0
3280	踽踽獨行	490	0
3281	雞同鴨講	490	0
3282	不可言喻	489	0
3283	予取予求	489	0
3284	共襄盛舉	489	0
3285	十二經脈	489	0
3286	反動勢力	489	0
3287	各路人馬	489	0
3288	吞噬細胞	489	0
3289	哈巴雪山	489	0
3290	嚴懲不貸	489	1
3291	應用程式	489	0
3292	晚婚晚育	489	0
3293	永續發展	489	0
3294	烤麪包機	489	0
3295	獨身主義	489	0
3296	直呼其名	489	0
3297	知法犯法	489	1
3298	知錯能改	489	0
3299	老眼昏花	489	0
3300	聲名大噪	489	0
3301	自動提款	489	0
3302	行政院長	489	0
3303	誇下海口	489	0
3304	軍用物資	489	0
3305	酒水飲料	489	0
3306	重修舊好	489	0
3307	音訊全無	489	0
3308	頗感興趣	489	0
3309	一夕之間	488	0
3310	一心二用	488	0
3311	三陪小姐	488	0
3312	不予置評	488	0
3313	不分勝負	488	0
3314	五味俱全	488	0
3315	優惠貸款	488	0
3316	全速前進	488	0
3317	公報私仇	488	1
3318	六氟化硫	488	0
3319	共聚一堂	488	0
3320	函授教育	488	0
3321	勾魂攝魄	488	0
3322	北印度語	488	0
3323	取其精華	488	0
3324	奇醜無比	488	0
3325	奮勇向前	488	0
3326	性別角色	488	0
3327	授受不親	488	0
3328	救人一命	488	0
3329	文明國家	488	0
3330	方寸大亂	488	0
3331	旋轉運動	488	0
3332	果實累累	488	0
3333	王侯將相	488	0
3334	生態危機	488	0
3335	生物學系	488	0
3336	紫羅蘭色	488	0
3337	維吾爾語	488	0
3338	轉向信號	488	0
3339	通用電器	488	0
3340	遠隔千里	488	0
3341	門牌號碼	488	0
3342	一忍再忍	487	0
3343	人間佛教	487	0
3344	分辨真假	487	0
3345	化裝舞會	487	0
3346	圖騰崇拜	487	0
3347	天然資源	487	0
3348	威武雄壯	487	0
3349	寒光閃閃	487	0
3350	惹人討厭	487	0
3351	扶危濟困	487	0
3352	擠來擠去	487	0
3353	有勇有謀	487	1
3354	望文生義	487	0
3355	桃園結義	487	0
3356	歷史久遠	487	0
3357	瀏覽軟件	487	0
3358	生日賀卡	487	0
3359	留存收益	487	0
3360	異性相吸	487	0
3361	百密一疏	487	0
3362	盜亦有道	487	0
3363	禁止通行	487	0
3364	絕對真理	487	0
3365	能源短缺	487	0
3366	英雄氣短	487	0
3367	輻射強度	487	0
3368	轉眼即逝	487	0
3369	迎風招展	487	0
3370	逆向行駛	487	0
3371	遠洋漁業	487	0
3372	不遑多讓	486	0
3373	分解代謝	486	0
3374	刑事警察	486	0
3375	即興發揮	486	0
3376	口腹之慾	486	0
3377	在真空中	486	0
3378	如履平地	486	0
3379	慢性疼痛	486	0
3380	揭開序幕	486	0
3381	日耳曼人	486	0
3382	格蘭芬多	486	0
3383	琉球羣島	486	0
3384	瓊樓玉宇	486	0
3385	落入法網	486	0
3386	裝備齊全	486	0
3387	趁人之危	486	1
3388	遺失啓事	486	0
3389	醇酸樹脂	486	0
3390	重振旗鼓	486	0
3391	開幕典禮	486	0
3392	隨傳隨到	486	0
3393	雷雨交加	486	0
3394	高級職員	486	0
3395	鮮明個性	486	0
3396	黎明時分	486	0
3397	一番苦心	485	0
3398	五馬分屍	485	1
3399	兩廂情願	485	0
3400	副總司令	485	0
3401	十里洋場	485	0
3402	半老徐娘	485	0
3403	口舌之爭	485	0
3404	吳儂軟語	485	0
3405	因公殉職	485	0
3406	外來物種	485	0
3407	失效日期	485	0
3408	奇談怪論	485	1
3409	家道中落	485	0
3410	就職演講	485	0
3411	引導扇區	485	0
3412	我見猶憐	485	0
3413	敦煌石窟	485	0
3414	旱澇保收	485	0
3415	月明星稀	485	0
3416	有勇無謀	485	0
3417	無的放矢	485	0
3418	燃放鞭炮	485	0
3419	物理結構	485	0
3420	肥頭大耳	485	0
3421	蛇蠍美人	485	0
3422	解決爭端	485	0
3423	通俗文學	485	0
3424	關中地區	485	0
3425	一派胡言	484	0
3426	三不五時	484	0
3427	不加修飾	484	0
3428	不升反降	484	0
3429	不明事理	484	0
3430	不疾不徐	484	0
3431	乍看之下	484	0
3432	傳輸服務	484	0
3433	全輪驅動	484	0
3434	切中要害	484	0
3435	另行安排	484	0
3436	呼吸器官	484	0
3437	大顯神威	484	0
3438	妙齡女郎	484	0
3439	工業國家	484	0
3440	收歸國有	484	0
3441	易守難攻	484	0
3442	時日無多	484	0
3443	板塊構造	484	0
3444	水上摩托	484	0
3445	水力資源	484	0
3446	溝溝坎坎	484	1
3447	瞬息之間	484	0
3448	聖盧西亞	484	0
3449	言出必行	484	0
3450	賊喊捉賊	484	0
3451	離開故鄉	484	0
3452	鞍前馬後	484	0
3453	養兒防老	484	0
3454	馬失前蹄	484	0
3455	三心兩意	483	0
3456	並行不悖	483	0
3457	九九重陽	483	0
3458	先禮後兵	483	0
3459	刀耕火種	483	0
3460	前俯後仰	483	1
3461	巴山蜀水	483	0
3462	應用力學	483	0
3463	投筆從戎	483	0
3464	拼寫錯誤	483	0
3465	文筆流暢	483	0
3466	暮鼓晨鐘	483	0
3467	泄露天機	483	0
3468	海南雞飯	483	0
3469	睾丸激素	483	0
3470	立杆見影	483	0
3471	醒世恆言	483	0
3472	雙宿雙飛	483	0
3473	雜技演員	483	0
3474	一死了之	482	0
3475	三藏法師	482	0
3476	全盤接受	482	0
3477	公私分明	482	0
3478	勤能補拙	482	0
3479	困惑不解	482	0
3480	國際法庭	482	0
3481	壓寨夫人	482	0
3482	大談特談	482	0
3483	將功補過	482	0
3484	年老色衰	482	0
3485	挖掘機械	482	0
3486	文學巨匠	482	0
3487	智障人士	482	0
3488	激進分子	482	0
3489	狗尾續貂	482	0
3490	知書達禮	482	0
3491	稍安勿躁	482	0
3492	肅殺之氣	482	0
3493	貞節牌坊	482	0
3494	閉上嘴巴	482	0
3495	降低利率	482	0
3496	齊民要術	482	0
3497	一己之見	481	0
3498	不成氣候	481	0
3499	乏人問津	481	0
3500	人心叵測	481	0
3501	儀表堂堂	481	0
3502	初步設想	481	0
3503	口沫橫飛	481	0
3504	因式分解	481	0
3505	在商言商	481	0
3506	太空飛船	481	0
3507	婦人之仁	481	0
3508	揮霍無度	481	0
3509	有色人種	481	0
3510	深宅大院	481	1
3511	濟寧地區	481	0
3512	直系血親	481	0
3513	言之過早	481	0
3514	語氣助詞	481	1
3515	金口玉言	481	0
3516	鐘樓怪人	481	0
3517	閃爍其詞	481	0
3518	魚貫而出	481	0
3519	伊斯坦堡	480	0
3520	充要條件	480	1
3521	光纖接口	480	0
3522	加深印象	480	0
3523	四角號碼	480	0
3524	惡言相向	480	0
3525	懷璧其罪	480	0
3526	民族平等	480	0
3527	民脂民膏	480	1
3528	氣焰囂張	480	0
3529	海運公司	480	0
3530	異戊二烯	480	0
3531	相貌堂堂	480	0
3532	終年積雪	480	0
3533	罄竹難書	480	1
3534	羽翼豐滿	480	0
3535	良辰吉日	480	0
3536	行政會議	480	0
3537	言多必失	480	0
3538	逢高賣出	480	0
3539	風刀霜劍	480	0
3540	上皮組織	479	0
3541	主持正義	479	0
3542	人物描寫	479	0
3543	低音提琴	479	0
3544	孔武有力	479	0
3545	就地正法	479	0
3546	廣結善緣	479	0
3547	戰鬥意志	479	0
3548	手足情深	479	0
3549	有效數字	479	0
3550	氫氧化物	479	0
3551	沾不上邊	479	0
3552	無花果樹	479	0
3553	甜而不膩	479	0
3554	相對而坐	479	0
3555	糖醋里脊	479	0
3556	結束工作	479	0
3557	股四頭肌	479	0
3558	能上能下	479	0
3559	自然之友	479	0
3560	遺憾終生	479	0
3561	顏面掃地	479	0
3562	食色性也	479	0
3563	保定地區	478	0
3564	借腹生子	478	0
3565	傳輸控制	478	0
3566	兔死狐悲	478	1
3567	公共電話	478	0
3568	參考材料	478	0
3569	名譽博士	478	0
3570	婆羅門教	478	1
3571	尊師重道	478	0
3572	差分方程	478	0
3573	從頭做起	478	0
3574	掌握電腦	478	0
3575	有仇必報	478	0
3576	木薯澱粉	478	0
3577	正月初三	478	0
3578	殘花敗柳	478	0
3579	比翼齊飛	478	0
3580	清風徐來	478	0
3581	男耕女織	478	0
3582	癌症腫瘤	478	0
3583	直接經驗	478	0
3584	瞭若指掌	478	0
3585	終生伴侶	478	0
3586	自毀前程	478	0
3587	藤野先生	478	0
3588	訓導主任	478	0
3589	鬱鬱而終	478	0
3590	點到即止	478	0
3591	佛門弟子	477	0
3592	催眠狀態	477	0
3593	區域網絡	477	0
3594	基本詞彙	477	0
3595	奇風異俗	477	0
3596	學生手冊	477	0
3597	富貴逼人	477	0
3598	山巒起伏	477	0
3599	恩斷義絕	477	0
3600	手抓羊肉	477	0
3601	掩面而泣	477	0
3602	揭不開鍋	477	0
3603	摩卡咖啡	477	0
3604	擒賊擒王	477	0
3605	旁系血親	477	0
3606	歡聲雷動	477	0
3607	研磨材料	477	0
3608	窮兵黷武	477	1
3609	維護和平	477	0
3610	緩衝作用	477	0
3611	萬夫莫敵	477	0
3612	陶冶性情	477	0
3613	雞新城疫	477	0
3614	高級職務	477	0
3615	一桿進洞	476	0
3616	克里米亞	476	0
3617	十二地支	476	0
3618	大將之風	476	0
3619	天塌地陷	476	0
3620	奴隸制度	476	0
3621	放不下心	476	0
3622	春秋大夢	476	0
3623	火急火燎	476	0
3624	炎性反應	476	0
3625	物我兩忘	476	0
3626	立錐之地	476	1
3627	美國軍人	476	0
3628	羞於啓齒	476	0
3629	良藥苦口	476	0
3630	萬全之策	476	1
3631	萬用手冊	476	0
3632	鐵器時代	476	0
3633	香味撲鼻	476	0
3634	麥蓋提縣	476	0
3635	一時三刻	475	0
3636	七言絕句	475	0
3637	不乾不淨	475	0
3638	互相推諉	475	0
3639	供油系統	475	0
3640	元素符號	475	0
3641	入境簽證	475	0
3642	全權處理	475	0
3643	出錯信息	475	0
3644	千金要方	475	0
3645	君子協定	475	0
3646	基里巴斯	475	0
3647	幡然悔悟	475	0
3648	弗蘭西斯	475	0
3649	從輕發落	475	0
3650	心懷不滿	475	0
3651	政界人士	475	0
3652	木牛流馬	475	0
3653	此路不通	475	0
3654	歷史遺產	475	0
3655	死於安樂	475	0
3656	潑婦罵街	475	0
3657	瓊漿玉液	475	0
3658	當耳邊風	475	0
3659	眼神不好	475	0
3660	禁慾主義	475	0
3661	警報系統	475	0
3662	雙重國籍	475	0
3663	霍比特人	475	0
3664	高矮胖瘦	475	0
3665	麥克米蘭	475	0
3666	一妻多夫	474	0
3667	一舉成功	474	0
3668	一親芳澤	474	0
3669	不識泰山	474	0
3670	中法戰爭	474	0
3671	主打品牌	474	0
3672	價格標籤	474	0
3673	劣跡斑斑	474	0
3674	動物分類	474	0
3675	反托拉斯	474	0
3676	同出一轍	474	0
3677	單邊主義	474	0
3678	嘰哩咕嚕	474	0
3679	天人交戰	474	0
3680	專家評價	474	0
3681	廢銅爛鐵	474	0
3682	恃強凌弱	474	1
3683	日月如梭	474	1
3684	日行一善	474	0
3685	槓桿原理	474	0
3686	正月初二	474	0
3687	氣象學家	474	0
3688	油盡燈枯	474	0
3689	經天緯地	474	0
3690	談虎色變	474	1
3691	運城地區	474	0
3692	運算法則	474	0
3693	野外工作	474	1
3694	長途飛行	474	0
3695	難以抹去	474	0
3696	不知輕重	473	0
3697	威震天下	473	0
3698	家庭計劃	473	0
3699	富得流油	473	0
3700	怪力亂神	473	0
3701	感應電流	473	0
3702	有手有腳	473	0
3703	有礙觀瞻	473	0
3704	水上人家	473	0
3705	滑雪運動	473	0
3706	滿打滿算	473	0
3707	研製過程	473	0
3708	籠絡人心	473	0
3709	絕密文件	473	0
3710	茫然若失	473	0
3711	零度以下	473	0
3712	風流瀟灑	473	0
3713	骨科醫生	473	0
3714	三氯化鐵	472	0
3715	以馬內利	472	0
3716	各盡所能	472	0
3717	命不該絕	472	0
3718	嗜酒如命	472	0
3719	學習刻苦	472	0
3720	平庸之輩	472	0
3721	急性腸炎	472	0
3722	懸壺濟世	472	0
3723	文學運動	472	0
3724	文藝批評	472	0
3725	永無寧日	472	0
3726	海關人員	472	0
3727	與民同樂	472	0
3728	處事原則	472	0
3729	謹防假冒	472	0
3730	財運亨通	472	0
3731	辛丑條約	472	0
3732	逛來逛去	472	0
3733	閉卷考試	472	0
3734	順勢療法	472	0
3735	頭疼腦熱	472	0
3736	以賽亞書	471	0
3737	值回票價	471	0
3738	公共電視	471	0
3739	力大無比	471	0
3740	十二時辰	471	0
3741	呼來喝去	471	0
3742	啦啦隊員	471	0
3743	大同世界	471	0
3744	天理難容	471	0
3745	官僚作風	471	0
3746	性命攸關	471	0
3747	恢復名譽	471	0
3748	操勞過度	471	0
3749	桃色新聞	471	1
3750	民族運動	471	0
3751	江湖騙子	471	0
3752	法定貨幣	471	0
3753	無處可尋	471	0
3754	物質需要	471	0
3755	科研小組	471	0
3756	色厲內荏	471	0
3757	語義分析	471	0
3758	野生生物	471	0
3759	一無所得	470	0
3760	光電效應	470	0
3761	分辨是非	470	0
3762	劈波斬浪	470	0
3763	吱吱喳喳	470	0
3764	商業版本	470	0
3765	嵊泗列島	470	0
3766	廣開言路	470	0
3767	心臟衰竭	470	0
3768	戎馬生涯	470	0
3769	戴罪立功	470	1
3770	政治學家	470	0
3771	敢作敢當	470	0
3772	是非不分	470	0
3773	暮色蒼茫	470	0
3774	沙丁胺醇	470	0
3775	特殊護理	470	0
3776	生肖屬相	470	0
3777	男盜女娼	470	0
3778	發揮所長	470	0
3779	禮義廉恥	470	0
3780	節節上升	470	0
3781	見賢思齊	470	0
3782	販夫走卒	470	0
3783	輻射劑量	470	0
3784	農民階級	470	0
3785	造山運動	470	0
3786	野戰部隊	470	0
3787	黑芝麻糊	470	0
3788	不吵不鬧	469	0
3789	不良傾向	469	0
3790	女權運動	469	0
3791	好勇鬥狠	469	0
3792	慘遭毒手	469	0
3793	按步就班	469	0
3794	敗絮其中	469	0
3795	更高性能	469	0
3796	有求於人	469	0
3797	烏爾都語	469	0
3798	物理變化	469	1
3799	神態自若	469	0
3800	科學種田	469	0
3801	簡繁轉換	469	0
3802	自成一格	469	0
3803	酒過三巡	469	0
3804	面有難色	469	0
3805	首腦會晤	469	0
3806	上山下海	468	0
3807	不分伯仲	468	0
3808	五講四美	468	0
3809	人間喜劇	468	0
3810	伊利亞特	468	0
3811	六根清淨	468	0
3812	原核生物	468	0
3813	另謀出路	468	0
3814	合作無間	468	0
3815	國際法院	468	0
3816	外界壓力	468	0
3817	年老體衰	468	0
3818	批量購買	468	0
3819	擅離職守	468	0
3820	昂山素季	468	0
3821	桃花心木	468	0
3822	消毒藥水	468	0
3823	清點人數	468	0
3824	犬儒主義	468	0
3825	疏肝理氣	468	0
3826	白馬雪山	468	0
3827	目標地址	468	0
3828	空間探測	468	0
3829	競爭模式	468	0
3830	第二人稱	468	0
3831	經驗老到	468	0
3832	綾羅綢緞	468	0
3833	老神在在	468	0
3834	肌動蛋白	468	0
3835	自食惡果	468	0
3836	菲律賓語	468	0
3837	蓬蓽生輝	468	0
3838	逆轉錄酶	468	0
3839	選美皇后	468	0
3840	一決勝負	467	0
3841	三俠五義	467	0
3842	互相切磋	467	0
3843	付款條件	467	0
3844	傾囊相授	467	0
3845	兩虎相爭	467	0
3846	凌雲壯志	467	0
3847	初試啼聲	467	0
3848	大吐苦水	467	0
3849	天理不容	467	0
3850	太空舞步	467	0
3851	好人難做	467	0
3852	市井小民	467	0
3853	死不要臉	467	0
3854	湯姆斯杯	467	0
3855	獨立思想	467	0
3856	班師回朝	467	0
3857	白費心機	467	0
3858	相對誤差	467	0
3859	破罐破摔	467	1
3860	秋風送爽	467	0
3861	臨汾地區	467	0
3862	自知理虧	467	0
3863	訪問方式	467	0
3864	變生肘腋	467	0
3865	運動方程	467	0
3866	阿爾伯塔	467	0
3867	隔行掃描	467	0
3868	首善之區	467	0
3869	馴養繁殖	467	0
3870	黑道家族	467	0
3871	黴菌毒素	467	0
3872	中值定理	466	0
3873	公民投票	466	0
3874	加工效率	466	0
3875	勒緊褲帶	466	0
3876	去粗取精	466	1
3877	參謀總長	466	0
3878	吳越春秋	466	0
3879	嘰嘰咕咕	466	0
3880	國家代碼	466	0
3881	天人永隔	466	0
3882	如箭在弦	466	0
3883	嫁雞隨雞	466	0
3884	寸步不讓	466	0
3885	平版印刷	466	0
3886	才華洋溢	466	0
3887	拉拉隊員	466	0
3888	拒不接受	466	0
3889	榮譽獎章	466	0
3890	秋後算帳	466	0
3891	第六感覺	466	0
3892	糊糊塗塗	466	0
3893	細胞融合	466	0
3894	護航艦隊	466	0
3895	豐功偉業	466	0
3896	過失殺人	466	0
3897	開元盛世	466	0
3898	面授機宜	466	0
3899	默罕默德	466	0
3900	不可想像	465	0
3901	不定積分	465	0
3902	吟詩作對	465	0
3903	固體物質	465	0
3904	國際都市	465	0
3905	外籍華人	465	0
3906	威懾力量	465	0
3907	審美活動	465	0
3908	崇拜偶像	465	0
3909	東方國家	465	0
3910	歲歲平安	465	0
3911	爬山涉水	465	0
3912	甲殼動物	465	1
3913	甲氧西林	465	0
3914	破除迷信	465	0
3915	粗聲粗氣	465	0
3916	臨淵羨魚	465	0
3917	起居飲食	465	0
3918	遊吟詩人	465	0
3919	阻抗匹配	465	0
3920	風月場所	465	0
3921	食不知味	465	0
3922	養老送終	465	0
3923	一時一刻	464	1
3924	三十二相	464	0
3925	以藥養醫	464	0
3926	出口傷人	464	0
3927	原子序數	464	0
3928	嘩啦一聲	464	0
3929	嚴以律己	464	1
3930	國內戰爭	464	0
3931	坐立難安	464	0
3932	堅壁清野	464	1
3933	大田作物	464	1
3934	孟母三遷	464	0
3935	尖嘴猴腮	464	0
3936	希伯來人	464	0
3937	希伯來書	464	0
3938	底格里斯	464	0
3939	延期付款	464	0
3940	復興時代	464	0
3941	支出費用	464	0
3942	替代燃料	464	0
3943	有限單元	464	0
3944	朝陽地區	464	0
3945	杏仁豆腐	464	0
3946	氣動控制	464	0
3947	氣管痙攣	464	0
3948	真空地帶	464	0
3949	穿金戴銀	464	0
3950	立等可取	464	0
3951	統購統銷	464	0
3952	缺斤短兩	464	0
3953	老弱婦孺	464	0
3954	遊移不定	464	0
3955	一面之交	463	1
3956	一飽口福	463	0
3957	七級浮屠	463	0
3958	不入虎穴	463	0
3959	切削速度	463	0
3960	去其糟粕	463	0
3961	咧開嘴笑	463	0
3962	國家興亡	463	0
3963	天地不容	463	0
3964	好景不常	463	0
3965	山羊鬍子	463	0
3966	患難之交	463	1
3967	成何體統	463	0
3968	智能設計	463	0
3969	標準狀態	463	0
3970	知易行難	463	0
3971	私定終身	463	0
3972	立體交叉	463	0
3973	節哀順變	463	0
3974	變質作用	463	0
3975	邊緣地區	463	0
3976	集市貿易	463	0
3977	食慾不佳	463	0
3978	駕鶴西去	463	0
3979	高級小學	463	1
3980	一望無邊	462	0
3981	七拐八拐	462	0
3982	人中之龍	462	0
3983	作賤自己	462	0
3984	周口地區	462	0
3985	呵呵大笑	462	0
3986	大排長龍	462	0
3987	子孫滿堂	462	0
3988	完全變態	462	0
3989	對數函數	462	0
3990	差別待遇	462	0
3991	平等待遇	462	0
3992	惹人注意	462	0
3993	摩擦阻力	462	0
3994	效益工資	462	0
3995	毫無效果	462	0
3996	流亡政府	462	0
3997	滿門抄斬	462	0
3998	瑣瑣碎碎	462	0
3999	細胞骨架	462	0
4000	腦力激盪	462	0
4001	自毀長城	462	0
4002	色情行業	462	0
4003	行動自如	462	0
4004	連體嬰兒	462	0
4005	過從甚密	462	0
4006	避實就虛	462	0
4007	酒色財氣	462	0
4008	金剛薩埵	462	0
4009	飯後服用	462	0
4010	不情之請	461	0
4011	傻頭傻腦	461	0
4012	免受傷害	461	0
4013	凸版印刷	461	0
4014	初級小學	461	1
4015	夏目漱石	461	0
4016	孔融讓梨	461	0
4017	學成歸國	461	0
4018	宅心仁厚	461	0
4019	布朗運動	461	1
4020	強忍悲痛	461	0
4021	放手去做	461	0
4022	文字學家	461	0
4023	文治武功	461	0
4024	樂府詩集	461	0
4025	死無對證	461	0
4026	水花四濺	461	0
4027	獨資經營	461	0
4028	臨界狀態	461	0
4029	護士學校	461	0
4030	造船工業	461	0
4031	風光明媚	461	0
4032	餘情未了	461	0
4033	一來一往	460	0
4034	三年五載	460	0
4035	不勝唏噓	460	0
4036	孫臏兵法	460	0
4037	家常豆腐	460	0
4038	彎腰駝背	460	0
4039	曲線擬合	460	0
4040	杜鵑啼血	460	0
4041	榆林地區	460	0
4042	沙漠之狐	460	0
4043	無冤無仇	460	0
4044	生理時鐘	460	0
4045	窮奢極欲	460	0
4046	腐敗無能	460	0
4047	臭不可聞	460	0
4048	追本溯源	460	0
4049	逢低買進	460	0
4050	金縷玉衣	460	0
4051	隨機存取	460	0
4052	風雨如晦	460	0
4053	三人成虎	459	0
4054	分子運動	459	0
4055	咬舌自盡	459	0
4056	外圓內方	459	0
4057	州官放火	459	0
4058	布爾喬亞	459	0
4059	改良主義	459	1
4060	文科學生	459	0
4061	有錢有閒	459	0
4062	死而復活	459	0
4063	沒有品味	459	0
4064	活動看板	459	0
4065	無補於事	459	0
4066	獨霸一方	459	0
4067	病毒營銷	459	0
4068	簡單機械	459	0
4069	色情雜誌	459	0
4070	計時收費	459	0
4071	轉動慣量	459	0
4072	近鄉情怯	459	0
4073	靜脈點滴	459	0
4074	三度空間	458	0
4075	主動脈弓	458	1
4076	傳家之寶	458	0
4077	印度音樂	458	0
4078	捉拿歸案	458	0
4079	擁政愛民	458	0
4080	未刪節版	458	0
4081	業界標準	458	0
4082	泛泛之交	458	0
4083	異亮氨酸	458	0
4084	痛入骨髓	458	0
4085	社會等級	458	0
4086	終審法院	458	0
4087	臉都綠了	458	0
4088	資本外逃	458	0
4089	進步人士	458	0
4090	點頭之交	458	1
4091	乘龍快婿	457	0
4092	儀態萬千	457	0
4093	全權大使	457	0
4094	地方停車	457	0
4095	大傷元氣	457	0
4096	大地回春	457	0
4097	學校成績	457	0
4098	延邊地區	457	0
4099	悶聲不響	457	0
4100	排起長隊	457	0
4101	數字時鐘	457	0
4102	楚漢相爭	457	1
4103	步進馬達	457	0
4104	法利賽人	457	0
4105	深切關懷	457	0
4106	瀕臨絕種	457	0
4107	無處容身	457	0
4108	盡釋前嫌	457	0
4109	老而彌堅	457	0
4110	胯下之辱	457	0
4111	腦滿腸肥	457	1
4112	販賣人口	457	0
4113	一招半式	456	0
4114	互相連接	456	0
4115	人非草木	456	0
4116	伐木工人	456	0
4117	值得品味	456	0
4118	分而治之	456	0
4119	古文字學	456	0
4120	含笑九泉	456	1
4121	奔走呼號	456	0
4122	屏氣凝神	456	0
4123	屢禁不絕	456	0
4124	師出有名	456	0
4125	徐娘半老	456	0
4126	擾人清夢	456	0
4127	死不足惜	456	0
4128	無心之過	456	0
4129	甲硫氨酸	456	0
4130	自由王國	456	1
4131	花心蘿蔔	456	0
4132	虛席以待	456	0
4133	話雖如此	456	0
4134	長此下去	456	0
4135	雷達天線	456	0
4136	使用數量	455	0
4137	來去無蹤	455	0
4138	勞動產品	455	0
4139	問鼎中原	455	0
4140	嚴刑峻法	455	0
4141	國定假日	455	0
4142	幾可亂真	455	0
4143	心神恍惚	455	0
4144	收回成命	455	0
4145	晏子春秋	455	0
