literal	freq	pos	family	voice	note
褐色	1092	a,n			
解壓縮	1092	v			
賀卡	1092	n			
鼓樓	1092	n			
挂	1091	v			
爺們	1091	n			
呼和浩特	1090	n			
作廢	1089	v			
助力	1089	n,v			
壽險	1089	n			
少林寺	1089	n			
教師節	1089	n			
樣機	1089	n			
產銷	1089	n,v			
男籃	1089	n			
初二	1088	n			
壓縮機	1088	n			
夥計	1088	n			
大獎賽	1088	n			
招考	1088	v			
蘇丹	1088	n			
現價	1087	n			
粘膜	1087	n			
豔遇	1087	n			
不對勁	1086	a			
供暖	1086	n,v			
兼併	1086	v			
前場	1086	n			
好心人	1086	n			
年中	1086	n,r			
攻剋	1086	v			
月末	1086	n			
自治縣	1086	n			
黎巴嫩	1086	n			
佩戴	1085	v			
外文	1085	n			
救贖	1085	n,v			
江河	1085	n			
甄	1085	n,v			
篇章	1085	n			
經常性	1085	a			
自用	1085	a,v			
蛤蟆	1085	n			
鈺	1085	n			
高職	1085	n			
售出	1084	v			
書目	1084	n			
綜合治理	1084	n,v			
公款	1083	n			
抑	1083	v,x			
敖	1083	n			
酮	1083	n			
錦繡	1083	a,n			
中年人	1082	n			
超聲波	1082	n			
郵電	1082	n			
降水	1082	n,v			
別克	1081	n			
安康	1081	a,n			
比擬	1081	v			
沉着	1081	a			
背誦	1081	v			
頸椎	1081	n			
香港人	1081	n			
大腕	1080	n			
庭審	1080	n,v			
情慾	1080	n			
抗旱	1080	n,v			
民政	1080	n			
稽查	1080	n,v			
哥倫比亞	1079	n			
快報	1079	n			
連夜	1079	r			
功利	1078	a,n			
叫好	1078	v			
大河	1078	n			
持有人	1078	n			
敲定	1078	v			
空頭	1078	a,n			
算計	1078	n,v			
趕不上	1078	v			
取捨	1077	n,v			
報業	1077	n			
母公司	1077	n			
風險管理	1077	n			
下棋	1076	v			
優劣	1076	n			
後宮	1076	n			
掘金	1076	n,v			
書評	1076	n			
生薑	1076	n			
診療	1076	n,v			
趕赴	1076	v			
主旋律	1075	n			
低壓	1075	a,n			
水泵	1075	n			
清查	1075	v			
蒼天	1075	n			
見鬼	1075	a,v,x			
話語權	1075	n			
金價	1075	n			
中歐	1074	n			
小寶寶	1074	n			
峽	1074	n			
德育	1074	n			
曬太陽	1074	v			
梧桐	1074	n			
生產過程	1074	n			
簽收	1074	v			
一無所有	1073	a,v	idiom		
保時捷	1073	n			
寢	1073	n,v			
收費站	1073	n			
僑	1072	n			
園地	1072	n			
外線	1072	n			
想方設法	1072	v	idiom		
無畏	1072	a			
秀才	1072	n			
私營企業	1072	n			
端午	1072	n			
週期性	1072	a,n			
電價	1072	n			
剛性	1071	a,n			
塵世	1071	n			
就餐	1071	v			
忙活	1071	v			
梅雨	1071	n			
海事	1071	n			
音樂人	1071	n			
出納	1070	n,v			
協議書	1070	n			
正統	1070	a,n			
灌輸	1070	v			
精良	1070	a			
精裝	1070	a,n			
羅湖	1070	n			
言辭	1070	n			
陽痿	1070	n			
驛站	1070	n			
代工	1069	n,v			
那般	1069	r,x			
重量級	1069	a,n			
校對	1068	n,v			
踊	1068	u			踊躍殘字
輸液	1068	n,v			
韌性	1068	n			
一體	1067	a,n			
三大	1067	a,n			
下挫	1067	n,v			
不想	1067	v			
不知所謂	1067	a			
不肯	1067	v			
乖巧	1067	a			
乜料	1067	n,x			
亂倫	1067	n,v			
交接	1067	n,v			
交配	1067	v			
享用	1067	v			
人品	1067	n			
人馬	1067	n			
休	1067	n,v			
低級	1067	a			
住客	1067	n			
使錢	1067	v			
來往	1067	n,v			
侵	1067	v			
保重	1067	v			
信紙	1067	n			
修練	1067	v			
倚	1067	v			
傻更更	1067	a			
儘快	1067	r			
儲錢	1067	v			
充沛	1067	a			
光纖	1067	n			
免去	1067	v			
兒子	1067	n			
內情	1067	n			
兩公婆	1067	n			
兮	1067	x			
共產黨	1067	n			
凍冰冰	1067	a			
凡事	1067	n,r			
出氣	1067	v			
勒	1067	v			
勝	1067	n,v			
匣	1067	n			
印度	1067	n			
叛軍	1067	n			
口快快	1067	a			
口爆	1067	n,v			
叩	1067	v			
只求	1067	v			
可謂	1067	v,x			
右轉	1067	n,v			
吊頸	1067	v			
呼呼	1067	x			
唔知醜	1067	a			
問好	1067	v			
問起	1067	v			
喪	1067	a,n,v			
嘜	1067	n			
噤	1067	a,v			
嚴厲	1067	a			
固然	1067	r,x			
國立	1067	a			
土豪	1067	n			
坐陣	1067	v			
坑渠	1067	n			
型號	1067	n			
埋去	1067	v			
培	1067	n,v			
壯觀	1067	a,n			
大同	1067	n			
大褸	1067	n			
太婆	1067	n			
太長	1067	a			
契	1067	n,v			
好淫	1067	a			
姑且	1067	r			
姓名	1067	n			
字面	1067	a,n			
孤	1067	a,n			
家鄉	1067	n			
將要	1067	r			
專科	1067	n			
小伙子	1067	n			
小氣	1067	a			
恭喜發財	1067	x	idiom		
感恩	1067	a,v			
撤離	1067	v			
有空	1067	a,v			
本地人	1067	n			
棄	1067	v			
欠缺	1067	n,v			
正派	1067	a			
灰暗	1067	a			
無妨	1067	a,r			
獨處	1067	n,v			
知足	1067	a,v			
私心	1067	n			
簡介	1067	n,v			
罕有	1067	a			
翻身	1067	v			
背向	1067	n,v			
迎戰	1067	v			
電台	1067	n			
電視台	1067	n			
提貨	1066	v			
信息產業	1065	n			
社會科學	1065	n			
滅火	1064	v			
基礎教育	1063	n			
娛樂場所	1062	n			
充分考慮	1060	v			
親朋好友	1059	n			
公共場所	1051	n			
生活環境	1051	n			
單方面	1050	a,n,r			
鋪天蓋地	1049	a,r	idiom		
下定決心	1048	v			
平面設計	1048	n			
不顧一切	1046	a,r	idiom		
免責聲明	1046	n			
一目瞭然	1042	a	idiom		
科技成果	1042	n			
不良反應	1040	n			
保全	1040	n,v			
內陸	1040	n			
而今	1038	r			
化纖	1036	n			
省事	1035	a,v			
追究責任	1034	v			
內斂	1032	a			
新年快樂	1032	x			
極少數	1032	n,r			
理直氣壯	1031	a,r	idiom		
隨處可見	1030	a,v			
高等院校	1028	n			
參考文獻	1027	n			
有償	1021	a			
老式	1021	a			
深入人心	1020	a,v	idiom		
從頭到尾	1019	r	idiom		
金黃色	1019	a,n			
他鄉	1018	n			
污水處理	1018	n			
稀土	1015	n			
國家機關	1013	n			
國際機場	1013	n			
自選	1012	a,v			
宣傳教育	1011	n			
司法機關	1010	n			
城市居民	1009	n			
文化交流	1007	n			
國家利益	1005	n			
佔地面積	1004	n			
出人意料	1004	a	idiom		
外行	1004	a,n			
最新消息	1004	n			
精煉	1003	a,v			
隨身攜帶	1003	v			
程序設計	1001	n			
全日制	999	a,n			
由此可見	999	r,x			
高度評價	998	n,v			
人身攻擊	996	n,v			
小人物	996	n			
居高不下	995	a,v			
自然環境	993	n			
切身利益	992	n			
低速	991	a,n			
親身經歷	989	n,v			
正道	985	n			
社會效益	984	n			
工業設計	983	n			
海峽兩岸	983	n			
