head	reason	batch_id
過從甚密	cultural_no_binary	syn-len4-b09-20260718
酒色財氣	cultural_no_binary	syn-len4-b09-20260718
金剛薩埵	proper_name_or_deixis	syn-len4-b09-20260718
飯後服用	cultural_no_binary	syn-len4-b09-20260718
不情之請	cultural_no_binary	syn-len4-b09-20260718
免受傷害	other_documented	syn-len4-b09-20260718
夏目漱石	proper_name_or_deixis	syn-len4-b09-20260718
孔融讓梨	proper_name_or_deixis	syn-len4-b09-20260718
學成歸國	cultural_no_binary	syn-len4-b09-20260718
宅心仁厚	cultural_no_binary	syn-len4-b09-20260718
布朗運動	proper_name_or_deixis	syn-len4-b09-20260718
強忍悲痛	cultural_no_binary	syn-len4-b09-20260718
文字學家	other_documented	syn-len4-b09-20260718
文治武功	cultural_no_binary	syn-len4-b09-20260718
樂府詩集	proper_name_or_deixis	syn-len4-b09-20260718
死無對證	cultural_no_binary	syn-len4-b09-20260718
水花四濺	cultural_no_binary	syn-len4-b09-20260718
護士學校	other_documented	syn-len4-b09-20260718
三年五載	cultural_no_binary	syn-len4-b09-20260718
孫臏兵法	proper_name_or_deixis	syn-len4-b09-20260718
家常豆腐	other_documented	syn-len4-b09-20260718
曲線擬合	other_documented	syn-len4-b09-20260718
杜鵑啼血	cultural_no_binary	syn-len4-b09-20260718
榆林地區	proper_name_or_deixis	syn-len4-b09-20260718
沙漠之狐	proper_name_or_deixis	syn-len4-b09-20260718
腐敗無能	other_documented	syn-len4-b09-20260718
逢低買進	other_documented	syn-len4-b09-20260718
金縷玉衣	proper_name_or_deixis	syn-len4-b09-20260718
隨機存取	other_documented	syn-len4-b09-20260718
風雨如晦	cultural_no_binary	syn-len4-b09-20260718
三人成虎	cultural_no_binary	syn-len4-b09-20260718
分子運動	other_documented	syn-len4-b09-20260718
咬舌自盡	other_documented	syn-len4-b09-20260718
外圓內方	cultural_no_binary	syn-len4-b09-20260718
州官放火	cultural_no_binary	syn-len4-b09-20260718
改良主義	other_documented	syn-len4-b09-20260718
文科學生	other_documented	syn-len4-b09-20260718
有錢有閒	other_documented	syn-len4-b09-20260718
沒有品味	other_documented	syn-len4-b09-20260718
活動看板	other_documented	syn-len4-b09-20260718
獨霸一方	other_documented	syn-len4-b09-20260718
簡單機械	other_documented	syn-len4-b09-20260718
色情雜誌	other_documented	syn-len4-b09-20260718
計時收費	other_documented	syn-len4-b09-20260718
轉動慣量	other_documented	syn-len4-b09-20260718
近鄉情怯	cultural_no_binary	syn-len4-b09-20260718
主動脈弓	other_documented	syn-len4-b09-20260718
印度音樂	other_documented	syn-len4-b09-20260718
捉拿歸案	other_documented	syn-len4-b09-20260718
擁政愛民	cultural_no_binary	syn-len4-b09-20260718
業界標準	other_documented	syn-len4-b09-20260718
異亮氨酸	other_documented	syn-len4-b09-20260718
痛入骨髓	other_documented	syn-len4-b09-20260718
社會等級	other_documented	syn-len4-b09-20260718
終審法院	other_documented	syn-len4-b09-20260718
臉都綠了	other_documented	syn-len4-b09-20260718
資本外逃	other_documented	syn-len4-b09-20260718
進步人士	other_documented	syn-len4-b09-20260718
乘龍快婿	cultural_no_binary	syn-len4-b09-20260718
全權大使	other_documented	syn-len4-b09-20260718
地方停車	other_documented	syn-len4-b09-20260718
大地回春	other_documented	syn-len4-b09-20260718
學校成績	other_documented	syn-len4-b09-20260718
延邊地區	proper_name_or_deixis	syn-len4-b09-20260718
數字時鐘	other_documented	syn-len4-b09-20260718
楚漢相爭	proper_name_or_deixis	syn-len4-b09-20260718
步進馬達	other_documented	syn-len4-b09-20260718
法利賽人	proper_name_or_deixis	syn-len4-b09-20260718
深切關懷	other_documented	syn-len4-b09-20260718
胯下之辱	cultural_no_binary	syn-len4-b09-20260718
一招半式	cultural_no_binary	syn-len4-b09-20260718
互相連接	other_documented	syn-len4-b09-20260718
人非草木	cultural_no_binary	syn-len4-b09-20260718
伐木工人	other_documented	syn-len4-b09-20260718
分而治之	cultural_no_binary	syn-len4-b09-20260718
古文字學	other_documented	syn-len4-b09-20260718
含笑九泉	cultural_no_binary	syn-len4-b09-20260718
奔走呼號	other_documented	syn-len4-b09-20260718
屏氣凝神	other_documented	syn-len4-b09-20260718
屢禁不絕	other_documented	syn-len4-b09-20260718
師出有名	cultural_no_binary	syn-len4-b09-20260718
徐娘半老	cultural_no_binary	syn-len4-b09-20260718
擾人清夢	cultural_no_binary	syn-len4-b09-20260718
死不足惜	cultural_no_binary	syn-len4-b09-20260718
甲硫氨酸	other_documented	syn-len4-b09-20260718
自由王國	cultural_no_binary	syn-len4-b09-20260718
話雖如此	polysemous_no_stable_sense	syn-len4-b09-20260718
雷達天線	other_documented	syn-len4-b09-20260718
勞動產品	other_documented	syn-len4-b09-20260718
問鼎中原	other_documented	syn-len4-b09-20260718
嚴刑峻法	other_documented	syn-len4-b09-20260718
收回成命	cultural_no_binary	syn-len4-b09-20260718
晏子春秋	proper_name_or_deixis	syn-len4-b09-20260718
有則改之	polysemous_no_stable_sense	syn-len4-b09-20260718
殘羹剩飯	other_documented	syn-len4-b09-20260718
窮則思變	cultural_no_binary	syn-len4-b09-20260718
立此存照	polysemous_no_stable_sense	syn-len4-b09-20260718
精兵簡政	cultural_no_binary	syn-len4-b09-20260718
轉入地下	other_documented	syn-len4-b09-20260718
驚奇不已	other_documented	syn-len4-b09-20260718
鳥不生蛋	cultural_no_binary	syn-len4-b09-20260718
三綱五常	cultural_no_binary	syn-len4-b09-20260718
不畏強暴	cultural_no_binary	syn-len4-b09-20260718
但願如此	polysemous_no_stable_sense	syn-len4-b09-20260718
