rank	head	essay_frequency	direct_syn_tails
1001	預防接種	590	0
1002	體外循環	590	0
1003	學以致用	589	0
1004	學生運動	589	0
1005	水天一色	589	0
1006	玉皇大帝	589	0
1007	程序控制	589	0
1008	統一規劃	589	0
1009	親筆簽名	589	0
1010	返老還童	589	1
1011	雙管齊下	589	1
1012	分子結構	588	0
1013	千呼萬喚	588	0
1014	國外市場	588	0
1015	渾身解數	588	0
1016	男扮女裝	588	0
1017	神清氣爽	588	0
1018	組合而成	588	0
1019	自導自演	588	0
1020	親臨現場	588	0
1021	試管嬰兒	588	0
1022	運行狀況	588	0
1023	道德品質	588	0
1024	電力工業	588	0
1025	風雨欲來	588	0
1026	高清晰度	588	0
1027	一統天下	587	0
1028	亂世佳人	587	0
1029	付諸行動	587	0
1030	夜幕降臨	587	0
1031	大受歡迎	587	0
1032	小鳥依人	587	0
1033	戰國時代	587	0
1034	技術移民	587	0
1035	教育電視	587	0
1036	水利樞紐	587	1
1037	無可避免	587	0
1038	秋高氣爽	587	0
1039	簡單明瞭	587	0
1040	絮絮叨叨	587	0
1041	軍事委員	587	0
1042	呼呼大睡	586	0
1043	白衣天使	586	0
1044	眼皮底下	586	0
1045	製藥企業	586	0
1046	言行舉止	586	0
1047	詩詞歌賦	586	0
1048	領銜主演	586	0
1049	世貿中心	585	0
1050	九霄雲外	585	0
1051	五穀雜糧	585	0
1052	和平共處	585	0
1053	大失所望	585	1
1054	大家閨秀	585	0
1055	展望未來	585	0
1056	投票表決	585	0
1057	時刻準備	585	0
1058	深入探討	585	0
1059	矯形外科	585	0
1060	移情別戀	585	0
1061	節約用水	585	0
1062	冰山一角	584	0
1063	可視電話	584	0
1064	四處尋找	584	0
1065	德才兼備	584	1
1066	特派記者	584	0
1067	真心真意	584	0
1068	血吸蟲病	584	0
1069	通貨緊縮	584	0
1070	低俗之風	583	0
1071	初露鋒芒	583	0
1072	司法制度	583	0
1073	專業教育	583	0
1074	帕金森病	583	0
1075	後起之秀	583	1
1076	林芝地區	583	0
1077	無路可走	583	0
1078	獨來獨往	583	0
1079	細胞培養	583	0
1080	而立之年	583	0
1081	良苦用心	583	0
1082	趨之若鶩	583	0
1083	全體師生	582	0
1084	六道輪迴	582	0
1085	國會議員	582	0
1086	多管閒事	582	1
1087	女扮男裝	582	0
1088	富家子弟	582	0
1089	憨豆先生	582	0
1090	渾然天成	582	0
1091	示範單位	582	0
1092	第二產業	582	1
1093	維持秩序	582	0
1094	自下而上	582	0
1095	自作聰明	582	1
1096	上山下鄉	581	0
1097	不理不睬	581	0
1098	人體解剖	581	0
1099	前後左右	581	0
1100	另闢蹊徑	581	0
1101	女性主義	581	0
1102	必然結果	581	0
1103	文學評論	581	0
1104	瘋瘋癲癲	581	0
1105	百歲老人	581	0
1106	課外輔導	581	0
1107	豪言壯語	581	1
1108	遊牧民族	581	0
1109	阿特拉斯	581	0
1110	革命戰爭	581	0
1111	顧客至上	581	0
1112	饒有興趣	581	0
1113	齊聚一堂	581	0
1114	判若兩人	580	0
1115	咫尺天涯	580	0
1116	品味生活	580	0
1117	日久生情	580	0
1118	最低限度	580	0
1119	模擬信號	580	0
1120	獨當一面	580	1
1121	生態平衡	580	0
1122	真情流露	580	0
1123	苦心經營	580	0
1124	金光閃閃	580	1
1125	隨叫隨到	580	0
1126	人文科學	579	1
1127	國內貿易	579	0
1128	多種經營	579	0
1129	奇門遁甲	579	0
1130	思維敏捷	579	0
1131	成雙成對	579	0
1132	書香門第	579	0
1133	朝朝暮暮	579	1
1134	涉世未深	579	0
1135	濃墨重彩	579	0
1136	球墨鑄鐵	579	0
1137	生日派對	579	0
1138	萬有引力	579	1
1139	費盡心思	579	0
1140	逆反心理	579	0
1141	電腦病毒	579	0
1142	七十二變	578	0
1143	各取所需	578	0
1144	地方法院	578	0
1145	孿生兄弟	578	0
1146	投案自首	578	0
1147	數據接口	578	0
1148	有聲讀物	578	0
1149	歡喜冤家	578	0
1150	番茄紅素	578	0
1151	胡志明市	578	0
1152	諸子百家	578	0
1153	質量保障	578	0
1154	金戈鐵馬	578	0
1155	風流倜儻	578	0
1156	一線希望	577	0
1157	一錯再錯	577	0
1158	世態炎涼	577	0
1159	半胱氨酸	577	0
1160	國家機密	577	0
1161	新新人類	577	0
1162	無藥可救	577	0
1163	組織生活	577	1
1164	美夢成真	577	0
1165	聽不進去	577	0
1166	誤打誤撞	577	0
1167	重男輕女	577	0
1168	難以捉摸	577	0
1169	七年之癢	576	0
1170	三足鼎立	576	1
1171	世界市場	576	1
1172	切合實際	576	0
1173	四世同堂	576	0
1174	國家元首	576	0
1175	奪眶而出	576	0
1176	女權主義	576	0
1177	實至名歸	576	1
1178	救命恩人	576	0
1179	止跌回升	576	0
1180	深藏不露	576	0
1181	清澈見底	576	0
1182	渾水摸魚	576	1
