head	reason	batch_id
係	function_word	syn-top5000-b01-20260718
佢	proper_name_or_deixis	syn-top5000-b01-20260718
嘅	function_word	syn-top5000-b01-20260718
噉	function_word	syn-top5000-b01-20260718
咁	function_word	syn-top5000-b01-20260718
啲	function_word	syn-top5000-b01-20260718
咗	function_word	syn-top5000-b01-20260718
咩	function_word	syn-top5000-b01-20260718
喺	function_word	syn-top5000-b01-20260718
喇	function_word	syn-top5000-b01-20260718
嗰	function_word	syn-top5000-b01-20260718
喎	function_word	syn-top5000-b01-20260718
哋	function_word	syn-top5000-b01-20260718
隻	function_word	syn-top5000-b01-20260718
咪	function_word	syn-top5000-b01-20260718
囉	function_word	syn-top5000-b01-20260718
嘩	function_word	syn-top5000-b01-20260718
嘛	function_word	syn-top5000-b01-20260718
呵呵	function_word	syn-top5000-b01-20260718
沖	polysemous_no_stable_sense	syn-top5000-b01-20260718
屌	polysemous_no_stable_sense	syn-top5000-b01-20260718
噹	function_word	syn-top5000-b01-20260718
撚	polysemous_no_stable_sense	syn-top5000-b01-20260718
兩個	function_word	syn-top5000-b01-20260718
啤啤	function_word	syn-top5000-b01-20260718
啫	function_word	syn-top5000-b01-20260718
吖	function_word	syn-top5000-b01-20260718
五	polysemous_no_stable_sense	syn-top5000-b01-20260718
一次	function_word	syn-top5000-b01-20260718
依個	proper_name_or_deixis	syn-top5000-b01-20260718
搣	polysemous_no_stable_sense	syn-top5000-b01-20260718
我見	other_documented	syn-top5000-b01-20260718
妳	proper_name_or_deixis	syn-top5000-b01-20260718
貓	polysemous_no_stable_sense	syn-top5000-b01-20260718
楂	polysemous_no_stable_sense	syn-top5000-b01-20260718
誒	other_documented	syn-top5000-b01-20260718
啪	function_word	syn-top5000-b01-20260718
師姐	polysemous_no_stable_sense	syn-top5000-b01-20260718
六	polysemous_no_stable_sense	syn-top5000-b01-20260718
一日	function_word	syn-top5000-b01-20260718
成個	function_word	syn-top5000-b01-20260718
幾個	function_word	syn-top5000-b01-20260718
波波	function_word	syn-top5000-b01-20260718
嗚	function_word	syn-top5000-b01-20260718
鳩	function_word	syn-top5000-b01-20260718
餵	polysemous_no_stable_sense	syn-top5000-b01-20260718
喵	function_word	syn-top5000-b01-20260718
喱	function_word	syn-top5000-b01-20260718
嘅嘢	other_documented	syn-top5000-b01-20260718
曳	function_word	syn-top5000-b01-20260718
嚮	function_word	syn-top5000-b01-20260718
人生	polysemous_no_stable_sense	syn-top5000-b01-20260718
八	polysemous_no_stable_sense	syn-top5000-b01-20260718
英文	polysemous_no_stable_sense	syn-top5000-b01-20260718
轆	function_word	syn-top5000-b01-20260718
鐘	polysemous_no_stable_sense	syn-top5000-b01-20260718
大學	polysemous_no_stable_sense	syn-top5000-b01-20260718
闆	function_word	syn-top5000-b01-20260718
黑色	polysemous_no_stable_sense	syn-top5000-b01-20260718
仆街	other_documented	syn-top5000-b01-20260718
點會	other_documented	syn-top5000-b01-20260718
個位	function_word	syn-top5000-b01-20260718
琴	polysemous_no_stable_sense	syn-top5000-b01-20260718
哩個	proper_name_or_deixis	syn-top5000-b01-20260718
髮	polysemous_no_stable_sense	syn-top5000-b01-20260718
膊頭	polysemous_no_stable_sense	syn-top5000-b01-20260718
眼鏡	polysemous_no_stable_sense	syn-top5000-b01-20260718
身上	function_word	syn-top5000-b01-20260718
麵	polysemous_no_stable_sense	syn-top5000-b01-20260718
一段	function_word	syn-top5000-b01-20260718
噼	function_word	syn-top5000-b01-20260718
底褲	polysemous_no_stable_sense	syn-top5000-b01-20260718
碗	polysemous_no_stable_sense	syn-top5000-b01-20260718
