rank	head	essay_frequency	direct_syn_tails
3501	儀表堂堂	481	0
3502	初步設想	481	0
3503	口沫橫飛	481	0
3504	因式分解	481	0
3505	在商言商	481	0
3506	太空飛船	481	0
3507	婦人之仁	481	0
3508	揮霍無度	481	0
3509	有色人種	481	0
3510	深宅大院	481	1
3511	濟寧地區	481	0
3512	直系血親	481	0
3513	言之過早	481	0
3514	語氣助詞	481	1
3515	金口玉言	481	0
3516	鐘樓怪人	481	0
3517	閃爍其詞	481	0
3518	魚貫而出	481	0
3519	伊斯坦堡	480	0
3520	充要條件	480	1
3521	光纖接口	480	0
3522	加深印象	480	0
3523	四角號碼	480	0
3524	惡言相向	480	0
3525	懷璧其罪	480	0
3526	民族平等	480	0
3527	民脂民膏	480	1
3528	氣焰囂張	480	0
3529	海運公司	480	0
3530	異戊二烯	480	0
3531	相貌堂堂	480	0
3532	終年積雪	480	0
3533	罄竹難書	480	1
3534	羽翼豐滿	480	0
3535	良辰吉日	480	0
3536	行政會議	480	0
3537	言多必失	480	0
3538	逢高賣出	480	0
3539	風刀霜劍	480	0
3540	上皮組織	479	0
3541	主持正義	479	0
3542	人物描寫	479	0
3543	低音提琴	479	0
3544	孔武有力	479	0
3545	就地正法	479	0
3546	廣結善緣	479	0
3547	戰鬥意志	479	0
3548	手足情深	479	0
3549	有效數字	479	0
3550	氫氧化物	479	0
3551	沾不上邊	479	0
3552	無花果樹	479	0
3553	甜而不膩	479	0
3554	相對而坐	479	0
3555	糖醋里脊	479	0
3556	結束工作	479	0
3557	股四頭肌	479	0
3558	能上能下	479	0
3559	自然之友	479	0
3560	遺憾終生	479	0
3561	顏面掃地	479	0
3562	食色性也	479	0
3563	保定地區	478	0
3564	借腹生子	478	0
3565	傳輸控制	478	0
3566	兔死狐悲	478	1
3567	公共電話	478	0
3568	參考材料	478	0
3569	名譽博士	478	0
3570	婆羅門教	478	1
3571	尊師重道	478	0
3572	差分方程	478	0
3573	從頭做起	478	0
3574	掌握電腦	478	0
3575	有仇必報	478	0
3576	木薯澱粉	478	0
3577	正月初三	478	0
3578	殘花敗柳	478	0
3579	比翼齊飛	478	0
3580	清風徐來	478	0
3581	男耕女織	478	0
3582	癌症腫瘤	478	0
3583	直接經驗	478	0
3584	瞭若指掌	478	0
3585	終生伴侶	478	0
3586	自毀前程	478	0
3587	藤野先生	478	0
3588	訓導主任	478	0
3589	鬱鬱而終	478	0
3590	點到即止	478	0
3591	佛門弟子	477	0
3592	催眠狀態	477	0
3593	區域網絡	477	0
3594	基本詞彙	477	0
3595	奇風異俗	477	0
3596	學生手冊	477	0
3597	富貴逼人	477	0
3598	山巒起伏	477	0
3599	恩斷義絕	477	0
3600	手抓羊肉	477	0
3601	掩面而泣	477	0
3602	揭不開鍋	477	0
3603	摩卡咖啡	477	0
3604	擒賊擒王	477	0
3605	旁系血親	477	0
3606	歡聲雷動	477	0
3607	研磨材料	477	0
3608	窮兵黷武	477	1
3609	維護和平	477	0
3610	緩衝作用	477	0
3611	萬夫莫敵	477	0
3612	陶冶性情	477	0
3613	雞新城疫	477	0
3614	高級職務	477	0
3615	一桿進洞	476	0
3616	克里米亞	476	0
3617	十二地支	476	0
3618	大將之風	476	0
3619	天塌地陷	476	0
3620	奴隸制度	476	0
3621	放不下心	476	0
3622	春秋大夢	476	0
3623	火急火燎	476	0
3624	炎性反應	476	0
3625	物我兩忘	476	0
3626	立錐之地	476	1
3627	美國軍人	476	0
3628	羞於啓齒	476	0
3629	良藥苦口	476	0
3630	萬全之策	476	1
3631	萬用手冊	476	0
3632	鐵器時代	476	0
3633	香味撲鼻	476	0
3634	麥蓋提縣	476	0
3635	一時三刻	475	0
3636	七言絕句	475	0
3637	不乾不淨	475	0
3638	互相推諉	475	0
3639	供油系統	475	0
3640	元素符號	475	0
3641	入境簽證	475	0
3642	全權處理	475	0
3643	出錯信息	475	0
3644	千金要方	475	0
3645	君子協定	475	0
3646	基里巴斯	475	0
3647	幡然悔悟	475	0
3648	弗蘭西斯	475	0
3649	從輕發落	475	0
3650	心懷不滿	475	0
3651	政界人士	475	0
3652	木牛流馬	475	0
3653	此路不通	475	0
3654	歷史遺產	475	0
3655	死於安樂	475	0
3656	潑婦罵街	475	0
3657	瓊漿玉液	475	0
3658	當耳邊風	475	0
3659	眼神不好	475	0
3660	禁慾主義	475	0
3661	警報系統	475	0
3662	雙重國籍	475	0
3663	霍比特人	475	0
3664	高矮胖瘦	475	0
3665	麥克米蘭	475	0
3666	一妻多夫	474	0
3667	一舉成功	474	0
3668	一親芳澤	474	0
3669	不識泰山	474	0
3670	中法戰爭	474	0
3671	主打品牌	474	0
3672	價格標籤	474	0
3673	劣跡斑斑	474	0
3674	動物分類	474	0
3675	反托拉斯	474	0
3676	同出一轍	474	0
3677	單邊主義	474	0
3678	嘰哩咕嚕	474	0
3679	天人交戰	474	0
3680	專家評價	474	0
3681	廢銅爛鐵	474	0
3682	恃強凌弱	474	1
3683	日月如梭	474	1
3684	日行一善	474	0
3685	槓桿原理	474	0
3686	正月初二	474	0
3687	氣象學家	474	0
3688	油盡燈枯	474	0
3689	經天緯地	474	0
3690	談虎色變	474	1
3691	運城地區	474	0
3692	運算法則	474	0
3693	野外工作	474	1
3694	長途飛行	474	0
3695	難以抹去	474	0
3696	不知輕重	473	0
3697	威震天下	473	0
3698	家庭計劃	473	0
3699	富得流油	473	0
3700	怪力亂神	473	0
3701	感應電流	473	0
3702	有手有腳	473	0
3703	有礙觀瞻	473	0
3704	水上人家	473	0
3705	滑雪運動	473	0
3706	滿打滿算	473	0
3707	研製過程	473	0
3708	籠絡人心	473	0
3709	絕密文件	473	0
3710	茫然若失	473	0
3711	零度以下	473	0
3712	風流瀟灑	473	0
3713	骨科醫生	473	0
3714	三氯化鐵	472	0
3715	以馬內利	472	0
3716	各盡所能	472	0
3717	命不該絕	472	0
3718	嗜酒如命	472	0
3719	學習刻苦	472	0
3720	平庸之輩	472	0
3721	急性腸炎	472	0
3722	懸壺濟世	472	0
3723	文學運動	472	0
3724	文藝批評	472	0
3725	永無寧日	472	0
3726	海關人員	472	0
3727	與民同樂	472	0
3728	處事原則	472	0
3729	謹防假冒	472	0
3730	財運亨通	472	0
3731	辛丑條約	472	0
3732	逛來逛去	472	0
3733	閉卷考試	472	0
3734	順勢療法	472	0
3735	頭疼腦熱	472	0
3736	以賽亞書	471	0
3737	值回票價	471	0
3738	公共電視	471	0
3739	力大無比	471	0
3740	十二時辰	471	0
3741	呼來喝去	471	0
3742	啦啦隊員	471	0
3743	大同世界	471	0
3744	天理難容	471	0
3745	官僚作風	471	0
3746	性命攸關	471	0
3747	恢復名譽	471	0
3748	操勞過度	471	0
3749	桃色新聞	471	1
3750	民族運動	471	0
3751	江湖騙子	471	0
3752	法定貨幣	471	0
3753	無處可尋	471	0
3754	物質需要	471	0
3755	科研小組	471	0
3756	色厲內荏	471	0
3757	語義分析	471	0
3758	野生生物	471	0
3759	一無所得	470	0
3760	光電效應	470	0
3761	分辨是非	470	0
3762	劈波斬浪	470	0
3763	吱吱喳喳	470	0
3764	商業版本	470	0
3765	嵊泗列島	470	0
3766	廣開言路	470	0
3767	心臟衰竭	470	0
3768	戎馬生涯	470	0
3769	戴罪立功	470	1
3770	政治學家	470	0
3771	敢作敢當	470	0
3772	是非不分	470	0
3773	暮色蒼茫	470	0
3774	沙丁胺醇	470	0
3775	特殊護理	470	0
3776	生肖屬相	470	0
3777	男盜女娼	470	0
3778	發揮所長	470	0
3779	禮義廉恥	470	0
3780	節節上升	470	0
3781	見賢思齊	470	0
3782	販夫走卒	470	0
3783	輻射劑量	470	0
3784	農民階級	470	0
3785	造山運動	470	0
3786	野戰部隊	470	0
3787	黑芝麻糊	470	0
3788	不吵不鬧	469	0
3789	不良傾向	469	0
3790	女權運動	469	0
3791	好勇鬥狠	469	0
3792	慘遭毒手	469	0
3793	按步就班	469	0
3794	敗絮其中	469	0
3795	更高性能	469	0
3796	有求於人	469	0
3797	烏爾都語	469	0
3798	物理變化	469	1
3799	神態自若	469	0
3800	科學種田	469	0
3801	簡繁轉換	469	0
3802	自成一格	469	0
3803	酒過三巡	469	0
3804	面有難色	469	0
3805	首腦會晤	469	0
3806	上山下海	468	0
3807	不分伯仲	468	0
3808	五講四美	468	0
3809	人間喜劇	468	0
3810	伊利亞特	468	0
3811	六根清淨	468	0
3812	原核生物	468	0
3813	另謀出路	468	0
3814	合作無間	468	0
3815	國際法院	468	0
3816	外界壓力	468	0
3817	年老體衰	468	0
3818	批量購買	468	0
3819	擅離職守	468	0
3820	昂山素季	468	0
3821	桃花心木	468	0
3822	消毒藥水	468	0
3823	清點人數	468	0
3824	犬儒主義	468	0
3825	疏肝理氣	468	0
3826	白馬雪山	468	0
3827	目標地址	468	0
3828	空間探測	468	0
3829	競爭模式	468	0
3830	第二人稱	468	0
3831	經驗老到	468	0
3832	綾羅綢緞	468	0
3833	老神在在	468	0
3834	肌動蛋白	468	0
3835	自食惡果	468	0
3836	菲律賓語	468	0
3837	蓬蓽生輝	468	0
3838	逆轉錄酶	468	0
3839	選美皇后	468	0
3840	一決勝負	467	0
3841	三俠五義	467	0
3842	互相切磋	467	0
3843	付款條件	467	0
3844	傾囊相授	467	0
3845	兩虎相爭	467	0
3846	凌雲壯志	467	0
3847	初試啼聲	467	0
3848	大吐苦水	467	0
3849	天理不容	467	0
