head	reason	batch_id
巴膠	function_word	syn-top5000-b05-20260718
情人節	function_word	syn-top5000-b05-20260718
深處	polysemous_no_stable_sense	syn-top5000-b05-20260718
臭狐	function_word	syn-top5000-b05-20260718
不出	function_word	syn-top5000-b05-20260718
啡	function_word	syn-top5000-b05-20260718
射出	function_word	syn-top5000-b05-20260718
得滯	function_word	syn-top5000-b05-20260718
摑	function_word	syn-top5000-b05-20260718
收線	function_word	syn-top5000-b05-20260718
柒頭	function_word	syn-top5000-b05-20260718
迴	function_word	syn-top5000-b05-20260718
右上	function_word	syn-top5000-b05-20260718
兩點	function_word	syn-top5000-b05-20260718
嬴	function_word	syn-top5000-b05-20260718
雞雞	function_word	syn-top5000-b05-20260718
另一	function_word	syn-top5000-b05-20260718
捨	function_word	syn-top5000-b05-20260718
絲襪	polysemous_no_stable_sense	syn-top5000-b05-20260718
點呢	function_word	syn-top5000-b05-20260718
多得	function_word	syn-top5000-b05-20260718
眼甘甘	function_word	syn-top5000-b05-20260718
關我事	function_word	syn-top5000-b05-20260718
一如	function_word	syn-top5000-b05-20260718
下低	function_word	syn-top5000-b05-20260718
佈	function_word	syn-top5000-b05-20260718
前便	function_word	syn-top5000-b05-20260718
十二點	function_word	syn-top5000-b05-20260718
喥	function_word	syn-top5000-b05-20260718
嗰次	function_word	syn-top5000-b05-20260718
靚靚	function_word	syn-top5000-b05-20260718
車型	function_word	syn-top5000-b05-20260718
昇	function_word	syn-top5000-b05-20260718
琳	function_word	syn-top5000-b05-20260718
老味	function_word	syn-top5000-b05-20260718
肥妹	function_word	syn-top5000-b05-20260718
長得	function_word	syn-top5000-b05-20260718
兩下	function_word	syn-top5000-b05-20260718
得切	function_word	syn-top5000-b05-20260718
直落	function_word	syn-top5000-b05-20260718
虧佬	function_word	syn-top5000-b05-20260718
麻甩佬	function_word	syn-top5000-b05-20260718
下便	function_word	syn-top5000-b05-20260718
不知幾	function_word	syn-top5000-b05-20260718
唔多唔少	function_word	syn-top5000-b05-20260718
蛋蛋	function_word	syn-top5000-b05-20260718
酒精	polysemous_no_stable_sense	syn-top5000-b05-20260718
阿麗	function_word	syn-top5000-b05-20260718
話費	function_word	syn-top5000-b05-20260718
文件夾	function_word	syn-top5000-b05-20260718
九龍	function_word	syn-top5000-b05-20260718
人嚟	function_word	syn-top5000-b05-20260718
咕	function_word	syn-top5000-b05-20260718
扐	function_word	syn-top5000-b05-20260718
打畀	function_word	syn-top5000-b05-20260718
搖搖板	function_word	syn-top5000-b05-20260718
沙沙	function_word	syn-top5000-b05-20260718
眼定定	function_word	syn-top5000-b05-20260718
口交	function_word	syn-top5000-b05-20260718
叮叮	function_word	syn-top5000-b05-20260718
啤住	function_word	syn-top5000-b05-20260718
