rank	head	essay_frequency	direct_syn_tails
501	不懷好意	740	0
502	優先發展	740	0
503	東南西北	740	1
504	標點符號	740	1
505	節約能源	740	0
506	移動設備	738	0
507	精神面貌	738	0
508	男女平等	737	0
509	光合作用	736	1
510	勞動模範	735	1
511	換位思考	735	0
512	筋疲力盡	735	0
513	退伍軍人	735	0
514	馬列主義	735	1
515	喜新厭舊	734	1
516	天下無敵	734	0
517	閃閃發光	734	0
518	互相幫助	733	0
519	出版日期	733	0
520	審美疲勞	733	0
521	教育制度	733	0
522	不可抗力	732	0
523	不得其解	732	0
524	來電顯示	732	0
525	行雲流水	732	1
526	輕鬆愉快	732	0
527	重出江湖	731	0
528	黑客帝國	731	0
529	喃喃自語	730	0
530	有感而發	730	0
531	用武之地	730	1
532	優勝劣汰	729	0
533	功能模塊	729	0
534	泣不成聲	729	0
535	一脈相承	728	1
536	初來乍到	728	0
537	嶄露頭角	728	0
538	副總經理	727	0
539	慈善機構	725	0
540	自我介紹	725	0
541	上皮細胞	724	0
542	利益衝突	724	0
543	國際新聞	724	0
544	心理因素	724	0
545	昏昏沉沉	724	0
546	電視頻道	724	0
547	個人主義	723	1
548	初戀情人	722	0
549	環保意識	722	0
550	走馬觀花	722	0
551	出門在外	721	0
552	手提電腦	721	0
553	隱私政策	721	0
554	先決條件	720	1
555	民主監督	720	0
556	機動車輛	719	0
557	生不如死	719	0
558	辦事機構	719	0
559	退休年齡	719	0
560	公職人員	718	0
561	國家權力	718	0
562	專科學校	718	1
563	恐怖組織	718	0
564	樂在其中	718	0
565	若即若離	718	1
566	食慾不振	717	0
567	侃侃而談	716	0
568	周而復始	716	0
569	生生不息	716	1
570	用心良苦	716	0
571	儲蓄存款	715	0
572	從頭開始	715	0
573	木馬病毒	715	0
574	私有財產	715	0
575	種族歧視	715	1
576	糾纏不清	714	0
577	頭等大事	714	0
578	品學兼優	711	0
579	四方八面	711	0
580	地心吸力	711	0
581	如此一來	711	0
582	家庭主婦	711	0
583	聽唔入耳	711	0
584	閃閃縮縮	711	0
585	水土不服	710	0
586	憂患意識	709	0
587	業務水平	709	0
588	性情中人	708	0
589	經濟作物	708	1
590	超級女生	708	0
591	內心深處	707	0
592	逢年過節	707	1
593	色即是空	705	0
594	不失時機	704	0
595	公共事務	704	0
596	軍事訓練	704	0
597	一聲不吭	703	0
598	發明創造	703	0
599	八國聯軍	701	0
600	定期存款	701	0
601	當家作主	701	1
602	憤憤不平	700	0
603	衣食無憂	700	0
604	新生事物	699	0
605	晃晃悠悠	697	0
606	遮遮掩掩	697	0
607	帶薪休假	696	0
608	不得好死	695	0
609	不用客氣	695	0
610	國計民生	695	1
611	手足口病	695	0
612	日常用品	695	0
613	消費習慣	695	0
614	特異功能	695	0
615	科學精神	695	0
616	信用等級	693	0
617	科特迪瓦	692	0
618	自生自滅	692	0
619	遍地開花	692	0
620	總體目標	691	0
621	另當別論	690	0
622	崇洋媚外	690	0
623	貪污受賄	690	0
624	打情罵俏	689	0
625	仁者見仁	687	0
626	忍辱負重	687	0
627	成人教育	685	0
628	一言難盡	684	1
629	圖形界面	683	0
630	電氣工程	683	0
631	人文社科	681	0
632	以身相許	681	0
633	國營企業	679	0
634	毛絨玩具	679	0
635	環氧樹脂	679	1
636	電子工程	678	0
637	接觸不良	677	0
638	文具用品	677	0
639	勞逸結合	675	0
640	烏蘭察布	672	0
641	先進水平	670	0
642	暗箱操作	670	0
643	比較分析	669	0
644	再生能源	667	0
645	新聞週刊	667	0
646	國內生產	666	0
647	百獸之王	665	0
648	自我評價	665	0
649	面對現實	665	0
650	中國醫藥	664	0
651	誤人子弟	664	1
652	週邊設備	664	0
653	玻璃纖維	663	0
654	禽獸不如	663	0
655	精神分裂	663	0
656	與生俱來	663	0
657	腰椎間盤	662	0
658	現代文學	655	0
659	信號處理	654	0
660	家用電腦	654	0
661	軟件技術	654	0
662	突然之間	652	0
663	世界文化	651	0
664	漸行漸遠	649	0
665	第一夫人	648	0
666	同等學力	647	0
667	模擬考試	647	0
668	使用手冊	646	0
669	四門轎車	646	0
670	心肌梗死	646	0
671	牛郎織女	646	0
672	電子工業	646	0
673	全文檢索	644	0
674	失物招領	644	0
675	房屋中介	644	0
676	上綱上線	643	0
677	抑制作用	643	0
678	特約記者	643	0
679	有機玻璃	642	1
680	權利聲明	642	0
681	不可收拾	641	0
682	民主生活	641	0
683	生日蛋糕	641	0
684	流動資產	640	0
685	視頻點播	640	0
686	健健康康	639	0
687	會議展覽	639	0
688	家庭教師	638	0
689	俠盜飛車	637	0
690	辦公地址	637	0
691	馬可波羅	637	0
692	生涯規劃	636	0
693	世界貿易	635	0
