head	reason	batch_id
統一招生	other_documented	syn-len4-b06-20260718
肌膚之親	polysemous_no_stable_sense	syn-len4-b06-20260718
辣手摧花	cultural_no_binary	syn-len4-b06-20260718
陰盛陽衰	cultural_no_binary	syn-len4-b06-20260718
雕樑畫棟	other_documented	syn-len4-b06-20260718
電子貨幣	other_documented	syn-len4-b06-20260718
高檔服裝	other_documented	syn-len4-b06-20260718
以柔克剛	cultural_no_binary	syn-len4-b06-20260718
仰韶文化	proper_name_or_deixis	syn-len4-b06-20260718
守身如玉	cultural_no_binary	syn-len4-b06-20260718
成語典故	other_documented	syn-len4-b06-20260718
有進取心	other_documented	syn-len4-b06-20260718
牙牙學語	other_documented	syn-len4-b06-20260718
現在分詞	other_documented	syn-len4-b06-20260718
眼科醫生	other_documented	syn-len4-b06-20260718
老夫少妻	cultural_no_binary	syn-len4-b06-20260718
規定動作	other_documented	syn-len4-b06-20260718
靡靡之音	cultural_no_binary	syn-len4-b06-20260718
不進則退	cultural_no_binary	syn-len4-b06-20260718
仁者無敵	cultural_no_binary	syn-len4-b06-20260718
定向越野	other_documented	syn-len4-b06-20260718
常染色體	other_documented	syn-len4-b06-20260718
最小二乘	other_documented	syn-len4-b06-20260718
絡腮鬍子	other_documented	syn-len4-b06-20260718
翰林學士	proper_name_or_deixis	syn-len4-b06-20260718
隨時待命	other_documented	syn-len4-b06-20260718
一時糊塗	other_documented	syn-len4-b06-20260718
停戰協定	other_documented	syn-len4-b06-20260718
國際聯盟	proper_name_or_deixis	syn-len4-b06-20260718
巍然屹立	other_documented	syn-len4-b06-20260718
平津戰役	proper_name_or_deixis	syn-len4-b06-20260718
拉卜楞寺	proper_name_or_deixis	syn-len4-b06-20260718
業精於勤	cultural_no_binary	syn-len4-b06-20260718
滴酒不沾	other_documented	syn-len4-b06-20260718
知行合一	cultural_no_binary	syn-len4-b06-20260718
碎屍萬段	cultural_no_binary	syn-len4-b06-20260718
胃酸過多	other_documented	syn-len4-b06-20260718
膽鹼酯酶	other_documented	syn-len4-b06-20260718
