rank	head	essay_frequency	direct_syn_tails
2501	統一招生	518	0
2502	肌膚之親	518	0
2503	藏污納垢	518	0
2504	蹉跎歲月	518	1
2505	辣手摧花	518	0
2506	陰盛陽衰	518	0
2507	雕樑畫棟	518	1
2508	電子貨幣	518	0
2509	高檔服裝	518	0
2510	一哄而上	517	1
2511	乙型腦炎	517	0
2512	以柔克剛	517	0
2513	仰韶文化	517	0
2514	偷雞摸狗	517	1
2515	力大無窮	517	0
2516	堅決否認	517	0
2517	天色已晚	517	0
2518	守身如玉	517	1
2519	惰性氣體	517	0
2520	成語典故	517	0
2521	有進取心	517	0
2522	液體燃料	517	0
2523	牙牙學語	517	0
2524	現在分詞	517	0
2525	生死之交	517	0
2526	眼科醫生	517	0
2527	老夫少妻	517	0
2528	規定動作	517	0
2529	退役軍人	517	0
2530	重重包圍	517	0
2531	隻手遮天	517	0
2532	靡靡之音	517	0
2533	不論如何	516	0
2534	不進則退	516	0
2535	仁者無敵	516	0
2536	公共財產	516	0
2537	大發慈悲	516	0
2538	大聲喊叫	516	0
2539	定向越野	516	0
2540	常染色體	516	0
2541	撕破臉皮	516	0
2542	最小二乘	516	0
2543	死而無憾	516	0
2544	獨立精神	516	0
2545	知識寶庫	516	0
2546	絡腮鬍子	516	0
2547	翰林學士	516	0
2548	自動自發	516	0
2549	舊事重提	516	0
2550	軍官學校	516	0
2551	隨時待命	516	0
2552	一時糊塗	515	0
2553	交通擁擠	515	0
2554	停戰協定	515	0
2555	國際聯盟	515	0
2556	大便乾燥	515	0
2557	巍然屹立	515	0
2558	平津戰役	515	0
2559	心理學系	515	0
2560	拉卜楞寺	515	0
2561	指名道姓	515	0
2562	業精於勤	515	0
2563	滴酒不沾	515	0
2564	熱身運動	515	0
2565	知行合一	515	0
2566	碎屍萬段	515	0
2567	胃酸過多	515	0
2568	膽鹼酯酶	515	0
2569	薪火相傳	515	0
2570	血光之災	515	0
2571	語言訓練	515	0
2572	負荊請罪	515	0
2573	財政危機	515	1
