rank	head	essay_frequency	direct_syn_tails
1001	死心	3826	0
1002	流眼淚	3826	0
1003	用嚟	3826	0
1004	發洩	3826	0
1005	貴族	3826	0
1006	邊位	3826	0
1007	金色	3826	1
1008	阿仔	3826	0
1009	鬧交	3826	0
1010	看上去	3775	1
1011	存檔	3754	1
1012	庫存	3747	1
1013	兔子	3741	1
1014	單手	3737	0
1015	嗌交	3737	0
1016	四肢	3737	1
1017	壺	3737	1
1018	大大力	3737	0
1019	好眼	3737	0
1020	客服	3737	0
1021	小息	3737	0
1022	小隊	3737	0
1023	沙律	3737	0
1024	瘀	3737	0
1025	紋身	3737	0
1026	紫	3737	1
1027	肉酸	3737	0
1028	轉校	3737	0
1029	離家出走	3737	0
1030	眼裏	3722	1
1031	單元	3652	0
1032	兩粒	3648	0
1033	八月	3648	1
1034	反轉	3648	1
1035	坐監	3648	0
1036	姣	3648	0
1037	宗教	3648	1
1038	慳	3648	0
1039	我架	3648	0
1040	整到	3648	0
1041	正所謂	3648	0
1042	牠	3648	0
1043	睇穿	3648	0
1044	緣份	3648	0
1045	試問	3648	1
1046	開會	3648	0
1047	頸鍊	3648	0
1048	魚蛋	3648	0
1049	是以	3609	0
1050	國內外	3601	0
1051	考研	3565	1
1052	一腳踢	3559	0
1053	九月	3559	0
1054	傻豬	3559	0
1055	冇心	3559	0
1056	勢力	3559	1
1057	士多	3559	0
1058	好勁	3559	0
1059	娘親	3559	0
1060	市民	3559	1
1061	探員	3559	0
1062	步行	3559	1
1063	眼白白	3559	0
1064	等如	3559	0
1065	背住	3559	0
1066	荃灣	3559	0
1067	蔔	3559	0
1068	製	3559	0
1069	貢	3559	1
1070	輔導	3559	0
1071	追上	3559	0
1072	雞翼	3559	0
1073	測量	3552	1
1074	斑竹	3550	1
1075	得很	3529	0
1076	一本	3470	0
1077	乸	3470	0
1078	冷汗	3470	0
1079	合埋	3470	0
1080	咁滯	3470	0
1081	好地地	3470	0
1082	孭	3470	0
1083	小食	3470	0
1084	愈嚟愈	3470	0
1085	日出	3470	0
1086	日落	3470	0
1087	澈	3470	0
1088	甜筒	3470	0
1089	結他	3470	0
1090	翻到	3470	0
1091	識講	3470	0
1092	豬扒	3470	0
1093	跪低	3470	0
1094	銀仔	3470	0
1095	陰毛	3470	0
1096	高中	3470	0
1097	共有	3454	0
1098	輸入法	3442	0
1099	七七八八	3381	0
1100	人仔	3381	0
1101	初頭	3381	0
1102	勤力	3381	0
1103	十點	3381	0
1104	呱	3381	0
1105	咖	3381	0
1106	喃喃	3381	1
1107	嗰度	3381	0
1108	奸笑	3381	1
1109	急不及待	3381	0
1110	手指公	3381	0
1111	撻	3381	0
1112	極之	3381	0
1113	泳	3381	0
1114	狗公	3381	0
1115	瞇	3381	0
1116	花名	3381	0
1117	落力	3381	0
1118	薯仔	3381	0
1119	螯	3381	0
1120	變做	3381	0
1121	邊間	3381	0
1122	開燈	3381	0
1123	風水	3381	0
1124	髮型	3381	0
1125	炒作	3377	0
1126	最愛	3363	0
1127	研究所	3347	0
1128	做得	3343	0
1129	其他人	3336	0
1130	主頁	3296	1
1131	設計師	3295	0
1132	一嚟	3292	0
1133	侍應	3292	0
1134	勾起	3292	0
1135	反問	3292	1
1136	唔覺意	3292	0
1137	好靜	3292	0
1138	嫌棄	3292	1
1139	握手	3292	0
1140	晨早	3292	0
1141	有型	3292	0
1142	水族館	3292	0
1143	泥膠	3292	0
1144	生還	3292	0
1145	的而且確	3292	0
1146	聽聞	3292	0
1147	茶餐廳	3292	0
1148	薯片	3292	0
