head	reason	batch_id
無人	no_stable_near_synonym	syn-top5000-b02-20260718
一步	function_word	syn-top5000-b02-20260718
紮	function_word	syn-top5000-b02-20260718
下次	no_stable_near_synonym	syn-top5000-b02-20260718
呢種	function_word	syn-top5000-b02-20260718
錶	polysemous_no_stable_sense	syn-top5000-b02-20260718
一片	function_word	syn-top5000-b02-20260718
玻璃	polysemous_no_stable_sense	syn-top5000-b02-20260718
有人	no_stable_near_synonym	syn-top5000-b02-20260718
幾日	function_word	syn-top5000-b02-20260718
點都	function_word	syn-top5000-b02-20260718
一眼	function_word	syn-top5000-b02-20260718
嚟講	function_word	syn-top5000-b02-20260718
地圖	no_stable_near_synonym	syn-top5000-b02-20260718
點呀	function_word	syn-top5000-b02-20260718
講緊	no_stable_near_synonym	syn-top5000-b02-20260718
他們	function_word	syn-top5000-b02-20260718
畀人	no_stable_near_synonym	syn-top5000-b02-20260718
見過	no_stable_near_synonym	syn-top5000-b02-20260718
裡	function_word	syn-top5000-b02-20260718
咖啡	polysemous_no_stable_sense	syn-top5000-b02-20260718
只會	no_stable_near_synonym	syn-top5000-b02-20260718
入到	function_word	syn-top5000-b02-20260718
嗄	function_word	syn-top5000-b02-20260718
牙膏	polysemous_no_stable_sense	syn-top5000-b02-20260718
兜過	no_stable_near_synonym	syn-top5000-b02-20260718
帖子	polysemous_no_stable_sense	syn-top5000-b02-20260718
邊有	function_word	syn-top5000-b02-20260718
碌	function_word	syn-top5000-b02-20260718
將我	function_word	syn-top5000-b02-20260718
天使	no_stable_near_synonym	syn-top5000-b02-20260718
多嘢	function_word	syn-top5000-b02-20260718
講下	no_stable_near_synonym	syn-top5000-b02-20260718
正正	function_word	syn-top5000-b02-20260718
會話	no_stable_near_synonym	syn-top5000-b02-20260718
嚟㗎	function_word	syn-top5000-b02-20260718
上網	no_stable_near_synonym	syn-top5000-b02-20260718
啵	function_word	syn-top5000-b02-20260718
狼	polysemous_no_stable_sense	syn-top5000-b02-20260718
曱	function_word	syn-top5000-b02-20260718
甴	function_word	syn-top5000-b02-20260718
域名	polysemous_no_stable_sense	syn-top5000-b02-20260718
一場	function_word	syn-top5000-b02-20260718
吔	function_word	syn-top5000-b02-20260718
迷宮	polysemous_no_stable_sense	syn-top5000-b02-20260718
幾咁	function_word	syn-top5000-b02-20260718
鏈接	polysemous_no_stable_sense	syn-top5000-b02-20260718
盆	polysemous_no_stable_sense	syn-top5000-b02-20260718
結界	polysemous_no_stable_sense	syn-top5000-b02-20260718
頁面	polysemous_no_stable_sense	syn-top5000-b02-20260718
嘅話	function_word	syn-top5000-b02-20260718
得多	function_word	syn-top5000-b02-20260718
咭	function_word	syn-top5000-b02-20260718
甲蟲	polysemous_no_stable_sense	syn-top5000-b02-20260718
上便	function_word	syn-top5000-b02-20260718
百	function_word	syn-top5000-b02-20260718
多個	function_word	syn-top5000-b02-20260718
孖	function_word	syn-top5000-b02-20260718
點啊	function_word	syn-top5000-b02-20260718
