rank	head	essay_frequency	direct_syn_tails
3001	屍體解剖	499	0
3002	後會無期	499	0
3003	戒驕戒躁	499	0
3004	揚名立萬	499	0
3005	數理邏輯	499	0
3006	替身演員	499	0
3007	末日審判	499	0
3008	格林納達	499	0
3009	模糊邏輯	499	0
3010	淚水漣漣	499	0
3011	滿天繁星	499	0
3012	濫殺無辜	499	0
3013	舟車勞頓	499	0
3014	連哄帶騙	499	0
3015	遺傳信息	499	0
3016	開放系統	499	0
3017	顛倒過來	499	0
3018	一如往昔	498	0
3019	一眼看穿	498	0
3020	三寸金蓮	498	0
3021	人心難測	498	0
3022	健美運動	498	0
3023	入口即化	498	0
3024	出乎預料	498	0
3025	垂簾聽政	498	0
3026	大傷腦筋	498	0
3027	婷婷玉立	498	0
3028	崇高理想	498	0
3029	戰雲密佈	498	0
3030	掉頭就走	498	0
3031	民間習俗	498	0
3032	深情厚誼	498	0
3033	深表同情	498	0
3034	無可奉告	498	0
3035	獸性大發	498	0
3036	立地成佛	498	0
3037	肉食動物	498	0
3038	超前意識	498	0
3039	進行編程	498	0
3040	重新開機	498	0
3041	難以想像	498	0
3042	一池春水	497	0
3043	一語不發	497	0
3044	亂臣賊子	497	0
3045	人面獸心	497	1
3046	偶像崇拜	497	0
3047	兩把刷子	497	0
3048	勝任能力	497	0
3049	勤奮刻苦	497	0
3050	化學肥料	497	1
3051	名門世家	497	0
3052	國民大會	497	0
3053	地方國營	497	0
3054	基因改造	497	0
3055	多退少補	497	0
3056	天妒英才	497	0
3057	寒風刺骨	497	0
3058	幸運抽獎	497	0
3059	庖丁解牛	497	0
3060	慘遭殺害	497	0
3061	擁軍優屬	497	1
3062	晚節不保	497	0
3063	晨鐘暮鼓	497	0
3064	普利策獎	497	0
3065	毀譽參半	497	0
3066	民意測驗	497	0
3067	潔身自愛	497	0
3068	種子植物	497	0
3069	結業典禮	497	0
3070	羞愧難當	497	0
3071	肺結核病	497	0
3072	蓋棺定論	497	0
3073	課外作業	497	1
3074	論資排輩	497	0
3075	財產公證	497	0
3076	軍事顧問	497	0
3077	遮風避雨	497	0
3078	開業大吉	497	0
3079	風流成性	497	0
3080	馬爾康縣	497	0
3081	交叉火力	496	0
3082	兒孫滿堂	496	0
3083	全權代表	496	1
3084	冒冒失失	496	0
3085	反面人物	496	1
3086	可移植性	496	0
3087	姦夫淫婦	496	0
3088	字字珠璣	496	0
3089	小寫字母	496	0
3090	後繼無人	496	0
3091	心裏癢癢	496	0
3092	捏一把汗	496	0
3093	文學語言	496	1
3094	火中取栗	496	0
3095	烽煙四起	496	0
3096	無可限量	496	0
3097	生殺大權	496	0
3098	真誠待人	496	0
3099	連本帶利	496	0
3100	陽性反應	496	0
3101	電子網絡	496	0
3102	驕傲自大	496	0
3103	一世英名	495	0
3104	一己之私	495	0
3105	一言不合	495	0
3106	一驚一乍	495	0
3107	三級士官	495	0
3108	以理服人	495	1
3109	加大油門	495	0
3110	十三太保	495	0
3111	反咬一口	495	1
3112	和而不同	495	0
3113	嘻皮笑臉	495	0
3114	家庭地址	495	0
3115	小亞細亞	495	0
3116	小恩小惠	495	1
3117	心醉神迷	495	0
3118	懊悔不已	495	0
3119	打成平手	495	0
3120	數量分析	495	0
3121	晚期癌症	495	0
3122	格殺勿論	495	0
3123	桃紅柳綠	495	0
3124	民粹主義	495	0
3125	烽火連天	495	0
3126	無性繁殖	495	0
3127	無福消受	495	0
3128	煞有其事	495	0
3129	狗頭軍師	495	0
3130	直搗黃龍	495	0
3131	眉宇之間	495	0
3132	示例代碼	495	0
3133	積分方程	495	0
3134	自選動作	495	0
3135	萬分感激	495	0
3136	貫徹始終	495	0
3137	超前消費	495	0
3138	跪地求饒	495	0
3139	通俗讀物	495	0
3140	通商口岸	495	0
3141	難逃一死	495	0
3142	頭暈腦脹	495	0
3143	一語雙關	494	0
3144	世界大同	494	0
3145	並肩而行	494	0
3146	事到臨頭	494	0
3147	二級士官	494	0
3148	倒打一耙	494	1
3149	傻瓜相機	494	0
3150	尊姓大名	494	0
3151	尋死覓活	494	0
3152	從中作梗	494	0
3153	忽上忽下	494	0
3154	政黨政治	494	0
3155	教會學校	494	0
3156	活力充沛	494	0
3157	片言隻語	494	1
3158	菲律賓人	494	0
3159	警備司令	494	0
3160	順水人情	494	0
3161	骨牌效應	494	0
3162	一切就緒	493	0
3163	不法份子	493	0
3164	事隔多年	493	0
3165	人浮於事	493	0
3166	取得一致	493	0
3167	唱獨角戲	493	0
3168	域名搶注	493	0
3169	大展鴻圖	493	0
3170	奧匈帝國	493	0
3171	強加於人	493	0
3172	形跡可疑	493	0
3173	復活節島	493	0
3174	德智體美	493	0
3175	忍飢挨餓	493	0
3176	振振有辭	493	0
3177	殺人案件	493	0
3178	活血止痛	493	0
3179	瀟灑自如	493	0
3180	焚書坑儒	493	0
3181	牙科醫生	493	0
3182	生於憂患	493	0
3183	碩大無比	493	0
3184	緊密相聯	493	0
3185	羊入虎口	493	0
3186	自求多福	493	0
3187	財團法人	493	0
3188	起承轉合	493	0
3189	輸入系統	493	0
3190	魚香茄子	493	0
3191	一語成讖	492	0
3192	七分之一	492	0
3193	不識好歹	492	0
3194	人心不古	492	1
3195	內分泌腺	492	0
3196	公共道德	492	0
3197	動態更新	492	0
3198	后羿射日	492	0
3199	和平談判	492	1
3200	唏哩嘩啦	492	0
3201	啦啦隊長	492	0
3202	多重人格	492	0
3203	天地良心	492	0
3204	太陽能板	492	0
3205	小蘿蔔頭	492	0
3206	心腹大患	492	0
3207	恢復常態	492	0
3208	手寫識別	492	0
3209	技術援助	492	0
3210	提綱挈領	492	0
3211	收發短信	492	0
3212	望女成鳳	492	0
3213	構造運動	492	0
3214	橢圓曲線	492	0
3215	死到臨頭	492	0
3216	由表及裏	492	0
3217	疾馳而過	492	0
3218	真槍實彈	492	0
3219	稱霸世界	492	0
3220	突圍而出	492	0
3221	競爭產品	492	0
3222	第一世界	492	0
3223	萬丈光芒	492	0
3224	落地簽證	492	0
3225	血清蛋白	492	0
3226	身兼數職	492	0
3227	進退自如	492	0
3228	長平之戰	492	0
3229	開山鼻祖	492	0
3230	高等動物	492	0
3231	鳩佔鵲巢	492	0
3232	三岔路口	491	1
3233	不破不立	491	0
3234	事已至此	491	0
3235	人神共憤	491	0
3236	以卵擊石	491	0
3237	作風正派	491	0
3238	傷及無辜	491	0
3239	名門閨秀	491	0
3240	地方武裝	491	0
3241	外界影響	491	0
3242	多功能表	491	0
3243	多國部隊	491	0
3244	庭外和解	491	0
3245	心胸狹隘	491	0
3246	桌椅板凳	491	0
3247	熟門熟路	491	0
3248	狗血噴頭	491	0
3249	百萬雄師	491	0
3250	破敗不堪	491	0
3251	神經膠質	491	0
3252	紅色高棉	491	0
3253	肛門直腸	491	0
3254	證券經營	491	0
3255	不加掩飾	490	0
3256	二硫化碳	490	0
3257	人各有志	490	0
3258	以太網絡	490	0
3259	全球暖化	490	0
3260	圓錐曲線	490	0
3261	執政方式	490	0
3262	太陽活動	490	0
3263	專業組織	490	0
3264	怪石嶙峋	490	0
3265	戰術導彈	490	0
3266	扎魯特旗	490	0
3267	故作深沉	490	0
3268	故技重施	490	0
3269	有名有姓	490	0
3270	東巴文化	490	0
3271	次級貸款	490	0
3272	爭名奪利	490	1
3273	碧海青天	490	0
3274	稍遜一籌	490	0
3275	繡花枕頭	490	1
3276	落葉喬木	490	0
