rank	head	essay_frequency	direct_syn_tails
801	差佬	4894	0
802	巴膠	4894	0
803	情人節	4894	0
804	晚晚	4894	0
805	櫃桶	4894	0
806	每晚	4894	1
807	深處	4894	1
808	理智	4894	0
809	秩序	4894	0
810	臭狐	4894	0
811	講聲	4894	0
812	起嚟	4894	0
813	適應	4894	1
814	重啓	4843	0
815	不出	4805	0
816	分分鐘	4805	0
817	初初	4805	0
818	加埋	4805	0
819	啡	4805	0
820	射出	4805	0
821	得滯	4805	0
822	手套	4805	0
823	手指尾	4805	0
824	摑	4805	0
825	收線	4805	0
826	柒頭	4805	0
827	睇見	4805	0
828	落堂	4805	0
829	跑車	4805	1
830	迴	4805	0
831	一天	4716	0
832	右上	4716	0
833	嗰晚	4716	0
834	放榜	4716	0
835	樣衰	4716	0
836	沿途	4716	1
837	細粒	4716	0
838	膠布	4716	1
839	車仔	4716	0
840	偷食	4627	0
841	兩點	4627	1
842	嬴	4627	0
843	專登	4627	0
844	恤衫	4627	0
845	樣貌	4627	0
846	直行	4627	0
847	螢幕	4627	0
848	貨倉	4627	0
849	郵局	4627	1
850	雞雞	4627	0
851	接下來	4623	1
852	另一	4551	0
853	今時今日	4538	0
854	包住	4538	0
855	吸塵機	4538	0
856	捨	4538	0
857	擺明	4538	0
858	筷子	4538	1
859	絲襪	4538	0
860	聲線	4538	0
861	舖頭	4538	0
862	那些	4538	1
863	點呢	4538	0
864	一般人	4449	0
865	叫停	4449	0
866	巴士站	4449	0
867	得人驚	4449	0
868	打人	4449	0
869	攬實	4449	0
870	有嘢	4449	0
871	死者	4449	1
872	牛油	4449	0
873	神父	4449	1
874	聽晚	4449	0
875	蕉	4449	1
876	話唔定	4449	0
877	身旁	4449	1
878	隨心	4449	0
879	低聲	4360	0
880	多得	4360	0
881	夾住	4360	0
882	好多人	4360	0
883	新抱	4360	0
884	早知	4360	0
885	權利	4360	1
886	眼甘甘	4360	0
887	質素	4360	0
888	關我事	4360	0
889	發貨	4346	0
890	構建	4342	0
891	欄目	4292	0
892	一如	4271	0
893	下低	4271	0
894	不再	4271	1
895	佈	4271	0
896	八卦	4271	0
897	八爪魚	4271	0
898	制度	4271	1
899	前便	4271	0
900	十二點	4271	0
901	可能性	4271	1
902	喥	4271	0
903	嗰次	4271	0
904	好多時	4271	0
905	收銀	4271	0
906	每人	4271	1
907	睡衣	4271	1
908	花灑	4271	0
909	話事	4271	0
910	陪住	4271	0
911	靚靚	4271	0
912	車型	4212	0
913	世紀	4182	1
914	凳仔	4182	0
915	嘈交	4182	0
916	因住	4182	0
917	埋位	4182	0
918	大隻佬	4182	0
919	揹	4182	0
920	收聲	4182	0
921	昇	4182	0
922	有講有笑	4182	0
923	琳	4182	1
924	紅蘿蔔	4182	1
925	老味	4182	0
926	肥妹	4182	0
927	起勢	4182	0
928	醜樣	4182	0
929	門鐘	4182	0
930	鬆一口氣	4182	0
931	長得	4107	0
932	兩下	4093	0
933	冷衫	4093	0
934	匿埋	4093	0
935	好耐	4093	0
936	廁紙	4093	0
937	得切	4093	0
938	手錶	4093	1
939	捉實	4093	0
940	枕	4093	1
941	男神	4093	0
942	直程	4093	0
943	直落	4093	0
944	相識	4093	0
945	耳機	4093	1
946	虧佬	4093	0
947	近排	4093	0
948	除衫	4093	0
949	麻甩佬	4093	0
950	點睇	4093	0
951	補丁	4087	0
952	三文治	4004	0
953	下便	4004	0
954	不知幾	4004	0
955	唔多唔少	4004	0
956	執起	4004	0
957	對門	4004	1
958	怪獸	4004	0
959	打圈	4004	0
960	殺人	4004	0
961	毛蟲	4004	1
962	無端端	4004	0
963	生仔	4004	0
964	草叢	4004	1
965	落街	4004	0
966	蛋蛋	4004	0
967	負面	4004	1
968	過份	4004	0
969	酒精	4004	1
970	阿麗	4004	0
971	審計	3975	1
972	話費	3975	1
973	稍等	3971	0
974	文件夾	3934	0
975	下一個	3915	0
976	九龍	3915	0
977	人嚟	3915	0
978	共鳴	3915	1
979	剩返	3915	0
980	各種	3915	0
981	咕	3915	0
982	回歸	3915	0
983	小矮人	3915	0
984	扐	3915	0
985	打畀	3915	0
986	搖搖板	3915	0
987	未夠	3915	0
988	沙沙	3915	1
989	眼定定	3915	0
990	立法	3915	1
991	總部	3915	1
992	閉上	3915	0
993	傻佬	3826	0
994	冇幾耐	3826	0
995	口交	3826	0
996	叮叮	3826	0
997	呷醋	3826	0
998	啤住	3826	0
999	壓住	3826	0
1000	望下	3826	0
