rank	head	essay_frequency	direct_syn_tails
4501	銅管樂器	443	0
4502	長期共存	443	0
4503	養兵千日	443	0
4504	一般常識	442	0
4505	一長一短	442	0
4506	人力車夫	442	0
4507	全黨全軍	442	0
4508	公共責任	442	0
4509	勞動對象	442	0
4510	十字街口	442	0
4511	半坡遺址	442	0
4512	印度斯坦	442	0
4513	同性相斥	442	0
4514	地下鐵路	442	0
4515	婦道人家	442	1
4516	思路敏捷	442	0
4517	支付不起	442	0
4518	民族形式	442	1
4519	泰米爾語	442	0
4520	甲骨文字	442	0
4521	票房毒藥	442	0
4522	積極反應	442	0
4523	管理接口	442	0
4524	象牙海岸	442	0
4525	貓鼠遊戲	442	0
4526	貨幣主義	442	0
4527	間接證據	442	0
4528	七言律詩	441	0
4529	上天無路	441	0
4530	不宣而戰	441	0
4531	世貿大樓	441	0
4532	五言絕句	441	0
4533	低迷不振	441	0
4534	何足掛齒	441	0
4535	大陸漂移	441	0
4536	年度大會	441	0
4537	忙進忙出	441	0
4538	怵目驚心	441	0
4539	扣式電池	441	0
4540	捅馬蜂窩	441	0
4541	斯科普里	441	0
4542	樂觀其成	441	0
4543	正確路線	441	0
4544	永久和平	441	0
4545	流星趕月	441	0
4546	混合模型	441	0
4547	皇恩浩蕩	441	0
4548	純粹數學	441	0
4549	行個方便	441	0
4550	財產價值	441	0
4551	賬房先生	441	0
4552	軍事學校	441	0
4553	重量單位	441	0
4554	雪泥鴻爪	441	0
4555	霹靂啪啦	441	0
4556	首映典禮	441	0
4557	並行程序	440	0
4558	偶聯反應	440	0
4559	分解作用	440	0
4560	反璞歸真	440	0
4561	天星碼頭	440	0
4562	學校同學	440	0
4563	小國寡民	440	0
4564	層層包圍	440	0
4565	惡語傷人	440	0
4566	改良品種	440	0
4567	斷裂強度	440	0
4568	望而興嘆	440	0
4569	氣體燃料	440	0
4570	滄海遺珠	440	0
4571	環境損害	440	0
4572	神色自若	440	0
4573	稱霸全球	440	0
4574	聖地牙哥	440	0
4575	菲力牛排	440	0
4576	酒酣耳熱	440	0
4577	長袍馬褂	440	0
4578	防風固沙	440	0
4579	頭昏目眩	440	0
4580	頭腦清楚	440	0
4581	五聲音階	439	0
4582	人才外流	439	0
4583	伉儷情深	439	0
4584	倉皇出逃	439	0
4585	入門課程	439	0
4586	共商大計	439	0
4587	分子雜交	439	0
4588	如火如茶	439	0
4589	密切相連	439	0
4590	授人以柄	439	0
4591	斷袖之癖	439	0
4592	獨攬大權	439	0
4593	看不習慣	439	0
4594	解析函數	439	0
4595	赫耳墨斯	439	0
4596	身負重任	439	0
4597	逆風而行	439	0
4598	開始以前	439	0
4599	三足金烏	438	0
4600	不值一文	438	0
4601	不定冠詞	438	0
4602	五言律詩	438	0
4603	交變電流	438	0
4604	人贓俱獲	438	0
4605	剖腹自殺	438	0
4606	品格高尚	438	0
4607	多重選擇	438	0
4608	大氣壓強	438	0
4609	嫁狗隨狗	438	0
4610	微細加工	438	0
4611	排泄系統	438	0
4612	海上運動	438	0
4613	獨裁政權	438	0
4614	琴瑟和鳴	438	0
4615	立體照片	438	0
4616	絕食抗議	438	0
4617	經院哲學	438	0
4618	贛州地區	438	0
4619	辯證邏輯	438	1
4620	鏡像站點	438	0
4621	黃花梨木	438	0
4622	伽瑪射線	437	0
4623	克己復禮	437	0
4624	內江地區	437	0
4625	升斗小民	437	0
4626	原核細胞	437	0
4627	多子多福	437	0
4628	將門虎子	437	0
4629	拖延戰術	437	0
4630	敵我矛盾	437	0
4631	春秋繁露	437	0
4632	神經毒素	437	0
4633	簡單勞動	437	0
4634	紫外線光	437	0
4635	羥基丁酸	437	0
4636	羥自由基	437	0
4637	舐犢情深	437	0
4638	虎皮鸚鵡	437	0
4639	西撒哈拉	437	0
4640	變分原理	437	0
4641	起重葫蘆	437	0
4642	身歷其境	437	0
4643	銅器時代	437	0
4644	首尾相接	437	0
4645	高能粒子	437	0
4646	一般情形	436	0
4647	三跪九叩	436	0
4648	久病成醫	436	0
4649	克己奉公	436	1
4650	兩棲作戰	436	0
4651	加足馬力	436	0
4652	包打天下	436	0
4653	另眼相待	436	0
4654	夫妻反目	436	0
4655	妙想天開	436	0
4656	延安地區	436	0
4657	心存不滿	436	0
4658	感應線圈	436	0
4659	排列次序	436	0
4660	擁兵自重	436	0
4661	白日見鬼	436	0
4662	礦物燃料	436	0
4663	統一資源	436	0
4664	落落寡歡	436	0
4665	貴族身份	436	0
4666	費利克斯	436	0
4667	軍事部門	436	0
4668	輿論調查	436	0
4669	鎮江地區	436	0
4670	隱形飛機	436	0
4671	麥芽糖醇	436	0
4672	丟盔卸甲	435	0
4673	亦莊亦諧	435	0
4674	保持原貌	435	0
4675	公共假期	435	0
4676	共和政體	435	0
4677	口頭文學	435	1
4678	形勢逼人	435	0
4679	忠君愛國	435	0
4680	慎重其事	435	0
4681	撒馬爾罕	435	0
4682	濫伐林木	435	0
4683	究其根源	435	0
4684	精子密度	435	0
4685	耗時耗力	435	0
4686	肝膽俱裂	435	0
4687	舊約全書	435	0
4688	過境簽證	435	0
4689	違禁藥品	435	0
4690	項上人頭	435	0
4691	餓虎撲食	435	0
4692	高麗王朝	435	0
4693	一般狀況	434	0
4694	人五人六	434	0
4695	人道精神	434	0
4696	偷食禁果	434	0
4697	勻速運動	434	0
4698	半明半暗	434	0
4699	啓動技術	434	0
4700	四平地區	434	0
4701	地靈人傑	434	1
4702	工科學生	434	0
4703	後進先出	434	0
4704	有損壓縮	434	0
4705	橫幅標語	434	0
4706	永久磁鐵	434	1
4707	浩氣長存	434	0
4708	消費基金	434	0
4709	疑問代詞	434	0
4710	疲勞轟炸	434	0
4711	細微末節	434	0
4712	絕對地址	434	0
4713	總務主任	434	0
4714	罪不可赦	434	0
4715	良家女子	434	0
4716	造成問題	434	0
4717	重新統一	434	0
4718	開會時間	434	0
4719	雜食動物	434	0
4720	魂飛天外	434	0
4721	魚肉百姓	434	0
4722	上陣殺敵	433	0
4723	互有勝負	433	0
4724	互致問候	433	0
4725	代罪羔羊	433	0
4726	傳真發送	433	0
4727	冰上運動	433	0
4728	勇冠三軍	433	0
4729	半機械化	433	0
4730	同盟條約	433	0
4731	地主家庭	433	0
4732	多嘴多舌	433	0
4733	失信於人	433	0
4734	奇文共賞	433	1
4735	孰能無過	433	0
4736	少管閒事	433	0
4737	愧不敢當	433	0
4738	教導有方	433	0
4739	日光浴室	433	0
4740	有失身份	433	0
4741	樹上開花	433	0
4742	無則加勉	433	0
4743	眉目清秀	433	0
4744	知情不報	433	0
4745	空氣取樣	433	0
4746	股票代號	433	0
4747	誤上賊船	433	0
4748	軍事機構	433	0
4749	避避風頭	433	0
4750	開門揖盜	433	1
4751	驕兵必敗	433	0
4752	黑白不分	433	0
4753	不加選擇	432	0
4754	事務律師	432	0
4755	侵蝕作用	432	0
4756	公民義務	432	0
4757	出入平安	432	0
4758	四輪馬車	432	0
4759	失道寡助	432	1
4760	女繼承人	432	0
4761	婚喪喜慶	432	0
4762	婚生子女	432	0
4763	孝子賢孫	432	1
4764	客觀真理	432	0
4765	尋根問底	432	0
4766	巢湖地區	432	0
4767	拼花地板	432	0
4768	新人新事	432	0
4769	淺斟低唱	432	0
4770	漁人之利	432	1
4771	神智清醒	432	0
4772	結社自由	432	0
4773	聖母教堂	432	0
4774	胸腺嘧啶	432	0
4775	薩拉曼卡	432	0
4776	虧本出售	432	0
4777	逗人喜愛	432	0
4778	遠隔重洋	432	0
4779	陰陰沉沉	432	0
4780	不急不徐	431	0
4781	信陽地區	431	0
4782	傀儡政權	431	0
4783	可多可少	431	0
4784	大專學生	431	0
4785	導彈潛艇	431	0
4786	愛人如己	431	0
4787	慷慨就義	431	0
4788	應變措施	431	0
4789	海關官員	431	0
4790	漢坦病毒	431	0
4791	無遠弗屆	431	0
4792	皇天后土	431	0
4793	萬頃碧波	431	0
4794	過時不候	431	0
4795	邪不勝正	431	0
4796	陸海空軍	431	0
4797	離情別緒	431	0
4798	鬧鈴時鐘	431	0
4799	上中下游	430	0
4800	不孝有三	430	0
4801	了無新意	430	0
4802	五卅運動	430	1
4803	再造手術	430	0
4804	加冕典禮	430	0
4805	同氣連枝	430	0
4806	大漢民族	430	0
4807	孟加拉語	430	0
4808	孤立主義	430	0
4809	實不相瞞	430	0
4810	實況錄音	430	0
4811	寬宏大度	430	0
4812	強迫觀念	430	0
4813	後事之師	430	0
4814	支付得起	430	0
4815	政治避難	430	0
4816	深耕細作	430	1
4817	滿口髒話	430	0
4818	狼多肉少	430	0
4819	福壽雙全	430	0
4820	苦難深重	430	0
4821	西班牙港	430	0
4822	阿米巴病	430	0
4823	革命意志	430	0
4824	一哄而起	429	1
4825	上流人士	429	0
4826	人民起義	429	0
4827	位極人臣	429	0
4828	典型調查	429	0
4829	分形幾何	429	0
4830	反射療法	429	0
4831	各執己見	429	0
4832	國外貿易	429	0
4833	士農工商	429	0
4834	專心一意	429	0
4835	找不自在	429	0
4836	楚漢戰爭	429	0
4837	樂山地區	429	0
4838	滅門之禍	429	0
4839	狀態參數	429	0
4840	禁止停車	429	0
4841	窮於應付	429	0
4842	見馬克思	429	0
4843	警民衝突	429	0
4844	踏青賞花	429	0
4845	身心交瘁	429	0
4846	道德認識	429	0
4847	金融風波	429	0
4848	釣魚執法	429	0
4849	電磁理論	429	0
4850	高風險區	429	0
4851	魯莽行事	429	0
4852	人窮志短	428	0
4853	偶然之間	428	0
4854	動刀動槍	428	0
4855	參差錯落	428	0
4856	唱空城計	428	0
4857	奏鳴曲式	428	0
4858	山高水遠	428	0
4859	後西遊記	428	0
4860	從有到無	428	0
4861	未能免俗	428	0
4862	東坡肘子	428	0
4863	歸根究底	428	1
4864	獨身生活	428	0
4865	生物測定	428	0
4866	真皮組織	428	0
4867	自有公論	428	0
4868	行蹤不明	428	0
4869	觀察入微	428	0
