head	reason	batch_id
養兵千日	cultural_no_binary	syn-len4-b10-20260718
一長一短	polysemous_no_stable_sense	syn-len4-b10-20260718
全黨全軍	cultural_no_binary	syn-len4-b10-20260718
公共責任	other_documented	syn-len4-b10-20260718
勞動對象	other_documented	syn-len4-b10-20260718
半坡遺址	proper_name_or_deixis	syn-len4-b10-20260718
印度斯坦	proper_name_or_deixis	syn-len4-b10-20260718
同性相斥	cultural_no_binary	syn-len4-b10-20260718
支付不起	polysemous_no_stable_sense	syn-len4-b10-20260718
民族形式	other_documented	syn-len4-b10-20260718
泰米爾語	proper_name_or_deixis	syn-len4-b10-20260718
票房毒藥	cultural_no_binary	syn-len4-b10-20260718
積極反應	other_documented	syn-len4-b10-20260718
管理接口	other_documented	syn-len4-b10-20260718
象牙海岸	proper_name_or_deixis	syn-len4-b10-20260718
貓鼠遊戲	cultural_no_binary	syn-len4-b10-20260718
貨幣主義	other_documented	syn-len4-b10-20260718
不宣而戰	other_documented	syn-len4-b10-20260718
世貿大樓	proper_name_or_deixis	syn-len4-b10-20260718
大陸漂移	other_documented	syn-len4-b10-20260718
忙進忙出	other_documented	syn-len4-b10-20260718
扣式電池	other_documented	syn-len4-b10-20260718
斯科普里	proper_name_or_deixis	syn-len4-b10-20260718
樂觀其成	cultural_no_binary	syn-len4-b10-20260718
正確路線	other_documented	syn-len4-b10-20260718
永久和平	other_documented	syn-len4-b10-20260718
流星趕月	cultural_no_binary	syn-len4-b10-20260718
混合模型	other_documented	syn-len4-b10-20260718
皇恩浩蕩	cultural_no_binary	syn-len4-b10-20260718
純粹數學	other_documented	syn-len4-b10-20260718
財產價值	other_documented	syn-len4-b10-20260718
重量單位	other_documented	syn-len4-b10-20260718
雪泥鴻爪	cultural_no_binary	syn-len4-b10-20260718
並行程序	other_documented	syn-len4-b10-20260718
偶聯反應	other_documented	syn-len4-b10-20260718
天星碼頭	proper_name_or_deixis	syn-len4-b10-20260718
小國寡民	cultural_no_binary	syn-len4-b10-20260718
改良品種	other_documented	syn-len4-b10-20260718
斷裂強度	other_documented	syn-len4-b10-20260718
氣體燃料	other_documented	syn-len4-b10-20260718
滄海遺珠	cultural_no_binary	syn-len4-b10-20260718
環境損害	other_documented	syn-len4-b10-20260718
聖地牙哥	proper_name_or_deixis	syn-len4-b10-20260718
酒酣耳熱	cultural_no_binary	syn-len4-b10-20260718
長袍馬褂	cultural_no_binary	syn-len4-b10-20260718
防風固沙	other_documented	syn-len4-b10-20260718
五聲音階	other_documented	syn-len4-b10-20260718
人才外流	other_documented	syn-len4-b10-20260718
共商大計	cultural_no_binary	syn-len4-b10-20260718
分子雜交	other_documented	syn-len4-b10-20260718
授人以柄	cultural_no_binary	syn-len4-b10-20260718
斷袖之癖	cultural_no_binary	syn-len4-b10-20260718
看不習慣	polysemous_no_stable_sense	syn-len4-b10-20260718
解析函數	other_documented	syn-len4-b10-20260718
赫耳墨斯	proper_name_or_deixis	syn-len4-b10-20260718
開始以前	polysemous_no_stable_sense	syn-len4-b10-20260718
三足金烏	proper_name_or_deixis	syn-len4-b10-20260718
不定冠詞	other_documented	syn-len4-b10-20260718
多重選擇	other_documented	syn-len4-b10-20260718
嫁狗隨狗	cultural_no_binary	syn-len4-b10-20260718
微細加工	other_documented	syn-len4-b10-20260718
海上運動	other_documented	syn-len4-b10-20260718
立體照片	other_documented	syn-len4-b10-20260718
經院哲學	other_documented	syn-len4-b10-20260718
贛州地區	proper_name_or_deixis	syn-len4-b10-20260718
辯證邏輯	other_documented	syn-len4-b10-20260718
黃花梨木	other_documented	syn-len4-b10-20260718
克己復禮	cultural_no_binary	syn-len4-b10-20260718
內江地區	proper_name_or_deixis	syn-len4-b10-20260718
原核細胞	other_documented	syn-len4-b10-20260718
多子多福	cultural_no_binary	syn-len4-b10-20260718
將門虎子	cultural_no_binary	syn-len4-b10-20260718
敵我矛盾	other_documented	syn-len4-b10-20260718
春秋繁露	proper_name_or_deixis	syn-len4-b10-20260718
神經毒素	other_documented	syn-len4-b10-20260718
簡單勞動	other_documented	syn-len4-b10-20260718
羥基丁酸	other_documented	syn-len4-b10-20260718
羥自由基	other_documented	syn-len4-b10-20260718
舐犢情深	cultural_no_binary	syn-len4-b10-20260718
虎皮鸚鵡	proper_name_or_deixis	syn-len4-b10-20260718
西撒哈拉	proper_name_or_deixis	syn-len4-b10-20260718
變分原理	other_documented	syn-len4-b10-20260718
起重葫蘆	other_documented	syn-len4-b10-20260718
首尾相接	other_documented	syn-len4-b10-20260718
高能粒子	other_documented	syn-len4-b10-20260718
三跪九叩	cultural_no_binary	syn-len4-b10-20260718
久病成醫	cultural_no_binary	syn-len4-b10-20260718
克己奉公	cultural_no_binary	syn-len4-b10-20260718
兩棲作戰	other_documented	syn-len4-b10-20260718
包打天下	cultural_no_binary	syn-len4-b10-20260718
夫妻反目	other_documented	syn-len4-b10-20260718
延安地區	proper_name_or_deixis	syn-len4-b10-20260718
感應線圈	other_documented	syn-len4-b10-20260718
擁兵自重	cultural_no_binary	syn-len4-b10-20260718
白日見鬼	cultural_no_binary	syn-len4-b10-20260718
統一資源	other_documented	syn-len4-b10-20260718
費利克斯	proper_name_or_deixis	syn-len4-b10-20260718
軍事部門	other_documented	syn-len4-b10-20260718
鎮江地區	proper_name_or_deixis	syn-len4-b10-20260718
隱形飛機	other_documented	syn-len4-b10-20260718
麥芽糖醇	proper_name_or_deixis	syn-len4-b10-20260718
亦莊亦諧	cultural_no_binary	syn-len4-b10-20260718
口頭文學	other_documented	syn-len4-b10-20260718
形勢逼人	cultural_no_binary	syn-len4-b10-20260718
忠君愛國	cultural_no_binary	syn-len4-b10-20260718
撒馬爾罕	proper_name_or_deixis	syn-len4-b10-20260718
精子密度	other_documented	syn-len4-b10-20260718
耗時耗力	other_documented	syn-len4-b10-20260718
舊約全書	proper_name_or_deixis	syn-len4-b10-20260718
過境簽證	other_documented	syn-len4-b10-20260718
項上人頭	cultural_no_binary	syn-len4-b10-20260718
餓虎撲食	cultural_no_binary	syn-len4-b10-20260718
高麗王朝	proper_name_or_deixis	syn-len4-b10-20260718
人五人六	cultural_no_binary	syn-len4-b10-20260718
偷食禁果	cultural_no_binary	syn-len4-b10-20260718
勻速運動	other_documented	syn-len4-b10-20260718
半明半暗	other_documented	syn-len4-b10-20260718
啓動技術	other_documented	syn-len4-b10-20260718
四平地區	proper_name_or_deixis	syn-len4-b10-20260718
工科學生	other_documented	syn-len4-b10-20260718
後進先出	other_documented	syn-len4-b10-20260718
有損壓縮	other_documented	syn-len4-b10-20260718
永久磁鐵	other_documented	syn-len4-b10-20260718
浩氣長存	cultural_no_binary	syn-len4-b10-20260718
消費基金	other_documented	syn-len4-b10-20260718
疑問代詞	other_documented	syn-len4-b10-20260718
疲勞轟炸	other_documented	syn-len4-b10-20260718
絕對地址	other_documented	syn-len4-b10-20260718
總務主任	other_documented	syn-len4-b10-20260718
造成問題	cultural_no_binary	syn-len4-b10-20260718
開會時間	other_documented	syn-len4-b10-20260718
雜食動物	other_documented	syn-len4-b10-20260718
上陣殺敵	cultural_no_binary	syn-len4-b10-20260718
傳真發送	other_documented	syn-len4-b10-20260718
冰上運動	other_documented	syn-len4-b10-20260718
勇冠三軍	cultural_no_binary	syn-len4-b10-20260718
半機械化	other_documented	syn-len4-b10-20260718
地主家庭	other_documented	syn-len4-b10-20260718
奇文共賞	cultural_no_binary	syn-len4-b10-20260718
孰能無過	cultural_no_binary	syn-len4-b10-20260718
少管閒事	cultural_no_binary	syn-len4-b10-20260718
愧不敢當	cultural_no_binary	syn-len4-b10-20260718
教導有方	cultural_no_binary	syn-len4-b10-20260718
日光浴室	cultural_no_binary	syn-len4-b10-20260718
樹上開花	cultural_no_binary	syn-len4-b10-20260718
無則加勉	cultural_no_binary	syn-len4-b10-20260718
知情不報	cultural_no_binary	syn-len4-b10-20260718
空氣取樣	other_documented	syn-len4-b10-20260718
股票代號	other_documented	syn-len4-b10-20260718
誤上賊船	cultural_no_binary	syn-len4-b10-20260718
軍事機構	other_documented	syn-len4-b10-20260718
開門揖盜	cultural_no_binary	syn-len4-b10-20260718
驕兵必敗	cultural_no_binary	syn-len4-b10-20260718
不加選擇	cultural_no_binary	syn-len4-b10-20260718
事務律師	other_documented	syn-len4-b10-20260718
公民義務	other_documented	syn-len4-b10-20260718
出入平安	cultural_no_binary	syn-len4-b10-20260718
失道寡助	cultural_no_binary	syn-len4-b10-20260718
女繼承人	other_documented	syn-len4-b10-20260718
婚喪喜慶	cultural_no_binary	syn-len4-b10-20260718
婚生子女	other_documented	syn-len4-b10-20260718
孝子賢孫	cultural_no_binary	syn-len4-b10-20260718
客觀真理	other_documented	syn-len4-b10-20260718
巢湖地區	proper_name_or_deixis	syn-len4-b10-20260718
拼花地板	other_documented	syn-len4-b10-20260718
新人新事	cultural_no_binary	syn-len4-b10-20260718
淺斟低唱	cultural_no_binary	syn-len4-b10-20260718
漁人之利	cultural_no_binary	syn-len4-b10-20260718
神智清醒	other_documented	syn-len4-b10-20260718
結社自由	other_documented	syn-len4-b10-20260718
聖母教堂	proper_name_or_deixis	syn-len4-b10-20260718
胸腺嘧啶	other_documented	syn-len4-b10-20260718
薩拉曼卡	proper_name_or_deixis	syn-len4-b10-20260718
信陽地區	proper_name_or_deixis	syn-len4-b10-20260718
可多可少	polysemous_no_stable_sense	syn-len4-b10-20260718
大專學生	other_documented	syn-len4-b10-20260718
導彈潛艇	other_documented	syn-len4-b10-20260718
愛人如己	cultural_no_binary	syn-len4-b10-20260718
應變措施	other_documented	syn-len4-b10-20260718
漢坦病毒	proper_name_or_deixis	syn-len4-b10-20260718
無遠弗屆	cultural_no_binary	syn-len4-b10-20260718
皇天后土	cultural_no_binary	syn-len4-b10-20260718
萬頃碧波	cultural_no_binary	syn-len4-b10-20260718
過時不候	cultural_no_binary	syn-len4-b10-20260718
邪不勝正	cultural_no_binary	syn-len4-b10-20260718
陸海空軍	other_documented	syn-len4-b10-20260718
離情別緒	cultural_no_binary	syn-len4-b10-20260718
上中下游	other_documented	syn-len4-b10-20260718
不孝有三	cultural_no_binary	syn-len4-b10-20260718
