head	reason	batch_id
中小企業	no_stable_near_synonym	syn-len4-b01-20260718
男人老狗	cultural_no_binary	syn-len4-b01-20260718
似曾相識	cultural_no_binary	syn-len4-b01-20260718
十字路口	no_stable_near_synonym	syn-len4-b01-20260718
改革開放	other_documented	syn-len4-b01-20260718
版權所有	other_documented	syn-len4-b01-20260718
怎麼回事	polysemous_no_stable_sense	syn-len4-b01-20260718
話口未完	cultural_no_binary	syn-len4-b01-20260718
數碼相機	no_stable_near_synonym	syn-len4-b01-20260718
法律責任	no_stable_near_synonym	syn-len4-b01-20260718
一頭霧水	cultural_no_binary	syn-len4-b01-20260718
地方政府	no_stable_near_synonym	syn-len4-b01-20260718
人力資源	no_stable_near_synonym	syn-len4-b01-20260718
金融機構	no_stable_near_synonym	syn-len4-b01-20260718
第一時間	no_stable_near_synonym	syn-len4-b01-20260718
佛羅倫斯	proper_name_or_deixis	syn-len4-b01-20260718
聯繫方式	no_stable_near_synonym	syn-len4-b01-20260718
全國各地	no_stable_near_synonym	syn-len4-b01-20260718
生活方式	no_stable_near_synonym	syn-len4-b01-20260718
血液循環	no_stable_near_synonym	syn-len4-b01-20260718
充分利用	no_stable_near_synonym	syn-len4-b01-20260718
無可否認	no_stable_near_synonym	syn-len4-b01-20260718
國際市場	no_stable_near_synonym	syn-len4-b01-20260718
生日快樂	other_documented	syn-len4-b01-20260718
售後服務	no_stable_near_synonym	syn-len4-b01-20260718
中國大陸	proper_name_or_deixis	syn-len4-b01-20260718
國民經濟	no_stable_near_synonym	syn-len4-b01-20260718
講開又講	cultural_no_binary	syn-len4-b01-20260718
生態環境	no_stable_near_synonym	syn-len4-b01-20260718
經濟效益	no_stable_near_synonym	syn-len4-b01-20260718
一個二個	polysemous_no_stable_sense	syn-len4-b01-20260718
九唔搭八	cultural_no_binary	syn-len4-b01-20260718
身體健康	no_stable_near_synonym	syn-len4-b01-20260718
可想而知	no_stable_near_synonym	syn-len4-b01-20260718
見步行步	cultural_no_binary	syn-len4-b01-20260718
證券公司	no_stable_near_synonym	syn-len4-b01-20260718
電話號碼	no_stable_near_synonym	syn-len4-b01-20260718
僅供參考	other_documented	syn-len4-b01-20260718
一篇文章	no_stable_near_synonym	syn-len4-b01-20260718
個人資料	no_stable_near_synonym	syn-len4-b01-20260718
建築面積	no_stable_near_synonym	syn-len4-b01-20260718
中國文化	no_stable_near_synonym	syn-len4-b01-20260718
睇唔過眼	cultural_no_binary	syn-len4-b01-20260718
國內市場	no_stable_near_synonym	syn-len4-b01-20260718
證券市場	other_documented	syn-len4-b01-20260718
意識形態	other_documented	syn-len4-b01-20260718
不負責任	no_stable_near_synonym	syn-len4-b01-20260718
全國人民	other_documented	syn-len4-b01-20260718
電視節目	no_stable_near_synonym	syn-len4-b01-20260718
行政管理	no_stable_near_synonym	syn-len4-b01-20260718
專業人士	no_stable_near_synonym	syn-len4-b01-20260718
國家安全	other_documented	syn-len4-b01-20260718
長期以來	no_stable_near_synonym	syn-len4-b01-20260718
金融市場	no_stable_near_synonym	syn-len4-b01-20260718
忍無可忍	cultural_no_binary	syn-len4-b01-20260718
關鍵時刻	no_stable_near_synonym	syn-len4-b01-20260718
地理位置	no_stable_near_synonym	syn-len4-b01-20260718
增長速度	no_stable_near_synonym	syn-len4-b01-20260718
與時俱進	cultural_no_binary	syn-len4-b01-20260718
國家標準	other_documented	syn-len4-b01-20260718
文化遺產	no_stable_near_synonym	syn-len4-b01-20260718
唱片公司	no_stable_near_synonym	syn-len4-b01-20260718
技術含量	no_stable_near_synonym	syn-len4-b01-20260718
服務質量	no_stable_near_synonym	syn-len4-b01-20260718
