head	reason	batch_id
單核細胞	other_documented	syn-len4-b04-20260718
寧靜致遠	cultural_no_binary	syn-len4-b04-20260718
新華日報	proper_name_or_deixis	syn-len4-b04-20260718
機會主義	other_documented	syn-len4-b04-20260718
殺人放火	cultural_no_binary	syn-len4-b04-20260718
百年好合	cultural_no_binary	syn-len4-b04-20260718
聚酰亞胺	other_documented	syn-len4-b04-20260718
肌肉注射	other_documented	syn-len4-b04-20260718
良辰美景	cultural_no_binary	syn-len4-b04-20260718
行政單位	other_documented	syn-len4-b04-20260718
運動神經	other_documented	syn-len4-b04-20260718
顧全大局	cultural_no_binary	syn-len4-b04-20260718
齊人之福	cultural_no_binary	syn-len4-b04-20260718
刀槍不入	cultural_no_binary	syn-len4-b04-20260718
分工合作	other_documented	syn-len4-b04-20260718
千錘百鍊	cultural_no_binary	syn-len4-b04-20260718
商品生產	other_documented	syn-len4-b04-20260718
多米尼克	proper_name_or_deixis	syn-len4-b04-20260718
嫦娥奔月	proper_name_or_deixis	syn-len4-b04-20260718
拜師學藝	cultural_no_binary	syn-len4-b04-20260718
掛在嘴上	cultural_no_binary	syn-len4-b04-20260718
改朝換代	cultural_no_binary	syn-len4-b04-20260718
民族工業	other_documented	syn-len4-b04-20260718
照明設備	other_documented	syn-len4-b04-20260718
站不住腳	cultural_no_binary	syn-len4-b04-20260718
貪小便宜	cultural_no_binary	syn-len4-b04-20260718
逼上梁山	cultural_no_binary	syn-len4-b04-20260718
開發週期	other_documented	syn-len4-b04-20260718
人情冷暖	cultural_no_binary	syn-len4-b04-20260718
名譽會長	other_documented	syn-len4-b04-20260718
放手一搏	cultural_no_binary	syn-len4-b04-20260718
文殊菩薩	proper_name_or_deixis	syn-len4-b04-20260718
異國情調	cultural_no_binary	syn-len4-b04-20260718
異常現象	other_documented	syn-len4-b04-20260718
親自出馬	cultural_no_binary	syn-len4-b04-20260718
身懷絕技	cultural_no_binary	syn-len4-b04-20260718
雲岡石窟	proper_name_or_deixis	syn-len4-b04-20260718
三房一廳	other_documented	syn-len4-b04-20260718
上合組織	proper_name_or_deixis	syn-len4-b04-20260718
分組討論	other_documented	syn-len4-b04-20260718
叫醒服務	other_documented	syn-len4-b04-20260718
大不如前	cultural_no_binary	syn-len4-b04-20260718
婦科醫生	other_documented	syn-len4-b04-20260718
懸而未決	cultural_no_binary	syn-len4-b04-20260718
捨我其誰	cultural_no_binary	syn-len4-b04-20260718
據理力爭	cultural_no_binary	syn-len4-b04-20260718
收盤價格	other_documented	syn-len4-b04-20260718
於心不忍	cultural_no_binary	syn-len4-b04-20260718
曲徑通幽	cultural_no_binary	syn-len4-b04-20260718
核糖核酸	other_documented	syn-len4-b04-20260718
水木清華	proper_name_or_deixis	syn-len4-b04-20260718
群雄逐鹿	cultural_no_binary	syn-len4-b04-20260718
許可協議	other_documented	syn-len4-b04-20260718
酒精中毒	other_documented	syn-len4-b04-20260718
重色輕友	cultural_no_binary	syn-len4-b04-20260718
靜觀其變	cultural_no_binary	syn-len4-b04-20260718
不惑之年	cultural_no_binary	syn-len4-b04-20260718
交換技術	other_documented	syn-len4-b04-20260718
假戲真做	cultural_no_binary	syn-len4-b04-20260718
公費醫療	other_documented	syn-len4-b04-20260718
年輕貌美	cultural_no_binary	syn-len4-b04-20260718
恍如隔世	cultural_no_binary	syn-len4-b04-20260718
欲蓋彌彰	cultural_no_binary	syn-len4-b04-20260718
深情款款	cultural_no_binary	syn-len4-b04-20260718
演出地點	other_documented	syn-len4-b04-20260718
白雪皚皚	cultural_no_binary	syn-len4-b04-20260718
矇混過關	cultural_no_binary	syn-len4-b04-20260718
結伴同行	cultural_no_binary	syn-len4-b04-20260718
纖維工業	other_documented	syn-len4-b04-20260718
酒足飯飽	cultural_no_binary	syn-len4-b04-20260718
三十而立	cultural_no_binary	syn-len4-b04-20260718
乍暖還寒	cultural_no_binary	syn-len4-b04-20260718
休閒活動	other_documented	syn-len4-b04-20260718
兩肋插刀	cultural_no_binary	syn-len4-b04-20260718
少兒不宜	cultural_no_binary	syn-len4-b04-20260718
平板玻璃	other_documented	syn-len4-b04-20260718
引咎辭職	cultural_no_binary	syn-len4-b04-20260718
拔河比賽	other_documented	syn-len4-b04-20260718
