rank	head	essay_frequency	direct_syn_tails
1	中小企業	3271	1
2	男人老狗	3203	0
3	唔經唔覺	3114	0
4	似曾相識	2936	0
5	異口同聲	2847	1
6	其他地方	2816	0
7	十字路口	2758	1
8	改革開放	2683	0
9	版權所有	2599	0
10	怎麼回事	2589	0
11	話口未完	2580	0
12	數碼相機	2547	0
13	法律責任	2476	0
14	一頭霧水	2313	0
15	地方政府	2305	0
16	人力資源	2287	0
17	金融機構	2245	0
18	第一時間	2226	0
19	佛羅倫斯	2224	0
20	殺毒軟件	2220	0
21	聯繫方式	2172	0
22	電子郵件	2118	0
23	全國各地	2060	0
24	生活方式	1978	0
25	血液循環	1978	0
26	充分利用	1965	0
27	無可否認	1957	0
28	國際市場	1945	0
29	生日快樂	1921	0
30	售後服務	1918	0
31	環境保護	1910	1
32	中國大陸	1886	0
33	國民經濟	1833	0
34	講開又講	1779	0
35	生態環境	1744	0
36	經濟效益	1723	1
37	一個二個	1690	0
38	九唔搭八	1690	0
39	手提電話	1690	0
40	豬朋狗友	1690	0
41	不可避免	1678	0
42	身體健康	1677	0
43	事到如今	1601	0
44	可想而知	1601	0
45	見步行步	1601	0
46	證券公司	1570	0
47	電話號碼	1562	0
48	僅供參考	1547	0
49	一篇文章	1518	0
50	個人資料	1518	0
51	建築面積	1517	0
52	中國文化	1513	0
53	睇唔過眼	1512	0
54	國內市場	1477	0
55	證券市場	1477	0
56	智能手機	1473	0
57	意識形態	1456	0
58	驅動程序	1455	0
59	不負責任	1440	0
60	全國人民	1425	0
61	不切實際	1423	1
62	意大利粉	1423	0
63	電視節目	1421	0
64	國際貿易	1417	0
65	行政管理	1392	0
66	奧林匹克	1390	1
67	專業人士	1389	0
68	高新技術	1381	0
69	國家安全	1357	0
70	長期以來	1357	0
71	金融市場	1345	0
72	專業知識	1338	0
73	忍無可忍	1334	0
74	關鍵時刻	1329	0
75	地理位置	1328	0
76	天氣預報	1322	0
77	增長速度	1312	0
78	與時俱進	1310	0
79	負面影響	1295	0
80	國家標準	1290	0
81	文化遺產	1289	0
82	唱片公司	1278	0
83	技術含量	1262	0
84	服務質量	1262	0
85	歡迎光臨	1259	0
86	山長水遠	1245	0
87	世界經濟	1243	0
88	中國社會	1243	0
89	弱勢群體	1241	0
90	股票市場	1239	0
91	二氧化碳	1233	1
92	電子產品	1206	0
93	生活水平	1203	0
94	博士學位	1201	0
95	帝國主義	1191	1
96	有關方面	1170	0
97	背景音樂	1160	0
98	環境污染	1159	0
99	網上銀行	1158	0
100	恐怖分子	1157	0
101	一廂情願	1156	1
102	城鎮居民	1155	0
103	大型企業	1142	0
104	碩士學位	1142	0
105	工程項目	1139	0
106	國際標準	1132	0
107	野生動物	1127	0
108	遊戲規則	1126	0
109	購物中心	1121	0
110	生活習慣	1120	0
111	無處不在	1116	0
112	氣候變化	1114	0
113	自然科學	1114	0
114	聊天記錄	1108	0
115	播放列表	1104	0
116	頒獎典禮	1100	0
117	畢業論文	1095	0
118	心理準備	1094	0
119	質量管理	1090	0
120	旅遊景點	1089	0
121	綜合治理	1084	0
122	風險管理	1077	0
123	生產過程	1074	0
124	私營企業	1072	0
125	不知所謂	1067	0
126	恭喜發財	1067	0
127	求求其其	1067	0
128	源源不絕	1067	1
129	滔滔不絕	1067	1
130	信息產業	1065	0
131	社會科學	1065	1
132	源源不斷	1063	1
133	娛樂場所	1062	0
134	充分考慮	1060	0
135	文學作品	1059	0
136	流行音樂	1059	0
137	公共場所	1051	0
138	生活環境	1051	0
139	下定決心	1048	0
140	平面設計	1048	0
141	免責聲明	1046	0
142	科技成果	1042	0
143	不良反應	1040	0
144	當代中國	1040	0
145	追究責任	1034	0
146	新年快樂	1032	0
147	數據中心	1031	0
148	隨處可見	1030	0
149	高等院校	1028	0
150	參考文獻	1027	0
151	深入人心	1020	0
152	心理健康	1019	0
153	污水處理	1018	0
154	國際機場	1013	0
155	宣傳教育	1011	0
156	司法機關	1010	0
157	城市居民	1009	1
158	文化交流	1007	0
159	體育運動	1007	0
160	國家利益	1005	0
161	佔地面積	1004	0
162	最新消息	1004	0
163	隨身攜帶	1003	0
164	程序設計	1001	0
165	由此可見	999	1
166	達成協議	998	0
167	高度評價	998	0
168	人身攻擊	996	0
169	切身利益	992	0
170	親身經歷	989	0
171	中華文化	988	0
172	社會效益	984	1
173	工業設計	983	0
174	海峽兩岸	983	0
175	兩岸關係	981	0
176	二人世界	978	0
177	快手快腳	978	0
178	日光日白	978	0
179	空無一人	978	0
180	言論自由	978	0
181	產業集群	976	0
182	投資銀行	973	0
183	科技大學	970	0
184	各不相同	968	0
185	青藏高原	968	0
186	公共交通	965	0
187	常見問題	961	0
188	健康教育	960	0
189	後顧之憂	960	0
190	法律顧問	959	0
191	中央空調	958	0
192	室內設計	957	0
193	郵政編碼	956	1
194	學士學位	954	0
195	有機結合	952	0
196	高高在上	950	0
197	心理醫生	948	0
198	一片空白	944	0
199	快捷方式	944	0
200	政府機關	944	0
201	生化危機	944	0
202	營養不良	941	0
203	三國演義	940	0
204	上班時間	940	0
205	星際爭霸	939	0
206	網絡環境	939	0
207	前列腺炎	938	0
208	政府機構	938	0
209	經濟基礎	938	0
210	各界人士	937	0
211	社會福利	936	0
212	諾貝爾獎	932	1
213	精神文明	929	1
214	信息管理	927	0
215	馬拉多納	926	0
216	域名註冊	923	0
217	民事訴訟	923	0
218	辦公設備	920	0
219	財務報表	917	0
220	大打折扣	913	0
221	消防安全	912	0
222	興致勃勃	910	1
223	善解人意	909	0
224	工程設計	909	0
225	中央銀行	908	1
226	志願服務	908	0
227	莎士比亞	906	0
228	紅顏知己	905	0
229	恐怖襲擊	904	0
230	熱線電話	904	0
231	一席之地	903	0
232	現場直播	903	0
233	核心價值	902	0
234	處理方法	902	0
235	文件格式	900	0
236	無線上網	900	0
237	貨到付款	899	0
