head	reason	batch_id
預防接種	other_documented	syn-len4-b03-20260718
體外循環	other_documented	syn-len4-b03-20260718
學以致用	cultural_no_binary	syn-len4-b03-20260718
水天一色	cultural_no_binary	syn-len4-b03-20260718
玉皇大帝	proper_name_or_deixis	syn-len4-b03-20260718
統一規劃	other_documented	syn-len4-b03-20260718
親筆簽名	other_documented	syn-len4-b03-20260718
返老還童	cultural_no_binary	syn-len4-b03-20260718
分子結構	other_documented	syn-len4-b03-20260718
千呼萬喚	cultural_no_binary	syn-len4-b03-20260718
渾身解數	cultural_no_binary	syn-len4-b03-20260718
男扮女裝	cultural_no_binary	syn-len4-b03-20260718
組合而成	cultural_no_binary	syn-len4-b03-20260718
自導自演	cultural_no_binary	syn-len4-b03-20260718
親臨現場	cultural_no_binary	syn-len4-b03-20260718
試管嬰兒	other_documented	syn-len4-b03-20260718
運行狀況	other_documented	syn-len4-b03-20260718
電力工業	other_documented	syn-len4-b03-20260718
風雨欲來	cultural_no_binary	syn-len4-b03-20260718
一統天下	cultural_no_binary	syn-len4-b03-20260718
亂世佳人	proper_name_or_deixis	syn-len4-b03-20260718
夜幕降臨	cultural_no_binary	syn-len4-b03-20260718
大受歡迎	cultural_no_binary	syn-len4-b03-20260718
小鳥依人	cultural_no_binary	syn-len4-b03-20260718
戰國時代	proper_name_or_deixis	syn-len4-b03-20260718
技術移民	other_documented	syn-len4-b03-20260718
教育電視	other_documented	syn-len4-b03-20260718
水利樞紐	other_documented	syn-len4-b03-20260718
秋高氣爽	cultural_no_binary	syn-len4-b03-20260718
白衣天使	proper_name_or_deixis	syn-len4-b03-20260718
製藥企業	other_documented	syn-len4-b03-20260718
詩詞歌賦	other_documented	syn-len4-b03-20260718
世貿中心	proper_name_or_deixis	syn-len4-b03-20260718
九霄雲外	cultural_no_binary	syn-len4-b03-20260718
和平共處	cultural_no_binary	syn-len4-b03-20260718
大失所望	cultural_no_binary	syn-len4-b03-20260718
大家閨秀	cultural_no_binary	syn-len4-b03-20260718
展望未來	cultural_no_binary	syn-len4-b03-20260718
投票表決	other_documented	syn-len4-b03-20260718
時刻準備	cultural_no_binary	syn-len4-b03-20260718
深入探討	cultural_no_binary	syn-len4-b03-20260718
矯形外科	other_documented	syn-len4-b03-20260718
移情別戀	cultural_no_binary	syn-len4-b03-20260718
冰山一角	cultural_no_binary	syn-len4-b03-20260718
可視電話	other_documented	syn-len4-b03-20260718
四處尋找	cultural_no_binary	syn-len4-b03-20260718
德才兼備	cultural_no_binary	syn-len4-b03-20260718
特派記者	other_documented	syn-len4-b03-20260718
血吸蟲病	other_documented	syn-len4-b03-20260718
低俗之風	cultural_no_binary	syn-len4-b03-20260718
初露鋒芒	cultural_no_binary	syn-len4-b03-20260718
司法制度	other_documented	syn-len4-b03-20260718
專業教育	other_documented	syn-len4-b03-20260718
後起之秀	cultural_no_binary	syn-len4-b03-20260718
林芝地區	proper_name_or_deixis	syn-len4-b03-20260718
細胞培養	other_documented	syn-len4-b03-20260718
而立之年	cultural_no_binary	syn-len4-b03-20260718
趨之若鶩	cultural_no_binary	syn-len4-b03-20260718
六道輪迴	proper_name_or_deixis	syn-len4-b03-20260718
國會議員	other_documented	syn-len4-b03-20260718
女扮男裝	cultural_no_binary	syn-len4-b03-20260718
富家子弟	cultural_no_binary	syn-len4-b03-20260718
憨豆先生	proper_name_or_deixis	syn-len4-b03-20260718
渾然天成	cultural_no_binary	syn-len4-b03-20260718
示範單位	other_documented	syn-len4-b03-20260718
第二產業	other_documented	syn-len4-b03-20260718
維持秩序	other_documented	syn-len4-b03-20260718
自作聰明	cultural_no_binary	syn-len4-b03-20260718
上山下鄉	cultural_no_binary	syn-len4-b03-20260718
人體解剖	other_documented	syn-len4-b03-20260718
必然結果	cultural_no_binary	syn-len4-b03-20260718
文學評論	other_documented	syn-len4-b03-20260718
百歲老人	other_documented	syn-len4-b03-20260718
課外輔導	other_documented	syn-len4-b03-20260718
豪言壯語	cultural_no_binary	syn-len4-b03-20260718
遊牧民族	other_documented	syn-len4-b03-20260718
阿特拉斯	proper_name_or_deixis	syn-len4-b03-20260718
革命戰爭	other_documented	syn-len4-b03-20260718
顧客至上	cultural_no_binary	syn-len4-b03-20260718
饒有興趣	cultural_no_binary	syn-len4-b03-20260718
齊聚一堂	cultural_no_binary	syn-len4-b03-20260718
判若兩人	cultural_no_binary	syn-len4-b03-20260718
咫尺天涯	cultural_no_binary	syn-len4-b03-20260718
品味生活	cultural_no_binary	syn-len4-b03-20260718
日久生情	cultural_no_binary	syn-len4-b03-20260718
最低限度	other_documented	syn-len4-b03-20260718
模擬信號	other_documented	syn-len4-b03-20260718
獨當一面	cultural_no_binary	syn-len4-b03-20260718
生態平衡	other_documented	syn-len4-b03-20260718
真情流露	cultural_no_binary	syn-len4-b03-20260718
苦心經營	cultural_no_binary	syn-len4-b03-20260718
金光閃閃	cultural_no_binary	syn-len4-b03-20260718
多種經營	other_documented	syn-len4-b03-20260718
奇門遁甲	proper_name_or_deixis	syn-len4-b03-20260718
書香門第	cultural_no_binary	syn-len4-b03-20260718
朝朝暮暮	cultural_no_binary	syn-len4-b03-20260718
涉世未深	cultural_no_binary	syn-len4-b03-20260718
濃墨重彩	cultural_no_binary	syn-len4-b03-20260718
球墨鑄鐵	other_documented	syn-len4-b03-20260718
生日派對	other_documented	syn-len4-b03-20260718
萬有引力	other_documented	syn-len4-b03-20260718
逆反心理	other_documented	syn-len4-b03-20260718
電腦病毒	other_documented	syn-len4-b03-20260718
七十二變	proper_name_or_deixis	syn-len4-b03-20260718
各取所需	cultural_no_binary	syn-len4-b03-20260718
地方法院	other_documented	syn-len4-b03-20260718
孿生兄弟	other_documented	syn-len4-b03-20260718
歡喜冤家	cultural_no_binary	syn-len4-b03-20260718
番茄紅素	other_documented	syn-len4-b03-20260718
胡志明市	proper_name_or_deixis	syn-len4-b03-20260718
諸子百家	proper_name_or_deixis	syn-len4-b03-20260718
質量保障	other_documented	syn-len4-b03-20260718
金戈鐵馬	cultural_no_binary	syn-len4-b03-20260718
世態炎涼	cultural_no_binary	syn-len4-b03-20260718
