head	reason	batch_id
呯	function_word	syn-top5000-b03-20260718
唔知幾	function_word	syn-top5000-b03-20260718
幾次	function_word	syn-top5000-b03-20260718
一嘢	function_word	syn-top5000-b03-20260718
公主	no_stable_near_synonym	syn-top5000-b03-20260718
摺	function_word	syn-top5000-b03-20260718
依種	function_word	syn-top5000-b03-20260718
冇得	function_word	syn-top5000-b03-20260718
表哥	no_stable_near_synonym	syn-top5000-b03-20260718
你估	function_word	syn-top5000-b03-20260718
曳曳	function_word	syn-top5000-b03-20260718
係噉	function_word	syn-top5000-b03-20260718
啤	function_word	syn-top5000-b03-20260718
魚排	function_word	syn-top5000-b03-20260718
黐	function_word	syn-top5000-b03-20260718
冇嘢	no_stable_near_synonym	syn-top5000-b03-20260718
一堆	function_word	syn-top5000-b03-20260718
即可	no_stable_near_synonym	syn-top5000-b03-20260718
嘅樣	function_word	syn-top5000-b03-20260718
焗	function_word	syn-top5000-b03-20260718
鬚	function_word	syn-top5000-b03-20260718
厠	function_word	syn-top5000-b03-20260718
蕹	function_word	syn-top5000-b03-20260718
咁上下	function_word	syn-top5000-b03-20260718
我識	function_word	syn-top5000-b03-20260718
聖誕老人	no_stable_near_synonym	syn-top5000-b03-20260718
左上	function_word	syn-top5000-b03-20260718
羹	function_word	syn-top5000-b03-20260718
電芯	function_word	syn-top5000-b03-20260718
呢排	function_word	syn-top5000-b03-20260718
咔	function_word	syn-top5000-b03-20260718
嗰種	function_word	syn-top5000-b03-20260718
証	function_word	syn-top5000-b03-20260718
唔切	function_word	syn-top5000-b03-20260718
晞	function_word	syn-top5000-b03-20260718
最大	no_stable_near_synonym	syn-top5000-b03-20260718
一排	function_word	syn-top5000-b03-20260718
成身	function_word	syn-top5000-b03-20260718
捽	function_word	syn-top5000-b03-20260718
一套	function_word	syn-top5000-b03-20260718
吋	function_word	syn-top5000-b03-20260718
風車	polysemous_no_stable_sense	syn-top5000-b03-20260718
偈	function_word	syn-top5000-b03-20260718
慾	function_word	syn-top5000-b03-20260718
頁	function_word	syn-top5000-b03-20260718
好少	no_stable_near_synonym	syn-top5000-b03-20260718
寵物	no_stable_near_synonym	syn-top5000-b03-20260718
戇	function_word	syn-top5000-b03-20260718
摷	function_word	syn-top5000-b03-20260718
噏	function_word	syn-top5000-b03-20260718
就好	function_word	syn-top5000-b03-20260718
曚	function_word	syn-top5000-b03-20260718
柯南	function_word	syn-top5000-b03-20260718
舔	polysemous_no_stable_sense	syn-top5000-b03-20260718
你們	function_word	syn-top5000-b03-20260718
太大	no_stable_near_synonym	syn-top5000-b03-20260718
得過	function_word	syn-top5000-b03-20260718
做愛	function_word	syn-top5000-b03-20260718
忍者	no_stable_near_synonym	syn-top5000-b03-20260718
植入	function_word	syn-top5000-b03-20260718
糖水	no_stable_near_synonym	syn-top5000-b03-20260718
瀑布	polysemous_no_stable_sense	syn-top5000-b03-20260718
個月	function_word	syn-top5000-b03-20260718
麪	function_word	syn-top5000-b03-20260718
旺角	function_word	syn-top5000-b03-20260718
淫賤	function_word	syn-top5000-b03-20260718
講乜	no_stable_near_synonym	syn-top5000-b03-20260718
