literal	freq	pos	family	voice	note
吃虧	177	v			
含蓄	177	a			
哀悼	177	n,v			
單向	177	a			
單調	177	a			
圖文並茂	177	a	idiom		成語；圖文並茂
坎坷	177	a			
坐以待斃	177	v	idiom		成語；坐以待斃
外資	177	n			
大錯特錯	177	a	idiom		成語；大錯特錯
如故	177	a			
守口如瓶	177	v	idiom		成語；守口如瓶
寥寥	177	a			
對答如流	177	a,v	idiom		成語；對答如流
已知	177	a			
常客	177	n			
平整	177	a,v			
幹什麼	177	v			
廉價	177	a,n			
引人入勝	177	a	idiom		成語；引人入勝
微小	177	a			
忍氣吞聲	177	v	idiom		成語；忍氣吞聲
志同道合	177	a	idiom		成語；志同道合
忘懷	177	v			
惡言	177	n			
愁雲慘霧	177	n	idiom		成語；愁雲慘霧
愛沙尼亞	177	n			國名 Estonia
慕名而來	177	v	idiom		成語；慕名而來
手襪	177	n			
掛斷	177	v			
接踵而來	177	v	idiom		成語；接踵而來
推辭	177	v			
搗亂	177	v			
搗蛋	177	v			
整裝待發	177	v	idiom		成語；整裝待發
新近	177	r			
旁門左道	177	n	idiom		成語；旁門左道
時髦	177	a			
暢談	177	v			
暮	177	n			
曲奇	177	n			cookie
會展	177	n			
果不其然	177	r	idiom		成語；果不其然
枝節	177	n			
止步	177	v			
正因	177	r,x			正因爲；銜接
油膩	177	a			
洩露	177	v			
流水作業	177	n			
涼爽	177	a			
深交	177	n,v			
漫不經心	177	a	idiom		成語；漫不經心
潔	177	a			
激進	177	a			
烈日	177	n			
無趣	177	a			
玩世不恭	177	a	idiom		成語；玩世不恭
瑣事	177	n			
生育	177	n,v			
略跡原情	177	v	idiom		成語；略跡原情
發瘋	177	v			
直截了當	177	a	idiom		成語；直截了當
省力	177	a			
短視	177	a			
矮小	177	a			
破案	177	v			
禍不單行	177	v	idiom		成語；禍不單行
窮追猛打	177	v	idiom		成語；窮追猛打
節衣縮食	177	v	idiom		成語；節衣縮食
粗製濫造	177	a,v	idiom		成語；粗製濫造
紙上談兵	177	v	idiom		成語；紙上談兵
結伴	177	v			
絕口不提	177	v	idiom		成語；絕口不提
綽號	177	n			
耗	177	v			
耳邊風	177	n	idiom		成語；耳邊風
胖子	177	n			
能幹	177	a			
腳踏實地	177	a,v	idiom		成語；腳踏實地
自費	177	a,n			
荒蕪	177	a			
西部	177	n			
識趣	177	a			
讚不絕口	177	v	idiom		成語；讚不絕口
豐盛	177	a			
走投無路	177	a,v	idiom		成語；走投無路
起始	177	n,v			
軟硬兼施	177	v	idiom		成語；軟硬兼施
這兒	177	r			
通明	177	a			
通順	177	a			
遍體鱗傷	177	a	idiom		成語；遍體鱗傷
過眼雲煙	177	n	idiom		成語；過眼雲煙
適可而止	177	v	idiom		成語；適可而止
適量	177	a,n			
醺	177	a			
