literal	freq	pos	family	voice	note
一身是膽	423	a,n	idiom		
乾淨俐落	423	a			
偷嘴	423	v			
兵家大忌	423	n	idiom		
外交使節	423	n			
宗教法庭	423	n			
常規戰爭	423	n			
惜墨如金	423	a,v	idiom		
放浪不羈	423	a	idiom		
智能障礙	423	n			
棄惡從善	423	v	idiom		
欲振乏力	423	a,v	idiom		
正六邊形	423	n			
歪七扭八	423	a	idiom		
水滸後傳	423	n			
聽信謠言	423	v			
臨時代辦	423	n			
自由古巴	423	n			
陳橋兵變	423	n			
食髓知味	423	v	idiom		
黃色書刊	423	n			
龍袍加身	423	v	idiom		
一窺究竟	422	v			
三振出局	422	n,v			
不信任案	422	n			
亙古未有	422	a	idiom		
亨利五世	422	n			
分文不值	422	a	idiom		
前世姻緣	422	n			
原子半徑	422	n			
吟風弄月	422	v	idiom		
家庭主夫	422	n			
水火無情	422	a	idiom		
不平則鳴	421	v	idiom		
念茲在茲	421	v	idiom		
空口無憑	421	a	idiom		
算術平均數	421	n			
見財起意	421	v	idiom		
適逢其會	421	v	idiom		
間接選舉	421	n			
嫉賢妒能	420	v	idiom		
宏觀世界	420	n			
救火員	420	n			
旁遮普省	420	n			
生意盎然	420	a			
稍勝一籌	420	a,v			
加里波第	419	n			
含飴弄孫	419	v	idiom		
清湯寡水	419	a,n	idiom		
識文斷字	419	a,v	idiom		
追根問底	419	v			
借古諷今	418	v			
價值形式	418	n			
手剎車	418	n			
揭幕式	418	n			
目無法紀	418	a	idiom		
動魄驚心	417	a	idiom		
涸澤而漁	417	v	idiom		
胸無城府	417	a	idiom		
超導電性	417	n			
去蕪存菁	416	v	idiom		
拜把兄弟	416	n			
收支相抵	416	v			
火山地震	416	n			
玉液瓊漿	416	n	idiom		
皓首窮經	416	v	idiom		
磨嘴皮子	416	v			
荒淫無道	416	a			
長幼有序	416	a	idiom		
荒淫無恥	415	a			
領導有方	415	a			
黑箱操作	415	n,v			
內外夾攻	414	v			
有志竟成	414	a,v	idiom		
農業工人	414	n			
青銅器時代	414	n			
看朱成碧	413	v	idiom		
七扭八歪	412	a			
兩相情願	412	a	idiom		
訪員	412	n			
陳腔濫調	412	a,n	idiom		
鵲巢鳩佔	412	v	idiom		
清閒自在	411	a			
如下所述	410	r			
抑鬱寡歡	410	a			
故技重演	410	v	idiom		
歸根結蒂	410	r	idiom		
殃及無辜	410	v			
白璧無瑕	410	a	idiom		
表意文字	410	n			
不變資本	409	n			
姑妄聽之	409	v	idiom		
小生產者	409	n			
撐竿跳高	409	n			
人身事故	408	n			
傳出神經	408	n			
內線交易	408	n			
天香國色	408	a,n	idiom		
能掐會算	408	a,v	idiom		
丟卒保車	407	v	idiom		
切齒痛恨	407	a,v			
核子武器	407	n			
治外法權	407	n			
眼底下	407	n,r			
結球甘藍	407	n			
蒙羅維亞	407	n			
行文流暢	407	a			
人煙稠密	406	a			
佛家弟子	406	n			
回光反照	406	n,v	idiom		
養家活口	406	v			
鴕鳥政策	406	n	idiom		
一表人材	405	a,n	idiom		
條件刺激	405	n			
氣衝霄漢	405	a			
異香撲鼻	405	a			
白話文學	405	n			
精挑細選	405	v			
食肉獸	405	n			
單打一	404	a,v			
穩定平衡	404	n			
縱虎歸山	404	v	idiom		
虎口餘生	404	n,v	idiom		
蜚聲海外	404	a,v			
不變價格	403	n			
來日無多	403	a			
思潮起伏	402	n,v			
神工鬼斧	402	a,n	idiom		
自食其言	402	v	idiom		
補釘	402	n			
邊緣科學	402	n			
抱薪救火	401	v	idiom		
橫眉怒目	401	a,v			
絕對高度	401	n			
滿口應承	400	v			
外交特權	399	n			
標題音樂	399	n			
雌雄異株	399	a,n			
從容就義	398	v			
物化勞動	398	n			
聯立方程	398	n			
陰丹士林	398	n			
具體勞動	397	n			
拈輕怕重	397	a,v	idiom		
捏一把冷汗	397	v			
嗜殺成性	396	a			
杳無人煙	396	a			
刀光血影	395	n			
寸步難移	395	a,v			
虎踞龍蟠	395	a,v	idiom		
頑石點頭	395	v	idiom		
怙惡不悛	394	a,v	idiom		
抽象勞動	394	n			
樹大根深	394	a	idiom		
田野工作	394	n			
言者無罪	394	r	idiom		
封閉療法	393	n			
甲狀軟骨	393	n			
仙山瓊閣	392	n			
排斥異己	392	v			
空無所有	392	a			
翻然悔悟	392	v			
乘其不備	391	v			
倒海翻江	391	a,v	idiom		
打鐵趁熱	391	v	idiom		
超連結	391	n			
工作母機	390	n			
窮奢極侈	390	a	idiom		
龍盤虎踞	390	a,v	idiom		
多謀善斷	389	a			
孤兒寡婦	389	n			
神差鬼使	389	r,v	idiom		
述而不作	389	v	idiom		
黑色火藥	389	n			
威信掃地	388	a,v			
立功贖罪	388	v			
花朝月夕	388	n			
黃麴黴菌	388	n			
兩性生殖	387	n			
敬若神明	387	v			
齊東野語	387	n	idiom		
萬夫不當	386	a	idiom		
原子武器	385	n			
人地生疏	384	a			
名繮利鎖	384	n	idiom		
票房價值	384	n			
從諫如流	383	a,v	idiom		
正中要害	383	v			
清風兩袖	383	a,n	idiom		
藍田猿人	383	n			
鞍馬勞頓	383	a			
下車伊始	382	r	idiom		
你推我讓	382	v			
口服心不服	382	a,v			
打小算盤	382	v			
激昂慷慨	382	a			
頭角崢嶸	382	a			
石蕊試紙	381	n			
重提舊事	381	v			
錦心繡口	381	a,n	idiom		
零打碎敲	380	a,v			
前呼後應	379	a,v			
寡頭政治	379	n			
寸草不留	379	a,v			
惘然若失	379	a			
氣候暖化	379	n			
混淆黑白	379	v			
賣身投靠	379	v			
仁人君子	378	n			
切磋琢磨	378	v	idiom		
力竭聲嘶	378	a			
上方寶劍	377	n	idiom		
名義工資	377	n			
踟躕不前	377	a,v			
判若雲泥	376	a	idiom		
斷井頹垣	376	n			
秦樓楚館	375	n	idiom		
