literal	freq	pos	family	voice	note
剖腹自殺	438	v			
品格高尚	438	a			
多重選擇	438	n			
大氣壓強	438	n			
嫁狗隨狗	438	v,x	idiom		
微細加工	438	n			
洗手不幹	438	v	idiom		
獨裁政權	438	n			
琴瑟和鳴	438	a,v	idiom		
絕食抗議	438	n,v			
經院哲學	438	n			
蠶食鯨吞	438	v	idiom		
辯證邏輯	438	n			
鏡像站點	438	n			
黃花梨木	438	n			
伽瑪射線	437	n			
克己復禮	437	v	idiom		
升斗小民	437	n	idiom		
將門虎子	437	n	idiom		
成年累月	437	r	idiom		
拖延戰術	437	n			
敵我矛盾	437	n			
文人相輕	437	a,v	idiom		
春秋繁露	437	n			
用兵如神	437	a,v	idiom		
略見一斑	437	v	idiom		
簡單勞動	437	n			
紫外線光	437	n			
羥基丁酸	437	n			
羥自由基	437	n			
膽識過人	437	a			
舐犢情深	437	a	idiom		
虎皮鸚鵡	437	n			
起重葫蘆	437	n			
身歷其境	437	a,v	idiom		
首尾相接	437	a,v			
一般情形	436	n			
三跪九叩	436	n,v			
久病成醫	436	a,x	idiom		
克己奉公	436	v	idiom		
全能運動	436	n			
加足馬力	436	v			
包打天下	436	v			
另眼相待	436	v			
同工不同酬	436	n			
夫妻反目	436	a,v			
官樣文章	436	n	idiom		
彈撥樂器	436	n			
心存不滿	436	a,v			
排列次序	436	n			
擁兵自重	436	v	idiom		
流水不腐	436	a,x	idiom		
白日見鬼	436	v,x	idiom		
碩大無朋	436	a	idiom		
統一資源	436	n			
貴族身份	436	n			
費利克斯	436	n			
隱形飛機	436	n			
麥芽糖醇	436	n			
一脈相傳	435	a,v	idiom		
丟盔卸甲	435	v	idiom		
保持原貌	435	v			
公共假期	435	n			
口頭文學	435	n			
寡廉鮮恥	435	a	idiom		
形勢逼人	435	a			
忠君愛國	435	a,v			
慎重其事	435	a,v			
撒馬爾罕	435	n			
濫伐林木	435	v			
究其根源	435	v			
精子密度	435	n			
肝膽俱裂	435	a,v	idiom		
舊約全書	435	n			
過境簽證	435	n			
違禁藥品	435	n			
項上人頭	435	n	idiom		
餓虎撲食	435	v	idiom		
高麗王朝	435	n			
一般狀況	434	n			
人道精神	434	n			
偷食禁果	434	v			
勻速運動	434	n			
地靈人傑	434	a,x	idiom		
工科學生	434	n			
後進先出	434	n			
有損壓縮	434	n			
木管樂器	434	n			
橫幅標語	434	n			
浩氣長存	434	a,v			
消費基金	434	n			
疑問代詞	434	n			
疲勞轟炸	434	n,v			
瞎子摸象	434	n,v	idiom		
細微末節	434	n	idiom		
絕對地址	434	n			
總務主任	434	n			
缺心眼兒	434	a,n			
罪不可赦	434	a			
良家女子	434	n			
開會時間	434	n			
魂飛天外	434	a,v			
魚肉百姓	434	v	idiom		
一觸即潰	433	a,v	idiom		
上陣殺敵	433	v			
互有勝負	433	a,v			
互致問候	433	v			
代罪羔羊	433	n	idiom		
傳真發送	433	n,v			
冰上運動	433	n			
勇冠三軍	433	a	idiom		
半機械化	433	a,n			
同盟條約	433	n			
地主家庭	433	n			
失信於人	433	a,v			
奇文共賞	433	v,x	idiom		
孰能無過	433	x	idiom		
少管閒事	433	v			
愧不敢當	433	a,x			
教導有方	433	a			
日光浴室	433	n			
有失身份	433	a,v			
樹上開花	433	n,v			
清水衙門	433	n	idiom		
無則加勉	433	v	idiom		成語截；有則改之無則加勉
眉目清秀	433	a			
知情不報	433	v			
空氣取樣	433	n,v			
缺衣少食	433	a			
股票代號	433	n			
誤上賊船	433	v	idiom		
開門揖盜	433	v	idiom		
驕兵必敗	433	a,x	idiom		
黑白不分	433	a,v			
不加選擇	432	a,r			
事務律師	432	n			
便宜行事	432	v			
公民義務	432	n			
出入平安	432	x			
失道寡助	432	a,x	idiom		
女繼承人	432	n			
婚喪喜慶	432	n			
婚生子女	432	n			
孝子賢孫	432	n			
客觀真理	432	n			
尋根問底	432	v			
淺斟低唱	432	v			
神智清醒	432	a			
結社自由	432	n			
聖母教堂	432	n			
胸腺嘧啶	432	n			
虧本出售	432	v			
逗人喜愛	432	a			
遠隔重洋	432	a,v			
七零八碎	431	a,n			
傀儡政權	431	n			
大專學生	431	n			
導彈潛艇	431	n			
愛人如己	431	v	idiom		
慷慨就義	431	v			
懸樑刺股	431	n,v	idiom		
海關官員	431	n			
漢坦病毒	431	n			
無遠弗屆	431	a,v	idiom		
皇天后土	431	n,x	idiom		
眼梢	431	n			
老於世故	431	a			
萬頃碧波	431	n			
過時不候	431	v,x			
邪不勝正	431	a,x	idiom		
鋤強扶弱	431	v			
陸海空軍	431	n			
離情別緒	431	n			
鬧鈴時鐘	431	n			
一無所長	430	a	idiom		
上中下游	430	n			
了無新意	430	a			
五卅運動	430	n			
以儆效尤	430	v	idiom		
再造手術	430	n			
同氣連枝	430	a,n	idiom		
大漢民族	430	n			
孟加拉語	430	n			
實不相瞞	430	r,x			
實況錄音	430	n			
寬宏大度	430	a			
強迫觀念	430	n			
支付得起	430	a,v			
政治避難	430	n			
機關刊物	430	n			
殺富濟貧	430	v			
消極性	430	n			
深耕細作	430	v			
滿口髒話	430	n,v			
狼多肉少	430	a	idiom		
福壽雙全	430	a			
苦難深重	430	a			
西班牙港	430	n			
革命意志	430	n			
鬧着玩兒	430	v			
一哄而起	429	v			
一枕黃粱	429	n,v	idiom		
人民起義	429	n			
位極人臣	429	a,v			
典型調查	429	n			
分形幾何	429	n			
反射療法	429	n			
各執己見	429	v			
國外貿易	429	n			
士農工商	429	n			
專心一意	429	a,r			
打落水狗	429	v	idiom		
找不自在	429	v			
掐頭去尾	429	v			
時有所聞	429	a,v			
楚漢戰爭	429	n			
狀態參數	429	n			
禁止停車	429	v,x			
窮於應付	429	a,v			
見馬克思	429	v			
警民衝突	429	n			
踏青賞花	429	v			
身心交瘁	429	a			
道德認識	429	n			
金融風波	429	n			
釣魚執法	429	n,v			
陽關大道	429	n	idiom		
隨風倒	429	a,v			
集腋成裘	429	v	idiom		
電磁理論	429	n			
高風險區	429	n			
魯莽行事	429	v			
加油添醋	428	v	idiom		
參差錯落	428	a			
唱空城計	428	v			
奏鳴曲式	428	n			
山高水遠	428	a			
後西遊記	428	n			
從有到無	428	r			
未能免俗	428	a,v			
東坡肘子	428	n			
歸根究底	428	r			
獨身生活	428	n			
生物測定	428	n			
留話	428	v			
腔腸動物	428	n			
自有公論	428	v,x			
行蹤不明	428	a			
觀察入微	428	a,v			
連中三元	428	v			
駐顏有術	428	a,v			
驚喜交集	428	a			
不戰而退	427	v			
分權制衡	427	n,v			
另有企圖	427	a,v			
名聲遠播	427	a,v			
妙語如珠	427	a			
悔恨交加	427	a			
戊戌政變	427	n			
永浴愛河	427	v			
沼澤地帶	427	n			
煎炸食品	427	n			
理化因素	427	n			
西薩摩亞	427	n			
輕巧方便	427	a			
辭不達意	427	a,v	idiom		
骨肉相殘	427	v			
出將入相	426	n,v	idiom		
填海造地	426	n,v			
威震八方	426	a,v			
後人乘涼	426	v			成語截；前人栽樹後人乘涼
核工業部	426	n			
棉紡織業	426	n			
橡皮圖章	426	n	idiom		
求才若渴	426	a,v	idiom		
無機可乘	426	a	idiom		
珠胎暗結	426	v	idiom		
瓜田李下	426	n	idiom		
磨拳擦掌	426	v	idiom		
社會平等	426	n			
細菌武器	426	n			
縱情聲色	426	v			
臨界壓力	426	n			
萬世師表	426	n	idiom		
連名帶姓	426	r,v			
達魯花赤	426	n			
靈犀相通	426	a,v			
不得其法	425	a,v			
不支倒地	425	v			
人財兩失	425	a,v			
動眼神經	425	n			
印地安納	425	n			
另請高明	425	v,x			
四大石窟	425	n			
夾起尾巴	425	v			
守土有責	425	a,x			
廣告條幅	425	n			
性慾高潮	425	n			
愛答不理	425	a,v			
承先啓後	425	v	idiom		
施洗約翰	425	n			
明升暗降	425	n,v			
明槍易躲	425	a,x	idiom		成語截；明槍易躲暗箭難防
案頭工作	425	n			
歷久彌堅	425	a			
焚琴煮鶴	425	v	idiom		
用盡心機	425	v			
疾風勁草	425	n,x	idiom		
真名實姓	425	n			
移山填海	425	v			
綱舉目張	425	v	idiom		
訪貧問苦	425	v			
賣官鬻爵	425	v	idiom		
重力異常	425	n			
飲彈自盡	425	v			
七十二行	424	n			
七孔流血	424	a,v			
博學多聞	424	a			
品質管制	424	n			
因紐特人	424	n			
地覆天翻	424	a,v	idiom		
大塊朵頤	424	v	idiom		
封頂儀式	424	n			
年深日久	424	a,r			
心膽俱裂	424	a,v			
恍然醒悟	424	v			
懷柔政策	424	n			
拜科努爾	424	n			
旅行裝備	424	n			
有何指教	424	x			
棋逢敵手	424	a,v	idiom		
死而不僵	424	a,v			成語截；百足之蟲死而不僵
氣象報告	424	n			
永誌不忘	424	v			
空中格鬥	424	n			
自有主張	424	a,v			
良禽擇木	424	v	idiom		成語截；良禽擇木而棲
資料傳輸	424	n			
邊防警察	424	n			
鐵板牛肉	424	n			
鑿壁偷光	424	n,v	idiom		
魔術方塊	424	n			
鴉片貿易	424	n			
