phase	literal	pos	family	voice	note	trust	stratum	verdict	fix_pos	fix_family	fix_voice	audit_note
p3	鋁合金	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	錄入	u			no-source;p3;fallback	low	low|u|plain	BAD	n,v			名動
p3	鎚	u			no-source;p3;fallback	low	low|u|plain	SOFT				名／動邊
p3	鐵礦	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	鐵礦石	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	鑫	u			no-source;fallback	low	low|u|plain	SOFT				名用字
p3	長輩	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	開個	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	關愛	u			no-source;fallback	low	low|u|plain	BAD	n,v			名動
p3	關機	u			no-source;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	關稅	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	關系	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	防控	u			no-source;p3;fallback	low	low|u|plain	BAD	n,v			名動
p3	阿南道	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	阿平	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	阿黃	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	限於	u			no-source;p3;fallback	low	low|u|plain	BAD	v,x			動／介
p3	陣時	u			no-source;p3;fallback	low	low|u|plain	BAD	r			清晰副詞
p3	難爲	u			no-source;fallback	low	low|u|plain	BAD	a,v			形／動
p3	難講	u			no-source;p3;fallback	low	low|u|plain	BAD	a,v			粵
p3	零售商	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	電臺	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	靠着	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	音箱	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	響到	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	頭望	u			no-source;p3;fallback	low	low|u|plain	OK				截斷不明
p3	頭箍	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	飛利浦	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	飛機票	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	食下	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	飯堂	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	飲飲	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	餘人	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
