phase	literal	pos	family	voice	note	trust	stratum	verdict	fix_pos	fix_family	fix_voice	audit_note
p0	仰卧起坐	u			no-source;fallback	low	low|u|plain	BAD	n,v			u 有明確詞類 → n,v
p0	伏爾加河	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	佈	u			no-source;fallback	low	low|u|plain	SOFT	v,n			佈＝動為主；名薄；u 邊介可
p0	低層	u			no-source;fallback	low	low|u|plain	BAD	n,a			u 有明確詞類 → n,a
p0	何以見得	u			no-source;fallback	low	low|u|plain	BAD	r,x			u 有明確詞類 → r,x
p0	作品	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	來電	u			no-source;fallback	low	low|u|plain	BAD	n,v			u 有明確詞類 → n,v
p0	供電	u			no-source;fallback	low	low|u|plain	BAD	n,v			u 有明確詞類 → n,v
p0	依次	u			no-source;fallback	low	low|u|plain	BAD	r			u 有明確詞類 → r
p0	依然故我	u			no-source;fallback	low	low|u|plain	BAD	a,v			u 有明確詞類 → a,v
p0	信用危機	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	俯拾皆是	u			no-source;fallback	low	low|u|plain	BAD	a,v			u 有明確詞類 → a,v
p0	們	u			no-source;fallback	low	low|u|plain	BAD	x			u 有明確詞類 → x
p0	倒不如	u			no-source;fallback	low	low|u|plain	BAD	r,x			u 有明確詞類 → r,x
p0	借腹生子	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	假戲真做	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	偏偏	u			no-source;fallback	low	low|u|plain	BAD	r			u 有明確詞類 → r
p0	偷走	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	傳人	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	傳播媒體	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	傳真電報	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	傳輸率	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	價值判斷	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	儘量	u			no-source;fallback	low	low|u|plain	BAD	r			u 有明確詞類 → r
p0	優化	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	優哉遊哉	u			no-source;fallback	low	low|u|plain	BAD	a,r			u 有明確詞類 → a,r
p0	儲蓄存款	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	光學	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
