phase	literal	pos	family	voice	note	trust	stratum	verdict	fix_pos	fix_family	fix_voice	audit_note
p3	易於	u			no-source;p3;fallback	low	low|u|plain	BAD	r,v			易於+V
p3	是一位	u			no-source;p3;fallback	low	low|u|plain	SOFT				是+量；可 v
p3	是世界上	u			no-source;p3;fallback	low	low|u|plain	OK				是+處截斷
p3	是他	u			no-source;p3;fallback	low	low|u|plain	SOFT				是+代；可 v
p3	是讓	u			no-source;p3;fallback	low	low|u|plain	SOFT				是+使；可 v
p3	晏覺	u			no-source;p3;fallback	low	low|u|plain	BAD	n,v			粵晚睡
p3	普查	u			no-source;fallback	low	low|u|plain	BAD	n,v			名動
p3	暈咗	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	暴	u			no-source;p3;fallback	low	low|u|plain	SOFT				多類邊
p3	書本	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	曾任	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	最後一天	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	最早的	u			no-source;p3;fallback	low	low|u|plain	BAD	a			清晰形容詞
p3	最終還是	u			no-source;p3;fallback	low	low|u|plain	SOFT				副連；可 r
p3	最高	u			no-source;fallback	low	low|u|plain	BAD	a			清晰形容詞
p3	會嚟	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	會說	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	月月	u			no-source;p3;fallback	low	low|u|plain	BAD	r			清晰副詞
p3	有人認爲	u			no-source;p3;fallback	low	low|u|plain	SOFT				小句；可 v
p3	有兩個	u			no-source;p3;fallback	low	low|u|plain	SOFT				有+數；可 v
p3	有型	u			no-source;fallback	low	low|u|plain	BAD	a			清晰形容詞
p3	有序	u			no-source;fallback	low	low|u|plain	BAD	a			清晰形容詞
p3	有緣	u			no-source;p3;fallback	low	low|u|plain	BAD	a,v			形／動
p3	有車	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	有過	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
