phase	literal	pos	family	voice	note	trust	stratum	verdict	fix_pos	fix_family	fix_voice	audit_note
p0	擺脫	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	支吾以對	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	放榜	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	放聲大哭	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	故意	u			no-source;fallback	low	low|u|plain	BAD	a,r			u 有明確詞類 → a,r
p0	故意殺人	u			no-source;fallback	low	low|u|plain	BAD	v,n			u 有明確詞類 → v,n
p0	敗筆	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	教徒	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	教職員工	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	教育廳長	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	敬謝不敏	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	數位信號	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	文件大小	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	旁證	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	旅遊景點	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	旋風	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	既是	u			no-source;fallback	low	low|u|plain	BAD	x			u 有明確詞類 → x
p0	日報	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	日後	u			no-source;fallback	low	low|u|plain	BAD	n,r			u 有明確詞類 → n,r
p0	昂山素季	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	明日	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	昏頭轉向	u			no-source;fallback	low	low|u|plain	BAD	a,v			u 有明確詞類 → a,v
p0	星際	u			no-source;fallback	low	low|u|plain	BAD	n,a			u 有明確詞類 → n,a
p0	時空	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	智慧	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	暗淡	u			no-source;fallback	low	low|u|plain	BAD	a			u 有明確詞類 → a
p0	暢所欲言	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	暮鼓晨鐘	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	暴虎馮河	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	暴風驟雨	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	替身	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	最多	u			no-source;fallback	low	low|u|plain	BAD	r,a			u 有明確詞類 → r,a
p0	有備而來	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
p0	有機合成	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	有關方面	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	朗	u			no-source;fallback	low	low|u|plain	BAD	a			u 有明確詞類 → a
p0	朝陽產業	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	未刪節版	u			no-source;fallback	low	low|u|plain	BAD	n			u 有明確詞類 → n
p0	未嘗不可	u			no-source;fallback	low	low|u|plain	BAD	r			u 有明確詞類 → r
p0	未夠	u			no-source;fallback	low	low|u|plain	BAD	a,v			u 有明確詞類 → a,v
p0	未有	u			no-source;fallback	low	low|u|plain	BAD	v			u 有明確詞類 → v
