phase	literal	pos	family	voice	note	trust	stratum	verdict	fix_pos	fix_family	fix_voice	audit_note
p3	了不起	u			no-source;fallback	low	low|u|plain	BAD	a			清晰形容詞
p3	事蹟	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	二來	u			no-source;p3;fallback	low	low|u|plain	BAD	r,x			序列連接
p3	二十年	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	二線	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	亞瑟	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	交帶	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	交費	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	人之	u			no-source;p3;fallback	low	low|u|plain	OK				之字截斷
p3	人入	u			no-source;p3;fallback	low	low|u|plain	OK				截斷
p3	人大代表	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	人對	u			no-source;p3;fallback	low	low|u|plain	OK				截斷
p3	人用	u			no-source;p3;fallback	low	low|u|plain	BAD	a			形「人用」
p3	仔見	u			no-source;p3;fallback	low	low|u|plain	OK				截斷不明
p3	他不	u			no-source;p3;fallback	low	low|u|plain	OK				代+不截斷
p3	他對	u			no-source;p3;fallback	low	low|u|plain	OK				代+介截斷
p3	他所	u			no-source;p3;fallback	low	low|u|plain	OK				代+所截斷
p3	令我	u			no-source;p3;fallback	low	low|u|plain	SOFT				令+代截；可 v
p3	估下	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	伴有	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	但仍	u			no-source;p3;fallback	low	low|u|plain	OK				連副截斷
p3	低成本	u			no-source;p3;fallback	low	low|u|plain	BAD	a,n			形／名
p3	佐治	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	作品內容	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	你和	u			no-source;p3;fallback	low	low|u|plain	OK				代+連截斷
p3	你得	u			no-source;p3;fallback	low	low|u|plain	SOFT				代+得截；邊
p3	來訪	u			no-source;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	供需	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	係路	u			no-source;p3;fallback	low	low|u|plain	OK				粵截斷
p3	俄國	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	保單	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	信用證	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	偏低	u			no-source;p3;fallback	low	low|u|plain	BAD	a,v			形／動
p3	做不了	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	做返	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	催促	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	傾偈	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	僅是	u			no-source;p3;fallback	low	low|u|plain	BAD	v,r			只是
p3	儘可能	u			no-source;fallback	low	low|u|plain	BAD	r			清晰副詞
p3	先見	u			no-source;p3;fallback	low	low|u|plain	BAD	n,v			先見
p3	先說	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	光電	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	入得	u			no-source;p3;fallback	low	low|u|plain	SOFT				V+得；可 v
p3	入手	u			no-source;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	內側	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	全國性	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	兩隊	u			no-source;p3;fallback	low	low|u|plain	BAD	x,n			數+量
p3	冰耀	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	凝望	u			no-source;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	出力	u			no-source;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	出演	u			no-source;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	刀刀	u			no-source;p3;fallback	low	low|u|plain	SOFT				疊／量邊
p3	分管	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	切實加強	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	刻錄	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	前列	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	剛買	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	創新	u			no-source;fallback	low	low|u|plain	BAD	n,v			名動
p3	力度	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	加快發展	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	加菲	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	動脈	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	動靜	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	勞動合同	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	勞務	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	十幾歲	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	原意	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	又開始	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	反動	u			no-source;p3;fallback	low	low|u|plain	BAD	a,n			形／名
p3	句話	u			no-source;p3;fallback	low	low|u|plain	BAD	n			名截「一句話」可 n
p3	另一種	u			no-source;p3;fallback	low	low|u|plain	BAD	x,n			指示
p3	只知道	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	可兒	u			no-source;p3;fallback	low	low|u|plain	BAD	n			愛稱
p3	可好	u			no-source;p3;fallback	low	low|u|plain	BAD	a,r			形／副
p3	可想而知	u			no-source;fallback	low	low|u|plain	BAD	v,r			述謂／插入
p3	史料	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	叻仔	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	同好	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	同濟	u			no-source;p3;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	吐了	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	呱	u			no-source;fallback	low	low|u|plain	SOFT				擬聲
p3	呵欠	u			no-source;p3;fallback	low	low|u|plain	BAD	n,v			名動
p3	咗事	u			no-source;p3;fallback	low	low|u|plain	OK				助+名截斷
p3	咗六合彩	u			no-source;p3;fallback	low	low|u|plain	OK				助+名截斷
p3	哂力	u			no-source;p3;fallback	low	low|u|plain	BAD	a,v			粵費力
p3	哩句	u			no-source;p3;fallback	low	low|u|plain	OK				指示截斷
p3	哪家	u			no-source;p3;fallback	low	low|u|plain	BAD	x			疑問
p3	唐山	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	唪	u			no-source;p3;fallback	low	low|u|plain	SOFT				罕
p3	商機	u			no-source;fallback	low	low|u|plain	BAD	n			清晰名詞／專名
p3	問個	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	問咗	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	啦啦啦	u			no-source;p3;fallback	low	low|u|plain	SOFT				襯字
p3	喇得	u			no-source;p3;fallback	low	low|u|plain	SOFT				粵語氣邊
p3	喊着	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	喜歡喫	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
p3	喫喝	u			no-source;p3;fallback	low	low|u|plain	BAD	v,n			動／名
p3	喫肉	u			no-source;p3;fallback	low	low|u|plain	BAD	v			清晰動詞／動語
