literal	freq	pos	family	voice	note
逢高賣出	480	v			
遠交近攻	480	n,v	idiom		
邯鄲學步	480	v	idiom		
風刀霜劍	480	a,n	idiom		
黑不溜秋	480	a			
主持正義	479	v			
人物描寫	479	n			
天下興亡	479	n			
就地正法	479	v	idiom		
廣結善緣	479	v	idiom		
心寬體胖	479	a	idiom		
戰鬥意志	479	n			
手足情深	479	a	idiom		
有效數字	479	n			
氫氧化物	479	n			
沾不上邊	479	v			
無花果樹	479	n			
甜而不膩	479	a			
相對而坐	479	v			
等比數列	479	n			
糖醋里脊	479	n			
結束工作	479	v			
股四頭肌	479	n			
赤膽忠心	479	a,n	idiom		
遺憾終生	479	a,v			
食色性也	479	n	idiom		
傳輸控制	478	n			
兔死狐悲	478	a,v	idiom		
參考材料	478	n			
名譽博士	478	n			
堅貞不渝	478	a	idiom		
婆羅門教	478	n			
實際工資	478	n			
山光水色	478	n	idiom		
差分方程	478	n			
從頭做起	478	v			
掌握電腦	478	v			
文字改革	478	n			
有仇必報	478	v	idiom		
木已成舟	478	a,v	idiom		
正月初三	478	n			
殘花敗柳	478	n	idiom		
比翼齊飛	478	v	idiom		
清風徐來	478	a,v	idiom		
男耕女織	478	n,v	idiom		
癌症腫瘤	478	n			
直接經驗	478	n			
瞭若指掌	478	a,v	idiom		
終生伴侶	478	n			
自毀前程	478	v			
苦心孤詣	478	a,v	idiom		
藤野先生	478	n			
訓導主任	478	n			
點到即止	478	a,v	idiom		
佛門弟子	477	n			
催眠狀態	477	n			
基本詞彙	477	n			
奇風異俗	477	n	idiom		
學生手冊	477	n			
富貴逼人	477	a,v	idiom		
山巒起伏	477	a,v			
年逾古稀	477	a,v			
後悔不迭	477	a,v	idiom		
恩斷義絕	477	a,v	idiom		
手抓羊肉	477	n			
掩面而泣	477	v			
揭不開鍋	477	a,v	idiom		
摩卡咖啡	477	n			
敷衍塞責	477	a,v	idiom		
旁系血親	477	n			
歡聲雷動	477	a,v	idiom		
歷久不衰	477	a	idiom		
火燒眉毛	477	a,v	idiom		
研磨材料	477	n			
空洞無物	477	a	idiom		
窮兵黷武	477	a,v	idiom		
維護和平	477	v			
自動鉛筆	477	n			
萬夫莫敵	477	a	idiom		
蓬萊仙境	477	n			
親如一家	477	a			
討人嫌	477	a,v			
貪心不足	477	a	idiom		
閉門思過	477	v	idiom		
陶冶性情	477	v			
雞新城疫	477	n			
高級職務	477	n			
黃袍加身	477	v	idiom		
克里米亞	476	n			
分文不取	476	a,v	idiom		
十二地支	476	n			
天塌地陷	476	a,v	idiom		
往時	476	n,r			
放不下心	476	a,v			
春秋大夢	476	n	idiom		
炎性反應	476	n			
物我兩忘	476	a,v	idiom		
生日卡	476	n			
真情實意	476	a,n	idiom		
羅馬數字	476	n			
羞於啓齒	476	a,v	idiom		
耳聽八方	476	a,v	idiom		
良藥苦口	476	a,n	idiom		
萬用手冊	476	n			
賊眉鼠眼	476	a	idiom		
長舌婦	476	n			
香味撲鼻	476	a			
七言絕句	475	n			
元素符號	475	n			
入境簽證	475	n			
出錯信息	475	n			
千金要方	475	n			
君子協定	475	n			
基里巴斯	475	n			
幡然悔悟	475	v	idiom		
弗蘭西斯	475	n			
從輕發落	475	v			
心懷不滿	475	a,v			
木牛流馬	475	n			
此路不通	475	a,v	idiom		
歷史遺產	475	n			
死於安樂	475	v	idiom		
潑婦罵街	475	n,v	idiom		
當耳邊風	475	v	idiom		
眼神不好	475	a			
老成持重	475	a	idiom		
膀大腰圓	475	a			
雙重國籍	475	n			
霍比特人	475	n			
高矮胖瘦	475	a,n			
鳴金收兵	475	v	idiom		
麥克米蘭	475	n			
一親芳澤	474	v	idiom		
不識泰山	474	a,v	idiom		
中法戰爭	474	n			
主打品牌	474	n			
價格標籤	474	n			
光導纖維	474	n			
劣跡斑斑	474	a	idiom		
動物分類	474	n			
反托拉斯	474	a,n			
同出一轍	474	a,v	idiom		
天人交戰	474	a,v	idiom		
富國強兵	474	n,v	idiom		
專家評價	474	n			
廢銅爛鐵	474	n	idiom		
恃強凌弱	474	v	idiom		
悲喜交集	474	a,v	idiom		
改名換姓	474	v	idiom		
日月如梭	474	a,v	idiom		
日行一善	474	v			
正月初二	474	n			
氣象學家	474	n			
經天緯地	474	a,v	idiom		
談虎色變	474	a,v	idiom		
軍事體育	474	n			
野外工作	474	n			
長途飛行	474	n			
難以抹去	474	a			
不知輕重	473	a,v	idiom		
俄羅斯族	473	n			
國際公法	473	n			
威震天下	473	a,v	idiom		
家庭計劃	473	n			
富得流油	473	a			
怪力亂神	473	n	idiom		
感應電流	473	n			
技壓群雄	473	a,v			
有礙觀瞻	473	a			
有言在先	473	v	idiom		
森羅萬象	473	n	idiom		
橫加指責	473	v			
狗仗人勢	473	a,v	idiom		
研製過程	473	n			
籠絡人心	473	v			
絕密文件	473	n			
茫然若失	473	a	idiom		
零度以下	473	n,r			
面無人色	473	a	idiom		
風流瀟灑	473	a			
三氯化鐵	472	n			
以馬內利	472	n			
冰肌玉骨	472	a,n	idiom		
各盡所能	472	v	idiom		
合久必分	472	a,v	idiom		
命不該絕	472	a,v			
嗜酒如命	472	a,v			
學習刻苦	472	a			
急性腸炎	472	n			
懸壺濟世	472	v	idiom		
搖曳多姿	472	a			
文學運動	472	n			
文藝批評	472	n			
永無寧日	472	a	idiom		
矢志不移	472	a,v	idiom		
與民同樂	472	v	idiom		
茹毛飲血	472	v	idiom		
處事原則	472	n			
誇大其辭	472	a,v	idiom		
謹防假冒	472	v			
財運亨通	472	a			
辛丑條約	472	n			
閉卷考試	472	n			
順勢療法	472	n			
黃粱美夢	472	n	idiom		
一決雌雄	471	v	idiom		
一言以蔽之	471	r,v	idiom		
交響樂隊	471	n			
以賽亞書	471	n			
