literal	freq	pos	family	voice	note
飄洋過海	521	v	idiom		
黯淡無光	521	a	idiom		
亂作一團	520	a,v			
人造纖維	520	n			
優惠待遇	520	n			
全然不同	520	a			
卡爾加里	520	n			
同生共死	520	v	idiom		
地球大氣	520	n			
外部連接	520	n			
女媧補天	520	v	idiom		
好逸惡勞	520	a,v	idiom		
威風八面	520	a	idiom		
思想交流	520	n			
戀母情結	520	n			
才疏學淺	520	a	idiom		
春秋時代	520	n			
曲折離奇	520	a			
未卜先知	520	a,v	idiom		
淡而無味	520	a	idiom		
清倉查庫	520	v			
烈日當空	520	a,v			
無縫連接	520	n,v			
狂人日記	520	n			
獨具慧眼	520	a,v	idiom		
痛哭失聲	520	v	idiom		
福星高照	520	a,v	idiom		
胡編亂造	520	v	idiom		
草食動物	520	n			
貧富懸殊	520	a,n			
遠程登錄	520	n,v			
防毒軟件	520	n			
韓國泡菜	520	n			
高手如雲	520	a	idiom		
黃毛丫頭	520	n	idiom		
何必如此	519	r			
俯首稱臣	519	v	idiom		
剛愎自用	519	a	idiom		
包辦婚姻	519	n			
同聲翻譯	519	n			
名揚四海	519	a,v	idiom		
單刀赴會	519	v	idiom		
四海一家	519	a,n	idiom		
土耳其語	519	n			
妙筆生花	519	a,v	idiom		
寸草不生	519	a,v	idiom		
慾火焚身	519	a,v	idiom		
拼命三郎	519	n			
揭竿而起	519	v	idiom		
明察秋毫	519	a,v	idiom		
智勇雙全	519	a	idiom		
武術比賽	519	n			
玩物喪志	519	v	idiom		
生態足跡	519	n			
白色污染	519	n			
空中小姐	519	n			
胸懷大志	519	a,v	idiom		
花粉過敏	519	n			
行政效率	519	n			
衣冠禽獸	519	n	idiom		
送貨到家	519	v			
鎩羽而歸	519	v	idiom		
陷入絕境	519	v			
不勝酒力	518	a,v	idiom		
二次函數	518	n			
剛柔相濟	518	a,v	idiom		
勤儉持家	518	v	idiom		
嘰裏咕嚕	518	r			
地殼運動	518	n			
孤膽英雄	518	n			
心理系	518	n			
志得意滿	518	a	idiom		
慈眉善目	518	a	idiom		
應付自如	518	a,v	idiom		
暴殄天物	518	v	idiom		
武術指導	518	n			
永結同心	518	v	idiom		
濁水	518	n			
盡其所能	518	v	idiom		
直布羅陀	518	n			
禍起蕭牆	518	v	idiom		
統一招生	518	n,v			
義正詞嚴	518	a	idiom		
胸無大志	518	a	idiom		
藏污納垢	518	v	idiom		
貽笑大方	518	v	idiom		
蹉跎歲月	518	n,v	idiom		
辣手摧花	518	v	idiom		
遺臭萬年	518	a,v	idiom		
陰盛陽衰	518	a,n	idiom		
雕樑畫棟	518	n	idiom		
電子貨幣	518	n			
高檔服裝	518	n			
一哄而上	517	v	idiom		
乙型腦炎	517	n			
仁義道德	517	n	idiom		
以柔克剛	517	v	idiom		
低人一等	517	a	idiom		
偷雞摸狗	517	v	idiom		
力大無窮	517	a	idiom		
堅決否認	517	v			
天色已晚	517	a			
守身如玉	517	v	idiom		
情同手足	517	a	idiom		
成語典故	517	n			
有進取心	517	a			
液體燃料	517	n			
現在分詞	517	n			
經久不息	517	a	idiom		
老夫少妻	517	n			
聲名遠播	517	a,v	idiom		
裹足不前	517	v	idiom		
規定動作	517	n			
門可羅雀	517	a,v	idiom		
隻手遮天	517	v	idiom		
高朋滿座	517	a	idiom		
不論如何	516	r			
不進則退	516	a,v	idiom		
仁者無敵	516	a,n	idiom		
十年寒窗	516	n	idiom		
名噪一時	516	a,v	idiom		
品頭論足	516	v	idiom		
困守	516	v			
大發慈悲	516	v	idiom		
大聲喊叫	516	v			
定向越野	516	n			
常染色體	516	n			
搬弄是非	516	v	idiom		
撕破臉皮	516	v			
最小二乘	516	n			
死而無憾	516	a,v	idiom		
獨立精神	516	n			
甜酸苦辣	516	n	idiom		
知識寶庫	516	n			
絡腮鬍子	516	n			
縱橫馳騁	516	v	idiom		
翰林學士	516	n			
舊事重提	516	v			
虛懷若谷	516	a	idiom		
超額利潤	516	n			
軍官學校	516	n			
隨時待命	516	a,v			
一時糊塗	515	a			
事關重大	515	a			
互通有無	515	v	idiom		
交通擁擠	515	a,n			
含糊其辭	515	a,v	idiom		
國際聯盟	515	n			
大便乾燥	515	a,n			
巍然屹立	515	a,v	idiom		
平津戰役	515	n			
心理學系	515	n			
拉卜楞寺	515	n			
指名道姓	515	v	idiom		
滴酒不沾	515	a,v	idiom		
熱身運動	515	n			
知行合一	515	n,v	idiom		
碎屍萬段	515	v	idiom		
穩如泰山	515	a	idiom		
胃酸過多	515	a,n			
薩拉熱窩	515	n			
薪火相傳	515	v	idiom		
語言訓練	515	n			
負荊請罪	515	v	idiom		
財政危機	515	n			
轉變過程	515	n			
遊逛	515	v			
閉口不談	515	v	idiom		
防護眼鏡	515	n			
風餐露宿	515	v	idiom		
高等植物	515	n			
一展身手	514	v	idiom		
三皇五帝	514	n	idiom		
中式英語	514	n			
假以時日	514	r	idiom		
傾巢而出	514	v	idiom		
刻苦努力	514	a,v			
前後矛盾	514	a			
卡布其諾	514	n			
因循守舊	514	a,v	idiom		
愛管閒事	514	v			
感觸良多	514	a			
所見略同	514	a,v	idiom		
搜尋引擎	514	n			
收買人心	514	v	idiom		
政教合一	514	n,v			
民族資本	514	n			
決勝千里	514	v	idiom		
白山黑水	514	n	idiom		
百團大戰	514	n			
穩操勝券	514	a,v	idiom		
經濟落後	514	a			
舊地重遊	514	v			
蠱惑人心	514	v	idiom		
銀行利息	514	n			
了無牽掛	513	a	idiom		
人所共知	513	a	idiom		
口不擇言	513	a,v	idiom		
命運註定	513	a,v			
外匯收入	513	n			
天長日久	513	a,r	idiom		
太陽黑子	513	n			
好大喜功	513	a,v	idiom		
妙齡女子	513	n			
嫉惡如仇	513	a,v	idiom		
字正腔圓	513	a	idiom		
少不更事	513	a	idiom		
尚方寶劍	513	n	idiom		
巴山夜雨	513	n			
意下如何	513	r			
放下包袱	513	v			
歸納法	513	n			
生命跡象	513	n			
紅光滿面	513	a	idiom		
舊病復發	513	v			
草菅人命	513	v	idiom		
詞不達意	513	a,v	idiom		
請多關照	513	v			
資產剝離	513	n,v			
遠房親戚	513	n			
頻率合成	513	n			
風韻猶存	513	a	idiom		
鵝毛大雪	513	n			
鶯歌燕舞	513	a,n	idiom		
不論怎樣	512	r			
名門望族	512	n			
四處奔走	512	v			
天干地支	512	n			
女士優先	512	n,r			
彌勒菩薩	512	n			
心無雜念	512	a	idiom		
意興闌珊	512	a	idiom		
應付帳款	512	n			
戴綠帽子	512	v	idiom		
抓耳撓腮	512	v	idiom		
攻城略地	512	v	idiom		
斷壁殘垣	512	n	idiom		
春心蕩漾	512	a,v	idiom		
權利能力	512	n			
滂沱大雨	512	n			
皓月當空	512	a,v			
耳鬢廝磨	512	v	idiom		
膽小如鼠	512	a	idiom		
薩摩耶犬	512	n			
貌不驚人	512	a	idiom		
越俎代庖	512	v	idiom		
身家性命	512	n	idiom		
迂迴曲折	512	a			
達坂城區	512	n			
開始比賽	512	v			
陳詞濫調	512	n	idiom		
雷電交加	512	a,v			
不知廉恥	511	a	idiom		
不論怎麼	511	r			
人財兩空	511	a,v	idiom		
作業環境	511	n			
來去自如	511	a,v	idiom		
停筆	511	v			
克敵制勝	511	v	idiom		
凸版	511	n			
刑事判決	511	n			
十四行詩	511	n			
因緣際會	511	n,v	idiom		
始終不變	511	a			
富貴榮華	511	n	idiom		
寧缺勿濫	511	a,v	idiom		
形式邏輯	511	n			
後院起火	511	v	idiom		
掌聲雷動	511	a,v	idiom		
提線木偶	511	n			
敲山震虎	511	v	idiom		
明心見性	511	v	idiom		
武藝高強	511	a	idiom		
江河湖海	511	n			
深居簡出	511	a,v	idiom		
無可置疑	511	a	idiom		
牛頭馬面	511	n	idiom		
猴年馬月	511	n,r	idiom		
痛改前非	511	v	idiom		
直接選舉	511	n			
直角座標	511	n			
第二世界	511	n			
老奸巨猾	511	a	idiom		
轉移安置	511	n,v			
鑑賞力	511	n			
陰曹地府	511	n	idiom		
驕傲自滿	511	a	idiom		
三從四德	510	n	idiom		
互相聯繫	510	v			
保外就醫	510	n,v			
勤勞致富	510	v	idiom		
固體物理	510	n			
基本矛盾	510	n			
外層空間	510	n			
大材小用	510	a,v	idiom		
崎嶇不平	510	a	idiom		
幫倒忙	510	v			
